"stateroute","spRich","ndvi.mean","nbcd.point","nbcd.mean","nbcd.var","file"
33218,77,0.554562025316456,0,52,6649.6,"NBCD_MZ10_BAW_height.tif"
33219,40,0.503049794238683,0,0,0,"NBCD_MZ10_BAW_height.tif"
33220,25,0.416864912280702,0,0,0,"NBCD_MZ10_BAW_height.tif"
33220,25,0.416864912280702,0,0,0,"NBCD_MZ18_BAW_height.tif"
33222,52,0.795109282700422,0,0,0,"NBCD_MZ18_BAW_height.tif"
34014,59,0.765926567876568,0,0,0,"NBCD_MZ49_BAW_height.tif"
34025,64,0.879417748917749,0,26.5,4213.5,"NBCD_MZ49_BAW_height.tif"
34038,64,0.892428138528139,168,85.25,9694.25,"NBCD_MZ49_BAW_height.tif"
34044,58,0.839901731601732,0,0,0,"NBCD_MZ49_BAW_height.tif"
34051,65,0.804564035087719,0,0,0,"NBCD_MZ49_BAW_height.tif"
34060,68,0.809350900900901,0,0,0,"NBCD_MZ49_BAW_height.tif"
34061,72,0.80357899543379,0,0,0,"NBCD_MZ49_BAW_height.tif"
34063,76,0.799347488584475,0,72.8,9937.7,"NBCD_MZ47_BAW_height.tif"
34063,76,0.799347488584475,0,63,7443,"NBCD_MZ49_BAW_height.tif"
34065,60,0.873072839506173,0,0,0,"NBCD_MZ49_BAW_height.tif"
34080,76,0.783825974025974,0,0,0,"NBCD_MZ49_BAW_height.tif"
35016,58,0.797264502164502,0,0,0,"NBCD_MZ52_BAW_height.tif"
35022,62,0.854847619047619,0,0,0,"NBCD_MZ47_BAW_height.tif"
35023,77,0.8618063771518,0,32.1666666666667,6208.16666666667,"NBCD_MZ47_BAW_height.tif"
35035,73,0.840023530109056,234,220.25,148.916666666667,"NBCD_MZ47_BAW_height.tif"
35037,80,0.850713877934272,0,0,0,"NBCD_MZ47_BAW_height.tif"
35038,83,0.833453257444209,0,0,0,"NBCD_MZ47_BAW_height.tif"
35039,80,0.82540706956957,182,187.833333333333,121.366666666667,"NBCD_MZ47_BAW_height.tif"
35101,55,0.810485915492958,0,0,0,"NBCD_MZ49_BAW_height.tif"
35117,54,0.796854545454545,0,0,0,"NBCD_MZ52_BAW_height.tif"
35302,66,0.828346564280049,0,26.8333333333333,4320.16666666667,"NBCD_MZ49_BAW_height.tif"
35303,71,0.825916666666667,0,0,0,"NBCD_MZ51_BAW_height.tif"
35306,59,0.805077777777778,0,0,0,"NBCD_MZ52_BAW_height.tif"
35308,58,0.759361471861472,0,0,0,"NBCD_MZ52_BAW_height.tif"
35309,77,0.858763596491228,0,0,0,"NBCD_MZ52_BAW_height.tif"
35312,74,0.818071240740741,0,0,0,"NBCD_MZ52_BAW_height.tif"
35313,71,0.832305194805195,0,0,0,"NBCD_MZ47_BAW_height.tif"
35314,70,0.851784,0,33.3333333333333,6666.66666666667,"NBCD_MZ47_BAW_height.tif"
35315,74,0.844708771929825,0,30.8333333333333,5704.16666666667,"NBCD_MZ47_BAW_height.tif"
35316,63,0.812690812865497,0,46.75,8742.25,"NBCD_MZ47_BAW_height.tif"
36016,54,0.872333814778751,0,0,0,"NBCD_MZ42_BAW_height.tif"
36028,55,0.868521052631579,0,0,0,"NBCD_MZ38_BAW_height.tif"
36028,55,0.868521052631579,0,0,0,"NBCD_MZ39_BAW_height.tif"
36028,55,0.868521052631579,0,0,0,"NBCD_MZ42_BAW_height.tif"
38010,52,0.526324074074074,0,0,0,"NBCD_MZ38_BAW_height.tif"
38013,68,0.764110087719298,0,0,0,"NBCD_MZ43_BAW_height.tif"
38014,65,0.777322807017544,0,0,0,"NBCD_MZ43_BAW_height.tif"
38015,69,0.751460256410256,0,0,0,"NBCD_MZ43_BAW_height.tif"
38016,69,0.69743698630137,0,0,0,"NBCD_MZ38_BAW_height.tif"
38017,54,0.741314666666667,0,0,0,"NBCD_MZ43_BAW_height.tif"
38019,60,0.673935111111111,0,0,0,"NBCD_MZ38_BAW_height.tif"
38021,67,0.619830701754386,0,0,0,"NBCD_MZ38_BAW_height.tif"
38027,69,0.78401052631579,0,0,0,"NBCD_MZ43_BAW_height.tif"
38030,61,0.747037229437229,0,0,0,"NBCD_MZ38_BAW_height.tif"
38035,40,0.561229824561403,0,0,0,"NBCD_MZ38_BAW_height.tif"
38302,59,0.721865315315315,0,0,0,"NBCD_MZ43_BAW_height.tif"
38303,60,0.759225108225108,0,0,0,"NBCD_MZ43_BAW_height.tif"
38304,59,0.595453153153153,0,0,0,"NBCD_MZ38_BAW_height.tif"
38305,53,0.619844444444444,0,0,0,"NBCD_MZ38_BAW_height.tif"
38307,39,0.662912280701754,0,0,0,"NBCD_MZ33_BAW_height.tif"
38310,70,0.76498963963964,0,0,0,"NBCD_MZ43_BAW_height.tif"
38312,52,0.641781081081081,0,0,0,"NBCD_MZ38_BAW_height.tif"
38313,49,0.550025225225225,0,0,0,"NBCD_MZ38_BAW_height.tif"
38315,26,0.470968444444444,0,0,0,"NBCD_MZ33_BAW_height.tif"
38318,77,0.763557333333333,0,20.5,2521.5,"NBCD_MZ38_BAW_height.tif"
38323,36,0.487726068376068,0,0,0,"NBCD_MZ33_BAW_height.tif"
39001,78,0.854580669240669,0,0,0,"NBCD_MZ53_BAW_height.tif"
39003,64,0.816689814814815,0,48,9216,"NBCD_MZ47_BAW_height.tif"
39006,62,0.797504954954955,0,157.333333333333,6055.06666666667,"NBCD_MZ47_BAW_height.tif"
39009,68,0.849950177574835,0,100.833333333333,12258.5666666667,"NBCD_MZ53_BAW_height.tif"
39010,70,0.852652966759863,0,34.3333333333333,7072.66666666667,"NBCD_MZ53_BAW_height.tif"
39021,67,0.834015811574286,0,0,0,"NBCD_MZ47_BAW_height.tif"
39025,78,0.829313255360624,0,0,0,"NBCD_MZ47_BAW_height.tif"
39026,73,0.797898818383601,0,0,0,"NBCD_MZ47_BAW_height.tif"
39028,76,0.819990679133145,0,0,0,"NBCD_MZ47_BAW_height.tif"
39036,77,0.817769565217391,0,27,5103,"NBCD_MZ47_BAW_height.tif"
39044,69,0.809387339230817,0,46.25,8556.25,"NBCD_MZ47_BAW_height.tif"
39107,72,0.799067391304348,0,0,0,"NBCD_MZ47_BAW_height.tif"
42015,55,0.646332709177103,0,0,0,"NBCD_MZ37a_BAW_height.tif"
42016,61,0.787948529411765,197,167.428571428571,6071.95238095238,"NBCD_MZ37a_BAW_height.tif"
42023,60,0.803602380405664,0,0,0,"NBCD_MZ45_BAW_height.tif"
42027,65,0.816051741293532,215,214,76,"NBCD_MZ37a_BAW_height.tif"
42059,64,0.792552526455026,129,117.666666666667,3582.66666666667,"NBCD_MZ37a_BAW_height.tif"
42062,59,0.815485990338164,161,123.5,6967,"NBCD_MZ37a_BAW_height.tif"
42101,37,0.553036713679316,0,0,0,"NBCD_MZ37b_BAW_height.tif"
42119,64,0.802421532045654,0,0,0,"NBCD_MZ37a_BAW_height.tif"
42128,52,0.797277934272301,0,0,0,"NBCD_MZ37a_BAW_height.tif"
42137,62,0.805115788703541,0,0,0,"NBCD_MZ37a_BAW_height.tif"
42221,62,0.793283873259449,155,107.333333333333,7033.46666666667,"NBCD_MZ37a_BAW_height.tif"
44001,59,0.834284844699976,0,0,0,"NBCD_MZ66_BAW_height.tif"
44003,76,0.827284055873332,0,0,0,"NBCD_MZ66_BAW_height.tif"
44004,53,0.815070995655721,0,0,0,"NBCD_MZ66_BAW_height.tif"
44006,76,0.894418647859422,0,0,0,"NBCD_MZ66_BAW_height.tif"
44007,80,0.904990229324352,0,27.6666666666667,4592.66666666667,"NBCD_MZ66_BAW_height.tif"
44010,83,0.907512105629992,0,54.5,7136.7,"NBCD_MZ66_BAW_height.tif"
44012,77,0.916021715740231,0,48.3333333333333,5655.06666666667,"NBCD_MZ66_BAW_height.tif"
44013,80,0.917699934210526,0,21.7142857142857,3300.57142857143,"NBCD_MZ66_BAW_height.tif"
44019,85,0.917585782648966,0,0,0,"NBCD_MZ66_BAW_height.tif"
44026,81,0.886920932175075,0,0,0,"NBCD_MZ66_BAW_height.tif"
44031,81,0.903393858932722,149,124.333333333333,3723.86666666667,"NBCD_MZ66_BAW_height.tif"
44032,78,0.909046401435478,0,0,0,"NBCD_MZ66_BAW_height.tif"
44033,76,0.912305613014437,0,0,0,"NBCD_MZ66_BAW_height.tif"
44035,67,0.886698469075966,174,43.5,7569,"NBCD_MZ66_BAW_height.tif"
44041,67,0.894066043318442,0,0,0,"NBCD_MZ66_BAW_height.tif"
44050,62,0.891516354986106,0,107.5,6988.3,"NBCD_MZ66_BAW_height.tif"
44051,81,0.897308096136918,0,0,0,"NBCD_MZ66_BAW_height.tif"
44056,71,0.892864174592442,0,26.3333333333333,4160.66666666667,"NBCD_MZ66_BAW_height.tif"
44060,79,0.915620244526828,126,126.75,26.25,"NBCD_MZ66_BAW_height.tif"
44117,74,0.740661587478897,0,0,0,"NBCD_MZ66_BAW_height.tif"
44120,84,0.920410387039642,0,0,0,"NBCD_MZ66_BAW_height.tif"
46003,83,0.87600641025641,0,0,0,"NBCD_MZ61_BAW_height.tif"
46004,67,0.870393939393939,158,161.666666666667,15.8666666666667,"NBCD_MZ61_BAW_height.tif"
46005,68,0.875434199134199,168,152.166666666667,5776.96666666667,"NBCD_MZ61_BAW_height.tif"
46007,77,0.803522258258258,0,0,0,"NBCD_MZ61_BAW_height.tif"
46008,74,0.806244555555556,0,0,0,"NBCD_MZ61_BAW_height.tif"
46009,72,0.799648945147679,0,0,0,"NBCD_MZ60_BAW_height.tif"
46009,72,0.799648945147679,0,0,0,"NBCD_MZ61_BAW_height.tif"
46011,76,0.794615853353353,128,43.8333333333333,4616.16666666667,"NBCD_MZ60_BAW_height.tif"
46012,50,0.792768888888889,0,62.1666666666667,9328.16666666667,"NBCD_MZ60_BAW_height.tif"
46016,65,0.798267959671907,0,31.8333333333333,6080.16666666667,"NBCD_MZ60_BAW_height.tif"
46017,68,0.808740918128655,237,78.8333333333333,14915.3666666667,"NBCD_MZ60_BAW_height.tif"
46019,60,0.768301063931327,135,44.5,4753.5,"NBCD_MZ60_BAW_height.tif"
46020,74,0.756744111031734,196,163,8868,"NBCD_MZ60_BAW_height.tif"
46022,61,0.773425414879668,0,0,0,"NBCD_MZ60_BAW_height.tif"
46024,69,0.757609529977346,167,139.6,6194.8,"NBCD_MZ60_BAW_height.tif"
46027,70,0.66562422387306,0,109.333333333333,7323.06666666667,"NBCD_MZ60_BAW_height.tif"
46028,64,0.79655448048048,0,23.3333333333333,3266.66666666667,"NBCD_MZ60_BAW_height.tif"
46029,68,0.750735484273747,0,0,0,"NBCD_MZ60_BAW_height.tif"
46030,70,0.824135048747377,141,142.833333333333,202.966666666667,"NBCD_MZ60_BAW_height.tif"
46031,74,0.823238430211033,151,162.666666666667,556.666666666667,"NBCD_MZ60_BAW_height.tif"
46032,70,0.799227504273504,0,0,0,"NBCD_MZ60_BAW_height.tif"
46033,71,0.785249149149149,209,209,16.5,"NBCD_MZ60_BAW_height.tif"
46036,64,0.716203876609486,153,168,260.4,"NBCD_MZ60_BAW_height.tif"
46037,72,0.68837974519957,0,34.8,6055.2,"NBCD_MZ60_BAW_height.tif"
46041,67,0.622096617867754,0,31.2,4867.2,"NBCD_MZ60_BAW_height.tif"
46042,76,0.600529043467712,137,145.5,51.1,"NBCD_MZ60_BAW_height.tif"
46043,70,0.62655099455419,0,45,8100,"NBCD_MZ60_BAW_height.tif"
46044,66,0.758441033033033,0,0,0,"NBCD_MZ60_BAW_height.tif"
46046,64,0.738352567372708,0,0,0,"NBCD_MZ60_BAW_height.tif"
46047,69,0.688984536499121,0,53,5387,"NBCD_MZ60_BAW_height.tif"
46048,68,0.752181364029485,237,221.5,145,"NBCD_MZ60_BAW_height.tif"
46053,83,0.874691774891775,189,191.714285714286,63.9047619047619,"NBCD_MZ61_BAW_height.tif"
46054,73,0.868526406926407,167,163.571428571429,139.952380952381,"NBCD_MZ61_BAW_height.tif"
46055,78,0.869360588972431,185,192.333333333333,278.666666666667,"NBCD_MZ61_BAW_height.tif"
46102,76,0.875363596491228,196,192.666666666667,159.466666666667,"NBCD_MZ61_BAW_height.tif"
46112,75,0.814469374269006,0,20.8333333333333,2604.16666666667,"NBCD_MZ60_BAW_height.tif"
46121,64,0.675540092475082,0,90.2857142857143,7172.90476190476,"NBCD_MZ60_BAW_height.tif"
46123,74,0.706299177979349,151,162,64.6666666666667,"NBCD_MZ60_BAW_height.tif"
46150,71,0.738634690857351,0,0,0,"NBCD_MZ60_BAW_height.tif"
47001,52,0.547704899769374,168,138.333333333333,4645.06666666667,"NBCD_MZ65_BAW_height.tif"
47011,59,0.86214330341004,162,166.833333333333,57.7666666666667,"NBCD_MZ65_BAW_height.tif"
47014,71,0.90298930948331,184,132.25,7810.91666666667,"NBCD_MZ65_BAW_height.tif"
47015,79,0.903519646588884,0,130.75,7641.58333333333,"NBCD_MZ65_BAW_height.tif"
47018,79,0.916262826803998,0,0,0,"NBCD_MZ65_BAW_height.tif"
47019,85,0.91242727892444,0,0,0,"NBCD_MZ65_BAW_height.tif"
47021,83,0.919015225400479,204,203.6,20.3,"NBCD_MZ65_BAW_height.tif"
47022,81,0.918402231718898,190,186.166666666667,6.16666666666667,"NBCD_MZ65_BAW_height.tif"
47102,60,0.562279771114234,0,0,0,"NBCD_MZ65_BAW_height.tif"
47112,73,0.907811733945067,175,144,6517,"NBCD_MZ65_BAW_height.tif"
49004,74,0.816060174232379,162,161.8,43.7,"NBCD_MZ51_BAW_height.tif"
49012,85,0.807702817932342,156,154,32,"NBCD_MZ51_BAW_height.tif"
49015,73,0.913375367748492,0,22.5,3037.5,"NBCD_MZ51_BAW_height.tif"
49017,83,0.794144403711239,0,0,0,"NBCD_MZ51_BAW_height.tif"
49018,74,0.798969749176606,0,0,0,"NBCD_MZ51_BAW_height.tif"
49021,75,0.763360996514054,0,130.5,7581.66666666667,"NBCD_MZ51_BAW_height.tif"
49024,73,0.822062133609381,0,41.5,4133.5,"NBCD_MZ51_BAW_height.tif"
49035,73,0.854763247863248,0,0,0,"NBCD_MZ51_BAW_height.tif"
49036,72,0.851372083333333,184,183.833333333333,198.566666666667,"NBCD_MZ51_BAW_height.tif"
49037,86,0.837618641975309,0,0,0,"NBCD_MZ51_BAW_height.tif"
49038,75,0.854257604191851,0,0,0,"NBCD_MZ51_BAW_height.tif"
49045,88,0.889406079059829,0,0,0,"NBCD_MZ51_BAW_height.tif"
49048,84,0.888495850066934,0,0,0,"NBCD_MZ51_BAW_height.tif"
49070,81,0.751350387459119,0,0,0,"NBCD_MZ51_BAW_height.tif"
49131,81,0.883686567008776,220,210,197.333333333333,"NBCD_MZ51_BAW_height.tif"
49165,71,0.810898765432099,0,0,0,"NBCD_MZ51_BAW_height.tif"
49166,63,0.735905816405816,178,169.571428571429,120.285714285714,"NBCD_MZ51_BAW_height.tif"
50001,75,0.893374074074074,0,0,0,"NBCD_MZ42_BAW_height.tif"
50009,70,0.826433382309727,0,53.8333333333333,6957.76666666667,"NBCD_MZ41_BAW_height.tif"
50027,74,0.842093798449612,0,0,0,"NBCD_MZ41_BAW_height.tif"
50032,55,0.809422714194875,168,177.666666666667,80.6666666666667,"NBCD_MZ41_BAW_height.tif"
50033,66,0.892373025195778,159,161,64,"NBCD_MZ41_BAW_height.tif"
50034,75,0.776098093619177,160,148.5,225.9,"NBCD_MZ41_BAW_height.tif"
50035,79,0.917990086890773,145,98.1666666666667,5812.56666666667,"NBCD_MZ41_BAW_height.tif"
50037,68,0.922381418542726,0,82.6666666666667,8290.26666666667,"NBCD_MZ41_BAW_height.tif"
50042,75,0.858776285831427,164,156.75,50.9166666666667,"NBCD_MZ41_BAW_height.tif"
50047,83,0.79121422404826,0,0,0,"NBCD_MZ41_BAW_height.tif"
50048,49,0.839820037672246,0,0,0,"NBCD_MZ41_BAW_height.tif"
50054,53,0.83887625,0,0,0,"NBCD_MZ42_BAW_height.tif"
50059,53,0.872190502136752,0,0,0,"NBCD_MZ41_BAW_height.tif"
50067,81,0.930894325160189,0,0,0,"NBCD_MZ41_BAW_height.tif"
50068,103,0.935068772378124,167,177.4,250.3,"NBCD_MZ41_BAW_height.tif"
50072,65,0.844185884929776,150,120.5,3534.3,"NBCD_MZ41_BAW_height.tif"
50073,82,0.888410291242153,146,109.333333333333,7391.86666666667,"NBCD_MZ41_BAW_height.tif"
50076,44,0.915653829953962,0,41.75,6972.25,"NBCD_MZ41_BAW_height.tif"
51009,59,0.813533823529412,177,148.5,10081.6666666667,"NBCD_MZ46_BAW_height.tif"
51010,57,0.831008571428571,0,0,0,"NBCD_MZ46_BAW_height.tif"
51030,50,0.784812745098039,0,31.1666666666667,5828.16666666667,"NBCD_MZ46_BAW_height.tif"
51101,51,0.834024378109453,0,91,9973.6,"NBCD_MZ37b_BAW_height.tif"
51101,51,0.834024378109453,0,88.6666666666667,9474.66666666667,"NBCD_MZ46_BAW_height.tif"
51113,58,0.826363257807716,143,140.714285714286,298.571428571429,"NBCD_MZ46_BAW_height.tif"
51119,58,0.766634118041583,158,170.333333333333,51.4666666666667,"NBCD_MZ46_BAW_height.tif"
51229,52,0.658330013774828,0,41.5,6889,"NBCD_MZ46_BAW_height.tif"
52001,64,0.762832367149758,0,0,0,"NBCD_MZ47_BAW_height.tif"
52002,75,0.812315942028986,156,62.5714285714286,6115.61904761905,"NBCD_MZ44_BAW_height.tif"
52008,72,0.851424200913242,150,163.25,172.916666666667,"NBCD_MZ44_BAW_height.tif"
52010,67,0.856452,0,0,0,"NBCD_MZ44_BAW_height.tif"
52011,64,0.847875,0,46.3333333333333,5152.66666666667,"NBCD_MZ44_BAW_height.tif"
52014,67,0.786455111111111,0,39.5,6241,"NBCD_MZ44_BAW_height.tif"
52016,64,0.779713333333333,0,0,0,"NBCD_MZ44_BAW_height.tif"
52019,80,0.855259210526316,0,96,7689.5,"NBCD_MZ44_BAW_height.tif"
52021,75,0.819124200913242,0,59.4,6621.8,"NBCD_MZ44_BAW_height.tif"
52052,70,0.833820720720721,179,150,5456.8,"NBCD_MZ44_BAW_height.tif"
52053,65,0.839136574074074,160,91.4285714285714,7316.61904761905,"NBCD_MZ44_BAW_height.tif"
52054,56,0.817477927927928,0,23,3174,"NBCD_MZ44_BAW_height.tif"
52062,74,0.837349074074074,0,0,0,"NBCD_MZ44_BAW_height.tif"
52067,65,0.801843722943723,0,0,0,"NBCD_MZ43_BAW_height.tif"
52109,66,0.852730092592593,0,0,0,"NBCD_MZ44_BAW_height.tif"
52131,68,0.816741991341991,0,0,0,"NBCD_MZ43_BAW_height.tif"
52317,76,0.856615315315315,0,0,0,"NBCD_MZ44_BAW_height.tif"
53002,80,0.802134924092211,0,0,0,"NBCD_MZ10_BAW_height.tif"
53002,80,0.802134924092211,0,0,0,"NBCD_MZ19_BAW_height.tif"
53003,60,0.784643735106335,0,41,4038,"NBCD_MZ19_BAW_height.tif"
53005,33,0.52728202247191,0,0,0,"NBCD_MZ20_BAW_height.tif"
53006,31,0.468034117647059,0,0,0,"NBCD_MZ20_BAW_height.tif"
53008,50,0.562020978087735,0,0,0,"NBCD_MZ20_BAW_height.tif"
53009,37,0.491183141762452,0,0,0,"NBCD_MZ20_BAW_height.tif"
53011,35,0.540443798449612,0,0,0,"NBCD_MZ30_BAW_height.tif"
53012,49,0.713814155307602,0,0,0,"NBCD_MZ30_BAW_height.tif"
53014,63,0.757519840647858,0,0,0,"NBCD_MZ19_BAW_height.tif"
53018,53,0.639669019607843,0,0,0,"NBCD_MZ20_BAW_height.tif"
53019,30,0.48966962962963,0,0,0,"NBCD_MZ20_BAW_height.tif"
53023,43,0.496337209302326,0,0,0,"NBCD_MZ30_BAW_height.tif"
53024,46,0.5821734082397,0,0,0,"NBCD_MZ30_BAW_height.tif"
53026,63,0.771812156862745,0,0,0,"NBCD_MZ19_BAW_height.tif"
53027,62,0.746040784313725,0,0,0,"NBCD_MZ19_BAW_height.tif"
53028,49,0.642428174603175,0,0,0,"NBCD_MZ19_BAW_height.tif"
53032,30,0.382106910569106,0,0,0,"NBCD_MZ20_BAW_height.tif"
53033,53,0.45066827309237,0,0,0,"NBCD_MZ29_BAW_height.tif"
53034,43,0.461746825396825,0,0,0,"NBCD_MZ29_BAW_height.tif"
53036,64,0.785203968253968,0,0,0,"NBCD_MZ10_BAW_height.tif"
53036,64,0.785203968253968,0,0,0,"NBCD_MZ19_BAW_height.tif"
53040,72,0.567325968992248,0,0,0,"NBCD_MZ20_BAW_height.tif"
53041,53,0.56484859437751,0,0,0,"NBCD_MZ29_BAW_height.tif"
53044,41,0.455118604651163,0,0,0,"NBCD_MZ29_BAW_height.tif"
53045,36,0.510813492063492,0,0,0,"NBCD_MZ29_BAW_height.tif"
53064,92,0.815054988600091,127,158.5,569,"NBCD_MZ10_BAW_height.tif"
53064,92,0.815054988600091,133,139.5,65.6666666666667,"NBCD_MZ19_BAW_height.tif"
53075,53,0.875833086431422,225,174.666666666667,7724.66666666667,"NBCD_MZ10_BAW_height.tif"
53086,60,0.784041463414634,0,65.1666666666667,10540.1666666667,"NBCD_MZ10_BAW_height.tif"
53087,65,0.702493574297189,131,137,32.4,"NBCD_MZ19_BAW_height.tif"
53101,61,0.889275816933122,0,0,0,"NBCD_MZ10_BAW_height.tif"
53138,56,0.629990763052209,0,0,0,"NBCD_MZ19_BAW_height.tif"
53176,45,0.781646184738956,152,158.833333333333,167.366666666667,"NBCD_MZ19_BAW_height.tif"
54027,47,0.667442735042735,0,0,0,"NBCD_MZ31_BAW_height.tif"
54028,53,0.685505833333333,0,0,0,"NBCD_MZ31_BAW_height.tif"
54031,48,0.651780263157895,0,0,0,"NBCD_MZ31_BAW_height.tif"
54033,32,0.43509649122807,117,59.8333333333333,4330.56666666667,"NBCD_MZ33_BAW_height.tif"
54037,55,0.608186075949367,0,0,0,"NBCD_MZ31_BAW_height.tif"
54040,48,0.495370886075949,0,0,0,"NBCD_MZ33_BAW_height.tif"
54042,35,0.597507017543859,0,0,0,"NBCD_MZ31_BAW_height.tif"
55007,30,0.250125944547287,0,0,0,"NBCD_MZ12_BAW_height.tif"
55009,41,0.274191111111111,0,0,0,"NBCD_MZ12_BAW_height.tif"
55011,31,0.385320888888889,0,16.6666666666667,667.066666666667,"NBCD_MZ12_BAW_height.tif"
55019,62,0.618308692711826,0,0,0,"NBCD_MZ06_BAW_height.tif"
55028,21,0.283421621621622,0,0,0,"NBCD_MZ12_BAW_height.tif"
55028,21,0.283421621621622,0,0,0,"NBCD_MZ17_BAW_height.tif"
55045,24,0.213287007290955,0,0,0,"NBCD_MZ12_BAW_height.tif"
55114,45,0.190248005089238,0,0,0,"NBCD_MZ12_BAW_height.tif"
58001,68,0.915612492986466,189,191.571428571429,42.6190476190476,"NBCD_MZ65_BAW_height.tif"
58003,73,0.921263903278156,178,152.285714285714,4528.90476190476,"NBCD_MZ65_BAW_height.tif"
58004,80,0.86626416815658,179,178.75,5.58333333333333,"NBCD_MZ66_BAW_height.tif"
58007,76,0.919870152946469,0,28.1666666666667,4760.16666666667,"NBCD_MZ65_BAW_height.tif"
58007,76,0.919870152946469,0,23.6666666666667,3360.66666666667,"NBCD_MZ66_BAW_height.tif"
58008,74,0.906845595515595,0,0,0,"NBCD_MZ66_BAW_height.tif"
58009,76,0.920445564597147,198,193.666666666667,26.6666666666667,"NBCD_MZ66_BAW_height.tif"
58010,72,0.910690748440748,0,0,0,"NBCD_MZ66_BAW_height.tif"
58012,76,0.918491405270186,175,173.857142857143,8.80952380952381,"NBCD_MZ66_BAW_height.tif"
58013,72,0.920716650843882,182,104,9054,"NBCD_MZ65_BAW_height.tif"
58014,80,0.919959370015949,182,183.5,7,"NBCD_MZ65_BAW_height.tif"
58017,86,0.912884036754735,0,45.7142857142857,6098.2380952381,"NBCD_MZ66_BAW_height.tif"
58018,81,0.914576338367453,0,0,0,"NBCD_MZ66_BAW_height.tif"
58019,88,0.905389052050194,0,0,0,"NBCD_MZ66_BAW_height.tif"
58020,70,0.908245921679495,0,0,0,"NBCD_MZ66_BAW_height.tif"
58021,78,0.899206326333303,174,173.25,16.9166666666667,"NBCD_MZ66_BAW_height.tif"
58102,72,0.857581337048656,178,180.5,32.3333333333333,"NBCD_MZ65_BAW_height.tif"
58116,67,0.91759017232181,0,0,0,"NBCD_MZ66_BAW_height.tif"
59003,61,0.761674624552782,0,22.3333333333333,2992.66666666667,"NBCD_MZ60_BAW_height.tif"
59010,69,0.822350011392116,145,75.25,7570.25,"NBCD_MZ60_BAW_height.tif"
59018,62,0.829134308802309,164,167.4,134.8,"NBCD_MZ64_BAW_height.tif"
59020,62,0.844592754613807,156,57,7887.6,"NBCD_MZ60_BAW_height.tif"
59020,62,0.844592754613807,169,58.8333333333333,8329.76666666667,"NBCD_MZ64_BAW_height.tif"
59021,85,0.915590409386,170,170.333333333333,36.6666666666667,"NBCD_MZ64_BAW_height.tif"
59022,70,0.826116932576412,141,151.166666666667,194.166666666667,"NBCD_MZ64_BAW_height.tif"
59025,67,0.651776939986492,143,96.8571428571429,4403.80952380952,"NBCD_MZ60_BAW_height.tif"
59029,55,0.750557065345266,155,111.714285714286,5826.90476190476,"NBCD_MZ60_BAW_height.tif"
59104,63,0.761548301844355,0,21.5,2773.5,"NBCD_MZ60_BAW_height.tif"
59107,69,0.810185621621622,185,180.5,119.5,"NBCD_MZ60_BAW_height.tif"
59132,51,0.737652049621395,174,89,9558.4,"NBCD_MZ60_BAW_height.tif"
60004,80,0.506396846846847,0,28.8333333333333,2012.16666666667,"NBCD_MZ28_BAW_height.tif"
60005,37,0.381494520547945,0,0,0,"NBCD_MZ27_BAW_height.tif"
60009,58,0.334414351851852,0,0,0,"NBCD_MZ25_BAW_height.tif"
60010,71,0.480386956521739,0,0,0,"NBCD_MZ27_BAW_height.tif"
60010,71,0.480386956521739,0,0,0,"NBCD_MZ28_BAW_height.tif"
60013,52,0.289467579908676,0,0,0,"NBCD_MZ15_BAW_height.tif"
60013,52,0.289467579908676,0,0,0,"NBCD_MZ24_BAW_height.tif"
60017,46,0.311220187793427,0,0,0,"NBCD_MZ27_BAW_height.tif"
60018,33,0.339853051643193,0,0,0,"NBCD_MZ27_BAW_height.tif"
60019,46,0.361329951690821,0,0,0,"NBCD_MZ15_BAW_height.tif"
60019,46,0.361329951690821,46,12.8571428571429,482.47619047619,"NBCD_MZ24_BAW_height.tif"
60020,50,0.313941176470588,0,0,0,"NBCD_MZ25_BAW_height.tif"
60022,64,0.372664788732394,0,0,0,"NBCD_MZ25_BAW_height.tif"
60023,38,0.294461764705882,0,0,0,"NBCD_MZ26_BAW_height.tif"
60024,28,0.332604761904762,0,0,0,"NBCD_MZ26_BAW_height.tif"
60025,47,0.208708823529412,0,0,0,"NBCD_MZ25_BAW_height.tif"
60027,43,0.264025714285714,0,0,0,"NBCD_MZ25_BAW_height.tif"
60028,62,0.452734246575342,0,0,0,"NBCD_MZ25_BAW_height.tif"
60029,25,0.301043137254902,0,0,0,"NBCD_MZ26_BAW_height.tif"
60031,42,0.298356862745098,0,0,0,"NBCD_MZ25_BAW_height.tif"
60051,25,0.302757127837231,0,0,0,"NBCD_MZ15_BAW_height.tif"
60051,25,0.302757127837231,0,0,0,"NBCD_MZ24_BAW_height.tif"
60056,29,0.358088888888889,0,0,0,"NBCD_MZ27_BAW_height.tif"
60057,62,0.306846396396396,0,0,0,"NBCD_MZ15_BAW_height.tif"
60057,62,0.306846396396396,0,0,0,"NBCD_MZ24_BAW_height.tif"
60059,59,0.410173059360731,75,67.1428571428571,952.142857142857,"NBCD_MZ28_BAW_height.tif"
60060,89,0.521529901960784,0,26.75,2862.25,"NBCD_MZ28_BAW_height.tif"
60065,50,0.3348,0,0,0,"NBCD_MZ27_BAW_height.tif"
60067,35,0.315199537037037,0,0,0,"NBCD_MZ27_BAW_height.tif"
