"statenum","route","latitude","longitude","stateroute"
25,135,25.1388716,-80.9335333,25135
25,137,30.2516797,-82.1626039,25137
25,138,30.0999167,-81.806917,25138
25,151,30.965694,-86.455486,25151
25,159,30.018918,-82.810872,25159
25,165,29.1871917,-82.2851269,25165
25,170,27.769929,-82.334936,25170
25,171,27.2920427,-82.0563269,25171
25,172,27.4972377,-81.6004029,25172
25,175,27.8610752,-80.4489977,25175
25,176,26.6850447,-80.3893099,25176
25,178,25.618989,-80.4147339,25178
25,180,25.3099469,-80.3928389,25180
25,183,24.6759747,-81.2399969,25183
25,207,30.8137132,-85.780054,25207
25,283,24.597703,-81.5829559,25283
25,901,30.2634445,-84.6552242,25901
25,902,30.3790152,-82.3594866,25902
25,903,29.3967527,-81.8082819,25903
25,904,30.9635097,-85.1179618,25904
25,905,28.5817572,-82.1873953,25905
25,906,28.3029119,-81.9184945,25906
25,907,25.4058076,-80.6136693,25907
25,908,28.7995277,-82.380934,25908
25,909,29.09706,-82.5826,25909
25,910,26.8177916,-81.9247336,25910
25,911,26.8544437,-80.2678139,25911
25,912,26.3353906,-80.5399018,25912
25,913,26.8333333,-81.6833333,25913
25,915,28.7856862,-80.8008275,25915
25,916,26.9950167,-81.9587398,25916
25,917,30.2200916,-82.4080153,25917
25,918,28.5692767,-80.9969329,25918
25,919,26.9941297,-80.5737674,25919
25,920,30.4264141,-86.7556245,25920
25,921,29.6796829,-85.215292,25921
25,922,28.6793707,-82.5663679,25922
25,923,30.330894,-87.295368,25923
25,925,28.7856862,-80.800827,25925
27,1,30.8733817,-81.5755079,27001
27,2,30.7054907,-82.0685039,27002
27,3,31.3641465,-81.4181496,27003
27,4,30.9276387,-83.0293039,27004
27,5,31.9696201,-82.3558447,27005
27,6,30.8199147,-84.5234609,27006
27,7,31.7059705,-83.2438622,27007
27,8,31.3917301,-81.643174,27008
27,9,31.8866376,-84.9734875,27009
27,10,31.7456477,-84.7198949,27010
27,11,32.3437127,-81.3595879,27011
27,12,32.1082297,-82.3706809,27012
27,13,32.7366314,-82.7652865,27013
27,14,32.3986852,-83.4524425,27014
27,15,33.0058447,-83.9907256,27015
27,16,32.9365857,-84.4948117,27016
27,17,31.1987087,-82.2305739,27017
27,18,31.212031,-83.2572724,27018
27,19,33.7890197,-82.4803579,27019
27,20,33.7540376,-83.1735057,27020
27,21,31.2906127,-84.4058069,27021
27,22,33.1819087,-84.4813689,27022
27,23,33.6355697,-84.8850949,27023
27,24,34.0324127,-83.3156813,27024
27,25,31.1234736,-84.0731922,27025
27,26,34.566415,-84.7282157,27026
27,27,34.0545254,-84.7868559,27027
27,28,32.3776397,-83.7887419,27028
27,29,31.6113295,-83.9135034,27029
27,30,34.4948364,-83.5415723,27030
27,31,33.5197045,-83.0957341,27031
27,32,33.4876538,-82.1997128,27032
27,33,32.1823297,-84.2682799,27033
27,34,32.8829954,-81.637766,27034
27,35,32.9464727,-83.6478349,27035
27,36,33.5381995,-85.2533567,27036
27,37,34.6689717,-85.3463759,27037
27,38,32.3152912,-84.5636584,27038
27,39,34.3863104,-85.0490155,27039
27,40,34.7642707,-84.0687099,27040
27,41,34.9172777,-83.4074789,27041
27,42,34.1391517,-84.4635319,27042
27,43,33.9086267,-84.7482209,27043
27,44,33.6307147,-84.2188269,27044
27,45,33.6101913,-83.6041811,27045
27,46,33.1053145,-83.8122125,27046
27,47,33.6477247,-82.6759719,27047
27,48,33.0291229,-82.8309704,27048
27,49,32.1468537,-83.5781559,27049
27,50,32.1747043,-82.9529801,27050
27,51,32.88997,-82.3672037,27051
27,52,31.9142657,-83.5531469,27052
27,53,31.9354092,-82.9391858,27053
27,54,32.6493901,-81.6930981,27054
27,55,31.4573017,-82.8019089,27055
27,56,31.7655427,-81.2461699,27056
27,57,30.6653217,-83.80112,27057
27,58,30.6013017,-82.7066959,27058
27,102,30.741228,-82.071315,27102
27,111,32.3293007,-81.4255139,27111
27,112,32.1084995,-82.3713072,27112
27,117,31.1988887,-82.2302919,27117
27,119,33.7283627,-82.5666869,27119
27,122,33.1817632,-84.4810583,27122
27,123,33.6361338,-84.8855164,27123
27,142,34.2229334,-84.6178662,27142
27,155,31.4577244,-82.8023609,27155
27,156,31.6168883,-81.6271416,27156
27,158,30.6012759,-82.706828,27158
27,301,30.928942,-81.671898,27301
27,302,30.58495,-82.469419,27302
27,303,30.8156483,-82.7110995,27303
27,304,31.060394,-81.9385286,27304
27,305,31.7275586,-81.2589304,27305
27,306,31.1219928,-82.8050351,27306
27,307,31.6994191,-82.4003766,27307
27,308,32.4826257,-82.0547405,27308
27,309,32.6387756,-81.8440915,27309
27,310,32.6981698,-81.4772544,27310
27,311,30.7949952,-83.4309121,27311
27,312,30.9398503,-83.40811,27312
27,313,31.2372355,-83.1398269,27313
27,314,31.911593,-83.3946338,27314
27,315,32.4529818,-82.7571502,27315
27,316,30.8576446,-84.7241329,27316
27,317,31.7538576,-84.0168649,27317
27,318,31.5573574,-84.6581734,27318
27,319,31.9559887,-84.6928996,27319
27,320,32.801282,-83.029301,27320
27,321,32.5465719,-83.7460488,27321
27,322,32.8593849,-84.4158115,27322
27,323,33.1701743,-83.119901,27323
27,324,33.4815769,-82.7634571,27324
27,325,33.8799945,-82.553544,27325
27,326,33.6804525,-83.7041676,27326
27,327,33.382002,-84.2837106,27327
27,328,33.5364364,-84.4592036,27328
27,329,33.4037868,-85.253731,27329
27,330,33.6511789,-85.2195466,27330
27,331,34.1726911,-83.8381378,27331
27,332,34.1982791,-82.7559864,27332
27,333,34.3932407,-83.1032176,27333
27,334,34.0921282,-84.6150591,27334
27,335,34.906261,-84.5124264,27335
27,336,34.6117851,-85.497565,27336
27,337,34.7223756,-85.424102,27337
27,430,33.6511789,-85.2195466,27430
27,900,33.0951823,-83.7086974,27900
33,1,48.5817917,-116.3974909,33001
33,2,47.7825805,-116.6672685,33002
33,3,47.2505272,-115.8109268,33003
33,4,46.4532553,-116.5560346,33004
33,5,46.0761181,-115.4122168,33005
33,6,46.639823,-114.5424783,33006
33,7,45.8813157,-116.1124649,33007
33,8,45.8118141,-115.681061,33008
33,9,45.7,-114.6333333,33009
33,10,45.0341095,-113.5624829,33010
33,11,44.5814347,-116.0405729,33011
33,12,44.4572034,-115.0979702,33012
33,13,44.6127281,-114.1743245,33013
33,14,44.722359,-113.5203605,33014
33,15,44.2384571,-112.2561867,33015
33,16,44.0271337,-111.2586979,33016
33,17,43.455341,-116.0962005,33017
33,18,43.7258179,-115.951094,33018
33,19,43.8977317,-114.9073789,33019
33,20,43.4619319,-113.5630006,33020
33,21,43.1104288,-112.7317982,33021
33,22,43.5343116,-111.7010272,33022
33,23,42.8131415,-116.6394012,33023
33,24,42.9094597,-115.1851959,33024
33,25,42.3311564,-114.2794532,33025
33,26,42.6770234,-113.5890998,33026
33,27,42.8548166,-112.519388,33027
33,28,42.9309637,-111.5524589,33028
33,29,48.4797897,-116.8492509,33029
33,30,45.816285,-115.472606,33030
33,109,45.825742,-115.4359342,33109
33,111,44.4138961,-116.0315611,33111
33,119,43.9110934,-114.8761118,33119
33,124,42.953922,-115.2124573,33124
33,128,42.9613154,-111.7185508,33128
33,202,47.250284,-116.0228279,33202
33,204,46.4470219,-116.8391482,33204
33,205,46.4724742,-115.7969686,33205
33,207,45.3898886,-116.034299,33207
33,208,45.3420792,-115.9475939,33208
33,209,45.0778394,-114.0119991,33209
33,211,44.1957002,-116.5087254,33211
33,212,44.9600847,-115.4933479,33212
33,213,44.2711977,-114.7338639,33213
33,214,44.2330004,-113.3704824,33214
33,217,43.1584349,-116.5088281,33217
33,218,43.4135132,-115.3610245,33218
33,219,43.4007821,-114.252264,33219
33,220,43.3387265,-113.8743621,33220
33,221,43.8124267,-112.3960119,33221
33,222,43.8248162,-111.2006106,33222
33,223,42.6439302,-116.9936762,33223
33,224,42.7918728,-115.7179519,33224
33,225,42.431685,-114.0888322,33225
33,226,42.2100017,-113.8402099,33226
33,227,42.4988307,-112.3918149,33227
33,228,42.0021387,-111.9538098,33228
33,319,43.9110934,-114.876111,33319
33,901,43.521597,-112.65036,33901
33,902,43.5493493,-113.0094549,33902
33,903,43.743192,-112.8423869,33903
33,904,43.5602019,-112.8721588,33904
33,905,43.5492585,-112.63692,33905
33,906,47.8844941,-116.1318742,33906
33,907,47.5466971,-116.3312759,33907
34,1,42.2101956,-90.0603721,34001
34,2,42.1593177,-89.3321502,34002
34,3,42.0711057,-89.0756312,34003
34,4,42.1810097,-88.9789839,34004
34,5,42.1542181,-88.175335,34005
34,6,42.0160676,-87.908702,34006
34,7,41.3974197,-90.0300702,34007
34,8,41.4846401,-90.217325,34008
34,9,41.1849333,-89.4568609,34009
34,10,41.3504896,-89.7704347,34010
34,11,41.3356226,-89.7085965,34011
34,12,41.6502254,-89.0175725,34012
34,13,41.0834818,-88.8325718,34013
34,14,41.9335847,-88.1879809,34014
34,15,41.1663407,-88.1852819,34015
34,16,41.530722,-88.5743214,34016
34,17,41.2187664,-87.5816027,34017
34,18,41.4686591,-87.964599,34018
34,19,40.8036571,-91.0568488,34019
34,20,40.2137205,-91.1829978,34020
34,21,40.0810774,-90.0013197,34021
34,22,40.6514497,-90.9814019,34022
34,23,40.9170762,-90.0331516,34023
34,24,40.8602881,-90.5087794,34024
34,25,40.6004653,-89.6657014,34025
34,26,40.9305488,-89.7938841,34026
34,27,40.6045464,-89.3175167,34027
34,28,40.4972564,-89.4243639,34028
34,29,40.9275498,-88.95069,34029
34,30,40.0787817,-88.5584799,34030
34,31,40.7143846,-88.5637682,34031
34,32,40.8985328,-88.6754284,34032
34,33,40.2509834,-87.9675978,34033
34,34,40.6463646,-87.724604,34034
34,35,39.9203767,-91.2963699,34035
34,36,39.9897988,-90.3451209,34036
34,37,39.4187241,-90.1660041,34037
34,38,39.799577,-90.4109104,34038
34,39,39.3609974,-90.8395322,34039
34,40,39.5753678,-89.5158088,34040
34,41,39.4800841,-89.2690071,34041
34,42,39.3998674,-89.2049844,34042
34,43,39.5535471,-89.4517437,34043
34,44,39.8947071,-88.103613,34044
34,45,39.3671938,-88.2670255,34045
34,46,39.3149204,-88.195176,34046
34,47,39.6153298,-88.3865649,34047
34,48,39.318607,-87.7777573,34048
34,49,38.3851828,-90.2587326,34049
34,50,38.5256201,-89.8193422,34050
34,51,38.6981367,-89.5364836,34051
34,52,38.6699717,-89.6602444,34052
34,53,38.3511978,-89.2943026,34053
34,54,38.248185,-88.233672,34054
34,55,38.4401577,-88.9703208,34055
34,56,38.70688,-88.1676148,34056
34,57,38.6772904,-88.4287356,34057
34,58,38.8352107,-87.7451035,34058
34,59,37.2325914,-89.2352685,34059
34,60,37.9708433,-89.7475091,34060
34,61,37.3198861,-88.9437782,34061
34,62,37.5997248,-88.5063589,34062
34,63,37.0730417,-88.5193033,34063
34,64,39.0052343,-87.7771751,34064
34,65,42.1401616,-89.7648861,34065
34,66,42.3994754,-88.9154674,34066
34,67,41.3410603,-90.5307719,34067
34,68,41.4844552,-89.0833869,34068
34,69,41.311436,-88.5903464,34069
34,70,40.0572405,-91.1273048,34070
34,71,40.3045239,-90.1357207,34071
34,72,40.0839936,-89.8249757,34072
34,73,40.2822428,-88.7460735,34073
34,74,39.2888385,-90.550608,34074
34,75,39.3988002,-89.8313118,34075
34,76,39.1055838,-88.0246848,34076
34,77,39.1467916,-87.6692368,34077
34,78,38.320123,-89.7037028,34078
34,79,38.0393916,-88.2081104,34079
34,80,37.2026548,-89.274296,34080
34,81,37.4674888,-88.1644941,34081
34,82,42.221331,-88.399331,34082
34,104,42.1740585,-88.9445833,34104
34,135,39.9258337,-91.3130559,34135
34,301,42.3972257,-90.2808839,34301
34,302,42.4617907,-89.3817229,34302
34,303,42.2186307,-88.5617669,34303
34,304,41.0847167,-90.9006359,34304
34,305,41.8306867,-89.6694319,34305
34,306,41.5971421,-88.4356718,34306
34,307,40.0179525,-90.9316336,34307
34,308,40.2639127,-89.1297627,34308
34,309,40.7542777,-88.8718234,34309
34,310,40.0813067,-87.5396719,34310
34,311,39.9614287,-91.3007819,34311
34,312,39.8173797,-90.4058819,34312
34,313,39.8529571,-89.0850451,34313
34,314,39.9526337,-88.6689458,34314
34,315,39.4014967,-87.706176,34315
34,316,38.8433817,-89.3901378,34316
34,317,38.4982149,-88.8800235,34317
34,318,37.8620527,-89.0775209,34318
34,319,37.2950124,-88.9472487,34319
34,900,39.9548261,-89.7510457,34900
35,1,41.6518167,-87.4486549,35001
35,2,41.3297597,-87.2001879,35002
35,3,41.7272707,-86.2170269,35003
35,4,41.2735266,-86.6205339,35004
35,5,41.0254887,-86.2808379,35005
35,6,41.7259077,-85.6760109,35006
35,7,41.0188097,-85.4900279,35007
35,8,41.1015477,-85.8354799,35008
35,9,41.6024567,-84.9394079,35009
35,10,40.6790779,-87.3633993,35010
35,11,40.4076491,-87.0361216,35011
35,12,40.7078507,-86.8139639,35012
35,13,40.5842651,-86.1842198,35013
35,14,40.1495187,-86.6959256,35014
35,15,40.2183267,-86.0561139,35015
35,16,40.0330447,-85.5449749,35016
35,17,40.1346197,-85.3574209,35017
35,18,40.5079491,-85.84451,35018
35,19,40.8532797,-85.9044039,35019
35,20,40.7030618,-84.8534885,35020
35,21,39.3319867,-87.3743359,35021
35,22,39.5330205,-87.1438756,35022
35,23,39.0791429,-86.3429849,35023
35,24,39.6400767,-86.2882699,35024
35,25,39.9080857,-86.5765829,35025
35,26,39.2638847,-86.7031329,35026
35,27,39.0836543,-85.9287299,35027
35,28,39.6847217,-85.4688349,35028
35,29,39.4677041,-85.4421615,35029
35,30,39.5621707,-85.7760939,35030
35,31,39.493804,-84.9764184,35031
35,32,38.6841567,-87.1287007,35032
35,33,38.5758877,-87.1850279,35033
35,34,38.0976637,-87.3919892,35034
35,35,38.7744667,-86.7647789,35035
35,36,38.4150437,-86.8202889,35036
35,37,38.9190517,-86.1929939,35037
35,38,38.6631267,-85.9410399,35038
35,39,38.2672943,-86.1463592,35039
35,40,38.7795826,-85.0940693,35040
35,41,38.6347156,-85.7471699,35041
35,42,37.9911389,-87.4410458,35042
35,101,41.5363017,-87.1973579,35101
35,103,41.6368887,-86.3655159,35103
35,108,41.1013504,-85.8354611,35108
35,115,40.2178547,-86.0560979,35115
35,117,40.1346467,-85.3574289,35117
35,201,41.5361624,-87.1967394,35201
35,301,41.3911052,-87.3693435,35301
35,302,41.6367797,-86.8508149,35302
35,303,41.750602,-85.4765733,35303
35,304,41.0798684,-84.9237731,35304
35,305,40.9699502,-87.0748779,35305
35,306,40.1985767,-86.4502189,35306
35,307,40.4066967,-85.2388079,35307
35,308,40.8100197,-84.9562309,35308
35,309,39.9820787,-87.3561447,35309
35,310,39.9455667,-86.3794639,35310
35,311,39.9464269,-85.0906911,35311
35,312,39.6830387,-84.8521349,35312
35,313,39.125475,-87.0543672,35313
35,314,38.7671667,-86.5484989,35314
35,315,38.9509067,-85.1623379,35315
35,316,37.9142237,-87.6297459,35316
35,410,39.9443431,-86.4873841,35410
35,900,39.0147985,-86.4011865,35900
35,901,41.70464,-86.9325362,35901
35,903,41.0474227,-87.4511851,35903
36,1,40.7698922,-91.6797963,36001
36,2,40.6527332,-92.8864804,36002
36,3,40.8887105,-93.1717427,36003
36,4,40.5712567,-94.6426839,36004
36,5,40.6203037,-95.1210189,36005
36,6,41.9751747,-90.2964159,36006
36,7,41.5687389,-91.2703838,36007
36,8,41.7290747,-91.2514429,36008
36,9,41.8190707,-92.3572989,36009
36,10,41.6735997,-92.2602299,36010
36,11,41.4022592,-93.103781,36011
36,12,41.6803757,-93.6007149,36012
36,13,41.6586017,-94.1444549,36013
36,14,41.7176327,-94.0861889,36014
36,15,41.4483667,-95.7265309,36015
36,16,41.1311292,-95.3466186,36016
36,17,42.0435847,-90.6070319,36017
36,18,42.2103447,-91.6954359,36018
36,19,42.1986127,-91.4172439,36019
36,20,42.4283168,-92.4757027,36020
36,21,42.2393377,-92.5335079,36021
36,22,42.9663334,-93.8524963,36022
36,23,42.1521897,-93.3290179,36023
36,24,42.0345317,-94.5711599,36024
36,25,42.6019638,-94.295246,36025
36,26,42.5326167,-95.8791569,36026
36,27,42.6484757,-95.7210459,36027
36,28,42.4902437,-96.3743819,36028
36,29,43.0864727,-91.8768028,36029
36,30,43.3492727,-92.2585749,36030
36,31,43.0675927,-93.5770949,36031
36,32,43.2388517,-94.0095139,36032
36,33,43.0405217,-95.5844739,36033
36,34,43.2574697,-96.2756889,36034
36,105,40.6242636,-95.1259581,36105
36,108,41.7287592,-91.251362,36108
36,118,42.2119974,-91.6956394,36118
36,123,42.1663807,-93.3469609,36123
36,131,43.0675537,-93.5769729,36131
38,1,37.0321381,-94.9950424,38001
38,2,37.5148587,-95.3249979,38002
38,3,37.8493327,-95.5008159,38003
38,4,37.9847547,-96.3936159,38004
38,5,38.0573017,-96.2857509,38005
38,6,37.3190352,-97.349158,38006
38,7,37.2322087,-97.2582029,38007
38,8,37.9271847,-98.8303289,38008
38,9,37.5142707,-98.8298029,38009
38,10,37.1645227,-99.2722929,38010
38,11,37.1334087,-99.7413179,38011
38,12,37.9589257,-101.4316489,38012
38,13,38.8545319,-94.8714265,38013
38,14,38.9715017,-95.9097289,38014
38,15,38.5354618,-95.8576087,38015
38,16,38.9939527,-96.9002609,38016
38,17,38.3623234,-96.5605733,38017
38,18,38.9447217,-97.2984479,38018
38,19,39.0607981,-97.1112208,38019
38,20,38.4636553,-98.9776363,38020
38,21,38.5515107,-98.0351929,38021
38,22,38.2040337,-99.6617889,38022
38,23,38.8417547,-99.4663929,38023
38,24,38.7278307,-101.6508259,38024
38,25,39.5831024,-100.3295925,38025
38,26,39.0805438,-95.5671042,38026
38,27,39.251508,-95.5347369,38027
38,28,39.9000807,-96.8711409,38028
38,29,39.7690906,-96.0269519,38029
38,30,39.9367553,-97.0124144,38030
38,31,39.1902871,-97.6123773,38031
38,32,39.3447742,-98.7508415,38032
38,33,39.7262207,-98.1009369,38033
38,34,39.7702227,-99.2540059,38034
38,35,39.7266067,-99.6464549,38035
38,36,38.9009177,-100.2439639,38036
38,37,37.3143937,-100.4350879,38037
38,38,39.1767667,-101.9689869,38038
38,105,37.3003447,-96.1012279,38105
38,118,38.9147327,-97.3687519,38118
38,133,39.7262207,-98.100936,38133
38,301,37.3099157,-94.7416989,38301
38,302,37.3690207,-95.4488589,38302
38,303,37.7958024,-96.4347911,38303
38,304,37.7959759,-97.4634159,38304
38,305,37.8545464,-98.8762205,38305
38,306,37.8256648,-99.3855484,38306
38,307,37.8296057,-100.8706786,38307
38,308,37.3880114,-101.2492122,38308
38,309,38.215197,-94.6125164,38309
38,310,38.680958,-95.1212223,38310
38,311,38.5224225,-96.9117521,38311
38,312,38.2039494,-97.2078887,38312
38,313,38.6813229,-98.7751403,38313
38,314,38.3193226,-99.2348417,38314
38,315,38.4682058,-100.7232236,38315
38,316,38.1914654,-101.3590971,38316
38,317,39.7839097,-95.2272709,38317
38,318,39.6529209,-96.5297375,38318
38,319,39.5668011,-97.8192021,38319
38,320,39.5666667,-98.169444,38320
38,321,39.3355726,-99.269502,38321
38,322,39.4951963,-100.6458939,38322
38,323,39.1195241,-101.727883,38323
38,420,39.5671077,-98.1535799,38420
39,1,36.6082857,-83.7017979,39001
39,2,36.9068375,-88.8622638,39002
39,3,36.6896267,-88.1808759,39003
39,4,36.792622,-87.9605863,39004
39,5,36.664255,-87.0088713,39005
39,6,36.9907469,-86.6314152,39006
39,7,36.9336087,-86.2041469,39007
39,8,36.8194377,-85.7169959,39008
39,9,36.7007807,-85.2699359,39009
39,10,36.6171577,-84.9933879,39010
39,11,36.8211687,-84.8339909,39011
39,12,36.8458967,-89.0589229,39012
39,13,37.4455887,-82.2017749,39013
39,14,37.8092597,-82.7330699,39014
39,15,37.3539197,-82.8572619,39015
39,16,37.4310467,-83.9929579,39016
39,17,37.7613187,-83.6101219,39017
39,18,37.5931367,-83.7306599,39018
39,19,37.9925897,-83.9410399,39019
39,20,37.8823347,-84.5585649,39020
39,21,37.390468,-84.6612332,39021
39,22,37.470864,-84.8112865,39022
39,23,37.9849668,-84.8137054,39023
39,24,37.5833107,-85.7375639,39024
39,25,37.4126457,-85.1284099,39025
39,26,37.9353872,-85.0956126,39026
39,27,37.7896507,-85.9128109,39027
39,28,37.2573275,-86.1387677,39028
39,29,37.8199855,-86.8961593,39029
39,30,37.5961302,-86.2962376,39030
39,31,37.6179677,-86.0179129,39031
39,32,37.2448427,-87.0823369,39032
39,33,37.5933277,-87.6776119,39033
39,34,37.1865197,-87.5068449,39034
39,35,37.7163597,-87.6947489,39035
39,36,37.3299427,-88.3261579,39036
39,37,38.2768507,-85.2054969,39037
39,38,38.4108577,-85.5587469,39038
39,39,38.7213307,-84.8237459,39039
39,40,38.4344957,-84.1633637,39040
39,41,38.3791569,-84.5727271,39041
39,42,38.0304392,-84.027055,39042
39,43,38.1661827,-84.0681929,39043
39,44,38.2051493,-83.9295763,39044
39,45,38.4189637,-83.0920869,39045
39,46,38.4666117,-83.0511849,39046
39,107,36.9261037,-86.3369279,39107
39,112,36.8621049,-89.0413978,39112
39,113,37.4455887,-82.201774,39113
39,114,37.731563,-82.8436466,39114
39,117,37.7389457,-83.5630719,39117
39,118,37.6333333,-83.8,39118
39,119,37.9925553,-83.9410257,39119
39,120,37.2448,-87.3322,39120
39,124,37.5839876,-85.7373309,39124
39,127,37.8249387,-85.7117159,39127
39,132,37.2446037,-87.331989,39132
39,133,37.592793,-87.6771392,39133
39,134,37.1070839,-87.3525878,39134
39,137,38.2698117,-85.2042619,39137
39,145,38.4235754,-83.0919895,39145
39,146,38.4390546,-82.9964384,39146
39,214,37.8092597,-82.733069,39214
39,900,37.2174545,-86.0487853,39900
39,901,37.25567,-86.06173,39901
42,1,29.6873267,-89.9627919,42001
42,2,29.3825447,-89.6019899,42002
42,3,29.9029097,-90.9214239,42003
42,4,29.6921337,-90.0971379,42004
42,5,29.9075617,-91.2167209,42005
42,6,29.7375687,-92.8109049,42006
42,7,29.8271777,-93.1346739,42007
42,8,30.2797337,-89.8977049,42008
42,9,30.7018587,-90.5110779,42009
42,10,30.8801251,-90.2491541,42010
42,11,30.0641124,-91.8208203,42011
42,12,30.8692521,-91.5109166,42012
42,13,30.6522117,-92.4323199,42013
42,14,30.7607257,-92.4607919,42014
42,15,30.0082047,-93.3426979,42015
42,16,30.8315727,-93.3184289,42016
42,17,31.1887275,-91.6715765,42017
42,18,31.9792958,-91.4440435,42018
42,19,31.5639297,-92.963258,42019
42,20,31.46457,-92.29532,42020
42,21,31.5890857,-93.0409919,42021
42,22,31.0143597,-93.1721339,42022
42,23,32.7618191,-91.7299813,42023
42,24,32.3944346,-91.6538661,42024
42,25,32.2555287,-92.3123249,42025
42,26,32.4602687,-92.6215889,42026
42,27,32.0735964,-93.9744951,42027
42,28,32.5629047,-93.5151899,42028
42,29,29.5476317,-90.5866389,42029
42,30,29.7156229,-91.8769586,42030
42,31,29.8458497,-92.2329247,42031
42,32,30.8571966,-90.7326251,42032
42,33,30.3986037,-91.5101169,42033
42,34,30.0808747,-92.4508969,42034
42,36,31.8183596,-92.0510279,42036
42,37,31.6692857,-93.5736839,42037
42,38,32.4856776,-91.4269719,42038
42,39,32.9513707,-92.2805719,42039
42,40,32.7507567,-93.5492639,42040
42,50,29.6872546,-90.99072,42050
42,51,29.9842321,-91.9569658,42051
42,52,29.9956057,-92.5966809,42052
42,53,30.2694157,-90.9416869,42053
42,54,30.9782167,-91.1039109,42054
42,55,30.4219427,-92.2865819,42055
42,56,30.4099932,-93.1678412,42056
42,57,31.7369095,-91.5965299,42057
42,58,32.0001519,-92.3835537,42058
42,59,31.4575093,-93.6603126,42059
42,60,32.8550727,-91.2622069,42060
42,61,32.9745407,-92.5649569,42061
42,62,32.1111307,-93.2537839,42062
42,101,29.6924898,-89.9669461,42101
42,102,29.2604957,-89.9634259,42102
42,104,29.7559597,-90.5588309,42104
42,105,29.6995057,-91.2072539,42105
42,106,29.7706489,-93.0158239,42106
42,107,29.8912193,-93.4015838,42107
42,108,30.2696907,-89.8451159,42108
42,113,30.6521557,-92.4323269,42113
42,114,30.7653597,-92.4280699,42114
42,119,31.5639297,-92.963258,42119
42,121,31.5880367,-93.0419379,42121
42,122,31.0660928,-93.4958419,42122
42,123,32.551556,-91.627441,42123
42,124,32.385442,-91.65069,42124
42,125,32.3059287,-92.3460469,42125
42,128,32.5540378,-93.482775,42128
42,137,31.6696396,-93.5734938,42137
42,139,32.9487841,-92.2696438,42139
42,140,32.7507357,-93.5489809,42140
42,206,29.7708689,-93.015843,42206
42,207,29.8912193,-93.401584,42207
42,208,30.2700817,-89.8453979,42208
42,214,30.7662977,-92.4277339,42214
42,221,31.4823534,-93.1474655,42221
42,240,32.7507357,-93.5489809,42240
42,301,32.5862893,-93.4321508,42301
42,302,32.0511467,-92.1260979,42302
42,303,32.9737057,-91.5183169,42303
42,304,31.9877557,-93.4428329,42304
42,305,31.9552681,-92.8142323,42305
42,306,31.9003707,-91.9109869,42306
42,307,30.161849,-93.5869866,42307
42,308,30.2754072,-92.962092,42308
42,309,30.4743657,-91.2112109,42309
42,310,30.576773,-90.0539617,42310
42,311,29.5532551,-92.3067829,42311
42,312,29.7220402,-91.2220645,42312
42,313,29.8179575,-90.8848668,42313
42,314,30.7543807,-92.4290319,42314
42,405,31.9552681,-92.814232,42405
42,407,30.161849,-93.586986,42407
42,410,30.832203,-90.146244,42410
42,411,29.55323,-92.30674,42411
42,414,30.7662177,-92.4277429,42414
42,901,30.8788377,-92.4192879,42901
42,902,30.8024577,-92.3128589,42902
42,903,30.4128796,-91.1957095,42903
42,904,32.3123624,-91.366531,42904
42,905,30.3686157,-91.6352162,42905
42,906,30.4157544,-91.1801812,42906
43,1,67.18229,-135.80258,43001
43,2,67.34099,-134.87009,43002
43,3,67.4588,-133.7623,43003
43,4,68.08846,-133.49286,43004
43,5,62.26959,-114.43797,43005
43,6,62.56088,-115.08778,43006
43,7,62.52539,-114.18089,43007
43,8,61.39831,-117.44669,43008
43,9,60.04818,-112.77347,43009
43,10,61.44489,-121.23765,43010
43,11,60.30449,-123.3158,43011
43,12,65.29336,-126.83483,43012
43,13,61.0963506,-93.9836699,43013
43,14,64.90354,-125.6581,43014
43,15,64.54431,-110.20606,43015
43,16,61.83258,-121.32462,43016
43,17,62.15234,-122.52741,43017
43,18,61.091205,-118.719338,43018
43,19,63.37122,-123.56614,43019
43,20,61.144834,-119.846225,43020
43,21,60.558,-116.140967,43021
43,22,61.931814,-116.496382,43022
43,23,62.483805,-116.485071,43023
43,24,60.752607,-115.821063,43024
43,106,62.53776,-114.97411,43106
43,108,61.218189,-117.504651,43108
44,1,43.2540347,-70.6441649,44001
44,2,43.6886091,-70.3607588,44002
44,3,43.4994247,-70.5150099,44003
44,4,43.0811777,-70.7139509,44004
44,5,43.9954934,-69.5672329,44005
44,6,44.9258167,-70.9579919,44006
44,7,44.6261727,-70.9614079,44007
44,8,44.2435971,-70.2385185,44008
44,9,44.3180457,-70.6509909,44009
44,10,44.8937287,-70.4462749,44010
44,11,44.7523767,-70.8427189,44011
44,12,44.1485557,-70.5624489,44012
44,13,44.3340297,-70.2908259,44013
44,14,44.0133537,-69.9697909,44014
44,15,44.3246967,-69.8599649,44015
44,16,44.6821857,-69.2114429,44016
44,17,44.1600057,-69.2435129,44017
44,18,44.4996857,-69.2750259,44018
44,19,44.9876199,-69.4360208,44019
44,20,44.5994187,-69.5427879,44020
44,21,44.5892047,-69.1551509,44021
44,22,44.8325017,-68.9653549,44022
44,23,44.6528838,-68.2155718,44023
44,24,44.5388577,-68.3278119,44024
44,25,44.4079994,-68.7864764,44025
44,26,44.8325837,-68.2555749,44026
44,27,44.9940547,-67.4026869,44027
