"aou","stateroute","n","occ","trans"
2881,4003,13,0.866666666666667,"core"
2881,4020,1,0.0666666666666667,"trans"
2881,4055,1,0.0666666666666667,"trans"
2881,4214,12,0.8,"core"
2881,33015,2,0.133333333333333,"trans"
2881,33204,3,0.2,"trans"
2881,33221,2,0.133333333333333,"trans"
2881,36014,2,0.133333333333333,"trans"
2881,36032,8,0.533333333333333,"core"
2881,36033,13,0.866666666666667,"core"
2881,45003,1,0.0666666666666667,"trans"
2881,45105,2,0.133333333333333,"trans"
2881,45218,3,0.2,"trans"
2881,50012,5,0.333333333333333,"trans"
2881,50013,3,0.2,"trans"
2881,50064,2,0.133333333333333,"trans"
2881,53007,4,0.266666666666667,"trans"
2881,53008,5,0.333333333333333,"trans"
2881,53019,1,0.0666666666666667,"trans"
2881,53041,2,0.133333333333333,"trans"
2881,53074,4,0.266666666666667,"trans"
2881,54017,1,0.0666666666666667,"trans"
2881,64005,3,0.2,"trans"
2881,64007,3,0.2,"trans"
2881,64011,3,0.2,"trans"
2881,64012,1,0.0666666666666667,"trans"
2881,64028,1,0.0666666666666667,"trans"
2881,64034,3,0.2,"trans"
2881,64043,4,0.266666666666667,"trans"
2881,68023,1,0.0666666666666667,"trans"
2881,75009,2,0.133333333333333,"trans"
2881,79112,1,0.0666666666666667,"trans"
2881,79123,9,0.6,"core"
2881,81001,5,0.333333333333333,"trans"
2881,92082,1,0.0666666666666667,"trans"
2882,17008,7,0.466666666666667,"core"
2882,17015,2,0.133333333333333,"trans"
2882,17903,1,0.0666666666666667,"trans"
2882,33204,4,0.266666666666667,"trans"
2882,33209,2,0.133333333333333,"trans"
2882,33214,3,0.2,"trans"
2882,33219,3,0.2,"trans"
2882,69008,15,1,"core"
2882,69230,15,1,"core"
2882,85104,6,0.4,"core"
2882,85112,3,0.2,"trans"
2882,85155,1,0.0666666666666667,"trans"
2882,85171,1,0.0666666666666667,"trans"
2882,89030,3,0.2,"trans"
2890,2001,15,1,"core"
2890,2007,15,1,"core"
2890,2020,15,1,"core"
2890,2025,15,1,"core"
2890,2028,15,1,"core"
2890,2033,15,1,"core"
2890,2035,15,1,"core"
2890,2036,13,0.866666666666667,"core"
2890,2038,15,1,"core"
2890,2039,15,1,"core"
2890,2048,12,0.8,"core"
2890,2051,15,1,"core"
2890,2052,15,1,"core"
2890,2053,14,0.933333333333333,"core"
2890,2054,15,1,"core"
2890,2063,14,0.933333333333333,"core"
2890,2066,15,1,"core"
2890,2068,15,1,"core"
2890,2072,14,0.933333333333333,"core"
2890,2111,15,1,"core"
2890,2142,15,1,"core"
2890,2205,14,0.933333333333333,"core"
2890,2207,15,1,"core"
2890,2211,14,0.933333333333333,"core"
2890,2212,14,0.933333333333333,"core"
2890,2218,15,1,"core"
2890,7001,15,1,"core"
2890,7002,13,0.866666666666667,"core"
2890,7007,13,0.866666666666667,"core"
2890,7016,13,0.866666666666667,"core"
2890,7022,14,0.933333333333333,"core"
2890,7026,15,1,"core"
2890,25015,14,0.933333333333333,"core"
2890,25017,15,1,"core"
2890,25018,15,1,"core"
2890,25021,15,1,"core"
2890,25024,13,0.866666666666667,"core"
2890,25053,15,1,"core"
2890,25132,14,0.933333333333333,"core"
2890,25901,13,0.866666666666667,"core"
2890,25905,13,0.866666666666667,"core"
2890,25911,15,1,"core"
2890,25912,7,0.466666666666667,"core"
2890,25916,15,1,"core"
2890,25920,15,1,"core"
2890,25922,13,0.866666666666667,"core"
2890,27004,15,1,"core"
2890,27007,15,1,"core"
2890,27041,1,0.0666666666666667,"trans"
2890,27044,10,0.666666666666667,"core"
2890,27045,15,1,"core"
2890,27048,15,1,"core"
2890,27051,15,1,"core"
2890,27117,15,1,"core"
2890,34001,11,0.733333333333333,"core"
2890,34023,15,1,"core"
2890,34036,15,1,"core"
2890,34050,15,1,"core"
2890,34057,15,1,"core"
2890,34077,15,1,"core"
2890,35021,15,1,"core"
2890,35022,15,1,"core"
2890,35028,15,1,"core"
2890,35037,15,1,"core"
2890,35041,15,1,"core"
2890,35115,6,0.4,"core"
2890,36014,4,0.266666666666667,"trans"
2890,36017,14,0.933333333333333,"core"
2890,38003,15,1,"core"
2890,38004,15,1,"core"
2890,38006,15,1,"core"
2890,38007,15,1,"core"
2890,38011,15,1,"core"
2890,38013,15,1,"core"
2890,38024,2,0.133333333333333,"trans"
2890,38025,12,0.8,"core"
2890,38027,15,1,"core"
2890,38031,15,1,"core"
2890,38032,15,1,"core"
2890,38035,15,1,"core"
2890,38118,15,1,"core"
2890,39021,15,1,"core"
2890,39025,15,1,"core"
2890,39026,15,1,"core"
2890,39036,15,1,"core"
2890,39041,15,1,"core"
2890,42122,8,0.533333333333333,"core"
2890,46004,1,0.0666666666666667,"trans"
2890,46008,1,0.0666666666666667,"trans"
2890,46027,11,0.733333333333333,"core"
2890,46028,11,0.733333333333333,"core"
2890,46035,15,1,"core"
2890,46041,15,1,"core"
2890,46112,3,0.2,"trans"
2890,46126,11,0.733333333333333,"core"
2890,46150,14,0.933333333333333,"core"
2890,47001,13,0.866666666666667,"core"
2890,49022,4,0.266666666666667,"trans"
2890,49039,1,0.0666666666666667,"trans"
2890,49041,1,0.0666666666666667,"trans"
2890,49070,10,0.666666666666667,"core"
2890,51028,15,1,"core"
2890,51902,12,0.8,"core"
2890,52007,15,1,"core"
2890,52008,14,0.933333333333333,"core"
2890,52019,15,1,"core"
2890,52056,15,1,"core"
2890,52057,15,1,"core"
2890,52061,15,1,"core"
2890,52067,15,1,"core"
2890,52070,15,1,"core"
2890,52109,14,0.933333333333333,"core"
2890,52126,15,1,"core"
2890,54001,13,0.866666666666667,"core"
2890,54004,14,0.933333333333333,"core"
2890,54014,15,1,"core"
2890,54017,14,0.933333333333333,"core"
2890,54022,9,0.6,"core"
2890,54025,12,0.8,"core"
2890,54027,6,0.4,"core"
2890,54035,15,1,"core"
2890,59013,3,0.2,"trans"
2890,59029,8,0.533333333333333,"core"
2890,59107,9,0.6,"core"
2890,59116,1,0.0666666666666667,"trans"
2890,60006,2,0.133333333333333,"trans"
2890,60074,4,0.266666666666667,"trans"
2890,60080,15,1,"core"
2890,60130,14,0.933333333333333,"core"
2890,61052,1,0.0666666666666667,"trans"
2890,63023,15,1,"core"
2890,63107,15,1,"core"
2890,63207,15,1,"core"
2890,63215,14,0.933333333333333,"core"
2890,63221,5,0.333333333333333,"trans"
2890,63222,9,0.6,"core"
2890,63224,15,1,"core"
2890,63225,15,1,"core"
2890,63905,12,0.8,"core"
2890,66039,3,0.2,"trans"
2890,66049,2,0.133333333333333,"trans"
2890,66067,7,0.466666666666667,"core"
2890,66074,12,0.8,"core"
2890,66086,13,0.866666666666667,"core"
2890,66087,9,0.6,"core"
2890,67007,15,1,"core"
2890,67031,15,1,"core"
2890,67051,15,1,"core"
2890,67057,15,1,"core"
2890,67065,15,1,"core"
2890,67070,13,0.866666666666667,"core"
2890,72009,1,0.0666666666666667,"trans"
2890,72038,1,0.0666666666666667,"trans"
2890,72071,2,0.133333333333333,"trans"
2890,72072,2,0.133333333333333,"trans"
2890,72076,1,0.0666666666666667,"trans"
2890,72182,1,0.0666666666666667,"trans"
2890,72193,2,0.133333333333333,"trans"
2890,80009,15,1,"core"
2890,80013,9,0.6,"core"
2890,80116,15,1,"core"
2890,80119,15,1,"core"
2890,81001,1,0.0666666666666667,"trans"
2890,82001,15,1,"core"
2890,82003,13,0.866666666666667,"core"
2890,82005,15,1,"core"
2890,82013,10,0.666666666666667,"core"
2890,82021,13,0.866666666666667,"core"
2890,82022,15,1,"core"
2890,82139,8,0.533333333333333,"core"
2890,83001,15,1,"core"
2890,83015,15,1,"core"
2890,83017,15,1,"core"
2890,83021,15,1,"core"
2890,83028,14,0.933333333333333,"core"
2890,83029,15,1,"core"
2890,83043,15,1,"core"
2890,83051,15,1,"core"
2890,83105,15,1,"core"
2890,83112,14,0.933333333333333,"core"
2890,83113,15,1,"core"
2890,83149,5,0.333333333333333,"trans"
2890,83321,6,0.4,"core"
2890,83326,13,0.866666666666667,"core"
2890,83327,15,1,"core"
2890,83347,5,0.333333333333333,"trans"
2890,83351,15,1,"core"
2890,83353,15,1,"core"
2890,83363,15,1,"core"
2890,87014,1,0.0666666666666667,"trans"
2890,88002,8,0.533333333333333,"core"
2890,88008,8,0.533333333333333,"core"
2890,88026,14,0.933333333333333,"core"
2890,88029,14,0.933333333333333,"core"
2890,88030,15,1,"core"
2890,88040,15,1,"core"
2890,88116,12,0.8,"core"
2890,88905,1,0.0666666666666667,"trans"
2890,88910,14,0.933333333333333,"core"
2890,88914,15,1,"core"
2890,88916,15,1,"core"
2890,88924,1,0.0666666666666667,"trans"
2890,89024,1,0.0666666666666667,"trans"
2890,89910,1,0.0666666666666667,"trans"
2890,90001,1,0.0666666666666667,"trans"
2890,90002,4,0.266666666666667,"trans"
2890,90027,1,0.0666666666666667,"trans"
2890,90034,5,0.333333333333333,"trans"
2890,90046,1,0.0666666666666667,"trans"
2890,90053,1,0.0666666666666667,"trans"
2890,91023,1,0.0666666666666667,"trans"
2890,91043,3,0.2,"trans"
2890,91066,4,0.266666666666667,"trans"
2920,14075,3,0.2,"trans"
2920,14082,11,0.733333333333333,"core"
2920,14156,12,0.8,"core"
2920,14179,14,0.933333333333333,"core"
2920,14185,13,0.866666666666667,"core"
2920,14199,9,0.6,"core"
2920,14902,11,0.733333333333333,"core"
2920,69019,2,0.133333333333333,"trans"
2920,69057,13,0.866666666666667,"core"
2920,69058,11,0.733333333333333,"core"
2920,69127,11,0.733333333333333,"core"
2920,69225,10,0.666666666666667,"core"
2930,6028,4,0.266666666666667,"trans"
2930,6133,7,0.466666666666667,"core"
2930,6900,15,1,"core"
2930,6901,15,1,"core"
2930,17058,9,0.6,"core"
2930,60003,1,0.0666666666666667,"trans"
2930,60005,1,0.0666666666666667,"trans"
2930,60006,12,0.8,"core"
2930,60008,3,0.2,"trans"
2930,60019,5,0.333333333333333,"trans"
2930,60067,12,0.8,"core"
2930,60070,11,0.733333333333333,"core"
2930,60074,14,0.933333333333333,"core"
2930,60080,14,0.933333333333333,"core"
2930,60126,15,1,"core"
2930,60130,15,1,"core"
2930,67070,9,0.6,"core"
2930,83105,11,0.733333333333333,"core"
2930,83112,11,0.733333333333333,"core"
2930,83113,3,0.2,"trans"
2930,83363,8,0.533333333333333,"core"
2930,85123,1,0.0666666666666667,"trans"
2940,14075,15,1,"core"
2940,14082,12,0.8,"core"
2940,14138,15,1,"core"
2940,14156,6,0.4,"core"
2940,14179,15,1,"core"
2940,14190,15,1,"core"
2940,14902,2,0.133333333333333,"trans"
2940,33002,6,0.4,"core"
2940,33029,2,0.133333333333333,"trans"
2940,33111,4,0.266666666666667,"trans"
2940,33204,15,1,"core"
2940,55114,15,1,"core"
2940,69008,14,0.933333333333333,"core"
2940,69019,11,0.733333333333333,"core"
2940,69041,11,0.733333333333333,"core"
2940,69057,14,0.933333333333333,"core"
2940,69058,9,0.6,"core"
2940,69127,14,0.933333333333333,"core"
2940,69225,1,0.0666666666666667,"trans"
2940,69230,15,1,"core"
2940,69252,1,0.0666666666666667,"trans"
2940,69253,8,0.533333333333333,"core"
2940,69254,2,0.133333333333333,"trans"
2940,85010,5,0.333333333333333,"trans"
2940,85015,7,0.466666666666667,"core"
2940,89003,1,0.0666666666666667,"trans"
2940,89024,2,0.133333333333333,"trans"
2940,89030,15,1,"core"
2940,89040,2,0.133333333333333,"trans"
2940,89044,15,1,"core"
2940,89070,5,0.333333333333333,"trans"
2940,89071,2,0.133333333333333,"trans"
2940,89908,3,0.2,"trans"
2940,89910,13,0.866666666666667,"core"
2950,6024,14,0.933333333333333,"core"
2950,6028,15,1,"core"
2950,6063,15,1,"core"
2950,6064,15,1,"core"
2950,6074,15,1,"core"
2950,6123,9,0.6,"core"
2950,6133,15,1,"core"
2950,6900,15,1,"core"
2950,6901,15,1,"core"
2950,14037,15,1,"core"
2950,17903,1,0.0666666666666667,"trans"
2950,60019,1,0.0666666666666667,"trans"
2950,60070,15,1,"core"
2950,60126,14,0.933333333333333,"core"
2950,85120,2,0.133333333333333,"trans"
2960,6123,1,0.0666666666666667,"trans"
2960,6133,3,0.2,"trans"
2960,6900,1,0.0666666666666667,"trans"
2960,6901,1,0.0666666666666667,"trans"
2960,60019,2,0.133333333333333,"trans"
2970,11003,1,0.0666666666666667,"trans"
2970,17016,1,0.0666666666666667,"trans"
2970,17033,2,0.133333333333333,"trans"
2970,17045,1,0.0666666666666667,"trans"
2970,17303,2,0.133333333333333,"trans"
2970,17903,6,0.4,"core"
2970,33006,3,0.2,"trans"
2970,33209,5,0.333333333333333,"trans"
2970,53027,2,0.133333333333333,"trans"
2970,53086,1,0.0666666666666667,"trans"
2970,60059,1,0.0666666666666667,"trans"
2970,69212,1,0.0666666666666667,"trans"
2970,85020,3,0.2,"trans"
2970,85902,10,0.666666666666667,"core"
2970,85903,1,0.0666666666666667,"trans"
2970,89071,2,0.133333333333333,"trans"
2970,92051,1,0.0666666666666667,"trans"
2970,92901,1,0.0666666666666667,"trans"
2971,3021,5,0.333333333333333,"trans"
2971,3024,1,0.0666666666666667,"trans"
2971,3429,5,0.333333333333333,"trans"
2971,14082,3,0.2,"trans"
2971,14902,8,0.533333333333333,"core"
2971,69029,1,0.0666666666666667,"trans"
2971,69225,7,0.466666666666667,"core"
2971,69229,2,0.133333333333333,"trans"
2971,69253,6,0.4,"core"
2971,89027,2,0.133333333333333,"trans"
2973,89030,1,0.0666666666666667,"trans"
2973,89044,6,0.4,"core"
2980,3429,4,0.266666666666667,"trans"
2980,4077,1,0.0666666666666667,"trans"
2980,33006,1,0.0666666666666667,"trans"
2980,53015,1,0.0666666666666667,"trans"
3000,3010,1,0.0666666666666667,"trans"
3000,4010,9,0.6,"core"
3000,4027,3,0.2,"trans"
3000,4028,2,0.133333333333333,"trans"
3000,4077,3,0.2,"trans"
3000,4105,14,0.933333333333333,"core"
3000,4125,5,0.333333333333333,"trans"
3000,11003,1,0.0666666666666667,"trans"
3000,11005,1,0.0666666666666667,"trans"
3000,11029,2,0.133333333333333,"trans"
3000,11033,10,0.666666666666667,"core"
3000,11045,5,0.333333333333333,"trans"
3000,11081,6,0.4,"core"
3000,11085,5,0.333333333333333,"trans"
3000,11270,10,0.666666666666667,"core"
3000,14902,1,0.0666666666666667,"trans"
3000,33002,3,0.2,"trans"
3000,33006,10,0.666666666666667,"core"
3000,33029,8,0.533333333333333,"core"
3000,33222,2,0.133333333333333,"trans"
3000,44035,1,0.0666666666666667,"trans"
3000,44060,2,0.133333333333333,"trans"
3000,45001,4,0.266666666666667,"trans"
3000,45041,9,0.6,"core"
3000,45042,4,0.266666666666667,"trans"
3000,45043,3,0.2,"trans"
3000,45113,5,0.333333333333333,"trans"
3000,45114,3,0.2,"trans"
3000,45121,2,0.133333333333333,"trans"
3000,45218,1,0.0666666666666667,"trans"
3000,46004,2,0.133333333333333,"trans"
3000,46051,2,0.133333333333333,"trans"
3000,47015,1,0.0666666666666667,"trans"
3000,47017,1,0.0666666666666667,"trans"
3000,49041,1,0.0666666666666667,"trans"
3000,49900,8,0.533333333333333,"core"
3000,49910,2,0.133333333333333,"trans"
3000,50028,2,0.133333333333333,"trans"
3000,50073,4,0.266666666666667,"trans"
3000,50902,10,0.666666666666667,"core"
3000,53015,8,0.533333333333333,"core"
3000,53027,4,0.266666666666667,"trans"
3000,53075,11,0.733333333333333,"core"
3000,53086,13,0.866666666666667,"core"
3000,58020,1,0.0666666666666667,"trans"
3000,58022,1,0.0666666666666667,"trans"
3000,61052,1,0.0666666666666667,"trans"
3000,61058,1,0.0666666666666667,"trans"
3000,61123,6,0.4,"core"
3000,65019,6,0.4,"core"
3000,65022,1,0.0666666666666667,"trans"
3000,65028,2,0.133333333333333,"trans"
3000,66086,1,0.0666666666666667,"trans"
3000,66904,2,0.133333333333333,"trans"
3000,68023,4,0.266666666666667,"trans"
3000,68083,3,0.2,"trans"
3000,68207,1,0.0666666666666667,"trans"
3000,68211,5,0.333333333333333,"trans"
3000,68242,1,0.0666666666666667,"trans"
3000,68297,5,0.333333333333333,"trans"
3000,68298,6,0.4,"core"
3000,68316,2,0.133333333333333,"trans"
3000,68326,2,0.133333333333333,"trans"
3000,68901,4,0.266666666666667,"trans"
3000,69127,1,0.0666666666666667,"trans"
3000,69212,4,0.266666666666667,"trans"
3000,69225,4,0.266666666666667,"trans"
3000,69229,2,0.133333333333333,"trans"
3000,72005,1,0.0666666666666667,"trans"
3000,72009,4,0.266666666666667,"trans"
3000,72023,2,0.133333333333333,"trans"
3000,72038,1,0.0666666666666667,"trans"
3000,75005,1,0.0666666666666667,"trans"
3000,76018,4,0.266666666666667,"trans"
3000,76127,3,0.2,"trans"
3000,76190,1,0.0666666666666667,"trans"
3000,76309,1,0.0666666666666667,"trans"
3000,76390,2,0.133333333333333,"trans"
3000,79130,8,0.533333333333333,"core"
3000,82902,1,0.0666666666666667,"trans"
3000,85008,6,0.4,"core"
3000,85206,3,0.2,"trans"
3000,85902,3,0.2,"trans"
3000,87006,1,0.0666666666666667,"trans"
3000,87011,6,0.4,"core"
3000,87014,1,0.0666666666666667,"trans"
3000,87018,3,0.2,"trans"
3000,88904,1,0.0666666666666667,"trans"
3000,88905,8,0.533333333333333,"core"
3000,89027,1,0.0666666666666667,"trans"
3000,89030,1,0.0666666666666667,"trans"
3000,89070,4,0.266666666666667,"trans"
3000,89071,7,0.466666666666667,"core"
3000,89908,2,0.133333333333333,"trans"
3000,90029,2,0.133333333333333,"trans"
3000,90030,1,0.0666666666666667,"trans"
3000,90046,1,0.0666666666666667,"trans"
3000,90053,2,0.133333333333333,"trans"
3000,90903,2,0.133333333333333,"trans"
3000,91003,1,0.0666666666666667,"trans"
3000,91007,1,0.0666666666666667,"trans"
3000,91011,6,0.4,"core"
3000,91015,3,0.2,"trans"
3000,91016,2,0.133333333333333,"trans"
3000,91023,6,0.4,"core"
3000,91033,2,0.133333333333333,"trans"
3000,91035,1,0.0666666666666667,"trans"
3000,91038,7,0.466666666666667,"core"
3000,91043,4,0.266666666666667,"trans"
3000,92007,2,0.133333333333333,"trans"
3000,92051,3,0.2,"trans"
3010,3011,11,0.733333333333333,"core"
3010,3191,15,1,"core"
3010,3403,1,0.0666666666666667,"trans"
3010,3422,14,0.933333333333333,"core"
3010,3429,2,0.133333333333333,"trans"
3020,3191,3,0.2,"trans"
3020,3422,8,0.533333333333333,"core"
3050,38004,2,0.133333333333333,"trans"
3050,38025,4,0.266666666666667,"trans"
3050,38031,10,0.666666666666667,"core"
3050,38032,10,0.666666666666667,"core"
3050,38118,1,0.0666666666666667,"trans"
3050,54017,2,0.133333333333333,"trans"
3050,54025,2,0.133333333333333,"trans"
3050,54027,12,0.8,"core"
3050,67065,1,0.0666666666666667,"trans"
3070,38011,9,0.6,"core"
3070,60074,3,0.2,"trans"
3080,3403,1,0.0666666666666667,"trans"
3080,4003,1,0.0666666666666667,"trans"
3080,4055,1,0.0666666666666667,"trans"
3080,45001,1,0.0666666666666667,"trans"
3080,45042,4,0.266666666666667,"trans"
3080,45043,6,0.4,"core"
3080,45105,1,0.0666666666666667,"trans"
3080,45113,1,0.0666666666666667,"trans"
3080,45114,5,0.333333333333333,"trans"
3080,45121,7,0.466666666666667,"core"
3080,45218,4,0.266666666666667,"trans"
3080,49041,10,0.666666666666667,"core"
3080,53008,2,0.133333333333333,"trans"
3080,53019,4,0.266666666666667,"trans"
3080,53034,8,0.533333333333333,"core"
3080,53041,8,0.533333333333333,"core"
3080,64005,6,0.4,"core"
3080,64007,3,0.2,"trans"
3080,64011,10,0.666666666666667,"core"
3080,64012,8,0.533333333333333,"core"
3080,64028,1,0.0666666666666667,"trans"
3080,64034,10,0.666666666666667,"core"
3080,64043,6,0.4,"core"
3080,79112,7,0.466666666666667,"core"
3080,79123,12,0.8,"core"
3080,91003,2,0.133333333333333,"trans"
3080,91011,2,0.133333333333333,"trans"
3080,92007,4,0.266666666666667,"trans"
3080,92150,2,0.133333333333333,"trans"
3089,17047,4,0.266666666666667,"trans"
3089,17216,1,0.0666666666666667,"trans"
3090,17033,4,0.266666666666667,"trans"
3090,17302,5,0.333333333333333,"trans"
3090,33015,4,0.266666666666667,"trans"
3090,33214,1,0.0666666666666667,"trans"
3090,33221,1,0.0666666666666667,"trans"
3090,53019,6,0.4,"core"
3090,69254,8,0.533333333333333,"core"
3090,85155,3,0.2,"trans"
3090,85901,2,0.133333333333333,"trans"
3090,85902,6,0.4,"core"
3090,85903,10,0.666666666666667,"core"
3090,92082,3,0.2,"trans"
3090,92150,1,0.0666666666666667,"trans"
3091,4010,1,0.0666666666666667,"trans"
3091,4020,5,0.333333333333333,"trans"
3091,4027,1,0.0666666666666667,"trans"
3091,4028,3,0.2,"trans"
3091,4214,3,0.2,"trans"
3091,6064,3,0.2,"trans"
3091,6074,10,0.666666666666667,"core"
3091,11010,1,0.0666666666666667,"trans"
3091,14016,15,1,"core"
3091,14138,1,0.0666666666666667,"trans"
3091,14179,5,0.333333333333333,"trans"
3091,17008,6,0.4,"core"
3091,17015,15,1,"core"
3091,17042,4,0.266666666666667,"trans"
3091,17058,15,1,"core"
3091,17125,1,0.0666666666666667,"trans"
3091,17216,15,1,"core"
3091,33002,2,0.133333333333333,"trans"
3091,33029,1,0.0666666666666667,"trans"
3091,33111,1,0.0666666666666667,"trans"
3091,33204,15,1,"core"
3091,33221,8,0.533333333333333,"core"
3091,33222,3,0.2,"trans"
3091,34001,15,1,"core"
3091,34023,10,0.666666666666667,"core"
3091,34036,10,0.666666666666667,"core"
3091,34057,6,0.4,"core"
3091,34077,1,0.0666666666666667,"trans"
3091,35028,3,0.2,"trans"
3091,35115,1,0.0666666666666667,"trans"
3091,36014,15,1,"core"
3091,36017,15,1,"core"
3091,36032,15,1,"core"
3091,36033,15,1,"core"
3091,38003,2,0.133333333333333,"trans"
3091,38006,15,1,"core"
3091,38007,15,1,"core"
3091,38011,15,1,"core"
3091,38024,15,1,"core"
3091,38025,15,1,"core"
3091,38027,9,0.6,"core"
3091,38031,15,1,"core"
3091,38032,15,1,"core"
3091,38035,15,1,"core"
3091,38118,15,1,"core"
3091,44003,2,0.133333333333333,"trans"
3091,45121,2,0.133333333333333,"trans"
3091,46008,4,0.266666666666667,"trans"
3091,46041,1,0.0666666666666667,"trans"
3091,46051,2,0.133333333333333,"trans"
3091,46112,7,0.466666666666667,"core"
3091,46126,2,0.133333333333333,"trans"
3091,47009,3,0.2,"trans"
3091,47015,6,0.4,"core"
3091,47017,2,0.133333333333333,"trans"
3091,49022,15,1,"core"
3091,49039,8,0.533333333333333,"core"
3091,49041,4,0.266666666666667,"trans"
3091,49070,15,1,"core"
3091,49900,14,0.933333333333333,"core"
3091,49910,5,0.333333333333333,"trans"
3091,50012,15,1,"core"
3091,50013,15,1,"core"
3091,50028,4,0.266666666666667,"trans"
3091,50059,15,1,"core"
3091,50064,15,1,"core"
3091,52067,1,0.0666666666666667,"trans"
3091,52070,15,1,"core"
3091,52126,2,0.133333333333333,"trans"
3091,53007,15,1,"core"
3091,53008,15,1,"core"
3091,53019,5,0.333333333333333,"trans"
3091,53027,2,0.133333333333333,"trans"
3091,53034,15,1,"core"
3091,53041,15,1,"core"
3091,53074,15,1,"core"
3091,54001,14,0.933333333333333,"core"
3091,54004,15,1,"core"
3091,54014,15,1,"core"
3091,54017,15,1,"core"
3091,54022,15,1,"core"
3091,54025,11,0.733333333333333,"core"
3091,54027,15,1,"core"
3091,54035,15,1,"core"
3091,55114,9,0.6,"core"
3091,59029,1,0.0666666666666667,"trans"
3091,59107,2,0.133333333333333,"trans"
3091,59116,3,0.2,"trans"
3091,60004,1,0.0666666666666667,"trans"
3091,60080,1,0.0666666666666667,"trans"
3091,60155,3,0.2,"trans"
3091,61052,13,0.866666666666667,"core"
3091,61058,12,0.8,"core"
3091,61075,1,0.0666666666666667,"trans"
3091,61123,2,0.133333333333333,"trans"
3091,64005,14,0.933333333333333,"core"
3091,64007,7,0.466666666666667,"core"
3091,64011,12,0.8,"core"
3091,64012,14,0.933333333333333,"core"
3091,64028,8,0.533333333333333,"core"
3091,64034,15,1,"core"
3091,64043,15,1,"core"
3091,65019,15,1,"core"
3091,65022,12,0.8,"core"
3091,65028,10,0.666666666666667,"core"
3091,65033,15,1,"core"
3091,66039,15,1,"core"
3091,66049,1,0.0666666666666667,"trans"
3091,66067,15,1,"core"
3091,66074,8,0.533333333333333,"core"
3091,67031,15,1,"core"
3091,67065,3,0.2,"trans"
3091,67070,15,1,"core"
3091,68007,1,0.0666666666666667,"trans"
3091,68023,6,0.4,"core"
3091,68083,1,0.0666666666666667,"trans"
3091,68207,3,0.2,"trans"
3091,68211,8,0.533333333333333,"core"
3091,68298,2,0.133333333333333,"trans"
3091,68316,3,0.2,"trans"
3091,69008,4,0.266666666666667,"trans"
3091,69019,12,0.8,"core"
3091,69041,10,0.666666666666667,"core"
3091,69127,15,1,"core"
3091,72005,1,0.0666666666666667,"trans"
3091,72008,7,0.466666666666667,"core"
3091,72009,6,0.4,"core"
3091,72025,1,0.0666666666666667,"trans"
3091,72038,1,0.0666666666666667,"trans"
3091,72071,7,0.466666666666667,"core"
3091,72072,12,0.8,"core"
3091,72076,6,0.4,"core"
3091,72097,2,0.133333333333333,"trans"
3091,72182,5,0.333333333333333,"trans"
3091,72193,10,0.666666666666667,"core"
3091,75009,5,0.333333333333333,"trans"
3091,76309,1,0.0666666666666667,"trans"
3091,77800,15,1,"core"
3091,79112,1,0.0666666666666667,"trans"
3091,81001,15,1,"core"
3091,83105,2,0.133333333333333,"trans"
3091,83363,5,0.333333333333333,"trans"
3091,85010,15,1,"core"
3091,85015,3,0.2,"trans"
3091,85025,2,0.133333333333333,"trans"
3091,85112,4,0.266666666666667,"trans"
3091,85155,15,1,"core"
3091,88002,3,0.2,"trans"
3091,89003,3,0.2,"trans"
3091,89024,4,0.266666666666667,"trans"
3091,89027,1,0.0666666666666667,"trans"
3091,89030,15,1,"core"
3091,89044,8,0.533333333333333,"core"
3091,89070,1,0.0666666666666667,"trans"
3091,89908,6,0.4,"core"
3091,89910,3,0.2,"trans"
3091,90027,1,0.0666666666666667,"trans"
3091,90034,1,0.0666666666666667,"trans"
3091,91011,5,0.333333333333333,"trans"
3091,91015,1,0.0666666666666667,"trans"
3091,91016,1,0.0666666666666667,"trans"
3091,91033,8,0.533333333333333,"core"
3091,91035,13,0.866666666666667,"core"
3091,91038,1,0.0666666666666667,"trans"
3091,91039,11,0.733333333333333,"core"
3091,91043,9,0.6,"core"
3091,91066,15,1,"core"
3091,91068,13,0.866666666666667,"core"
3091,92026,1,0.0666666666666667,"trans"
3100,2007,1,0.0666666666666667,"trans"
3100,2020,4,0.266666666666667,"trans"
3100,2025,3,0.2,"trans"
3100,2028,8,0.533333333333333,"core"
3100,2033,1,0.0666666666666667,"trans"
3100,2035,1,0.0666666666666667,"trans"
3100,2036,7,0.466666666666667,"core"
3100,2038,2,0.133333333333333,"trans"
3100,2039,3,0.2,"trans"
3100,2048,5,0.333333333333333,"trans"
3100,2051,8,0.533333333333333,"core"
3100,2052,5,0.333333333333333,"trans"
3100,2054,1,0.0666666666666667,"trans"
3100,2072,2,0.133333333333333,"trans"
3100,2111,2,0.133333333333333,"trans"
3100,2142,5,0.333333333333333,"trans"
3100,2205,3,0.2,"trans"
3100,2211,9,0.6,"core"
3100,2212,6,0.4,"core"
3100,2218,2,0.133333333333333,"trans"
3100,6079,2,0.133333333333333,"trans"
3100,6123,3,0.2,"trans"
3100,7001,1,0.0666666666666667,"trans"
3100,7007,2,0.133333333333333,"trans"
3100,7016,1,0.0666666666666667,"trans"
3100,7026,10,0.666666666666667,"core"
3100,11005,3,0.2,"trans"
3100,14075,2,0.133333333333333,"trans"
