"aou","stateroute","n","occ","trans"
4520,59013,14,0.933333333333333,"core"
4520,59029,15,1,"core"
4520,59107,15,1,"core"
4520,59116,15,1,"core"
4520,61052,10,0.666666666666667,"core"
4520,61058,14,0.933333333333333,"core"
4520,61075,12,0.8,"core"
4520,61123,15,1,"core"
4520,63023,15,1,"core"
4520,63107,15,1,"core"
4520,63207,15,1,"core"
4520,63215,15,1,"core"
4520,63221,11,0.733333333333333,"core"
4520,63222,6,0.4,"core"
4520,63224,15,1,"core"
4520,63225,10,0.666666666666667,"core"
4520,63905,15,1,"core"
4520,64007,11,0.733333333333333,"core"
4520,64028,1,0.0666666666666667,"trans"
4520,65022,1,0.0666666666666667,"trans"
4520,66039,4,0.266666666666667,"trans"
4520,66049,15,1,"core"
4520,66067,7,0.466666666666667,"core"
4520,66074,15,1,"core"
4520,66086,14,0.933333333333333,"core"
4520,66087,6,0.4,"core"
4520,66904,9,0.6,"core"
4520,67007,7,0.466666666666667,"core"
4520,67031,15,1,"core"
4520,67051,13,0.866666666666667,"core"
4520,67057,15,1,"core"
4520,67065,3,0.2,"trans"
4520,68007,15,1,"core"
4520,68023,13,0.866666666666667,"core"
4520,68083,15,1,"core"
4520,68207,15,1,"core"
4520,68211,15,1,"core"
4520,68242,9,0.6,"core"
4520,68297,15,1,"core"
4520,68298,15,1,"core"
4520,68316,15,1,"core"
4520,68326,15,1,"core"
4520,68901,15,1,"core"
4520,72005,11,0.733333333333333,"core"
4520,72008,13,0.866666666666667,"core"
4520,72009,11,0.733333333333333,"core"
4520,72012,12,0.8,"core"
4520,72023,5,0.333333333333333,"trans"
4520,72025,13,0.866666666666667,"core"
4520,72038,13,0.866666666666667,"core"
4520,72071,15,1,"core"
4520,72072,15,1,"core"
4520,72076,11,0.733333333333333,"core"
4520,72097,13,0.866666666666667,"core"
4520,72182,9,0.6,"core"
4520,72193,14,0.933333333333333,"core"
4520,76002,12,0.8,"core"
4520,76010,9,0.6,"core"
4520,76018,4,0.266666666666667,"trans"
4520,76060,4,0.266666666666667,"trans"
4520,76090,3,0.2,"trans"
4520,76121,12,0.8,"core"
4520,76127,3,0.2,"trans"
4520,76190,5,0.333333333333333,"trans"
4520,76309,15,1,"core"
4520,76390,1,0.0666666666666667,"trans"
4520,79130,15,1,"core"
4520,80009,15,1,"core"
4520,80013,15,1,"core"
4520,80116,13,0.866666666666667,"core"
4520,80119,14,0.933333333333333,"core"
4520,82001,15,1,"core"
4520,82003,11,0.733333333333333,"core"
4520,82005,10,0.666666666666667,"core"
4520,82013,15,1,"core"
4520,82021,13,0.866666666666667,"core"
4520,82022,15,1,"core"
4520,82139,13,0.866666666666667,"core"
4520,82902,4,0.266666666666667,"trans"
4520,83015,3,0.2,"trans"
4520,83028,1,0.0666666666666667,"trans"
4520,83029,2,0.133333333333333,"trans"
4520,83043,1,0.0666666666666667,"trans"
4520,83051,14,0.933333333333333,"core"
4520,83105,8,0.533333333333333,"core"
4520,83149,15,1,"core"
4520,83321,15,1,"core"
4520,83347,13,0.866666666666667,"core"
4520,83351,7,0.466666666666667,"core"
4520,87006,13,0.866666666666667,"core"
4520,87011,11,0.733333333333333,"core"
4520,87014,12,0.8,"core"
4520,87018,6,0.4,"core"
4520,88002,14,0.933333333333333,"core"
4520,88008,13,0.866666666666667,"core"
4520,88026,14,0.933333333333333,"core"
4520,88029,15,1,"core"
4520,88030,12,0.8,"core"
4520,88040,12,0.8,"core"
4520,88116,10,0.666666666666667,"core"
4520,88904,12,0.8,"core"
4520,88905,14,0.933333333333333,"core"
4520,88910,14,0.933333333333333,"core"
4520,88914,15,1,"core"
4520,88916,11,0.733333333333333,"core"
4520,88924,14,0.933333333333333,"core"
4520,90001,15,1,"core"
4520,90002,12,0.8,"core"
4520,90024,7,0.466666666666667,"core"
4520,90027,12,0.8,"core"
4520,90029,6,0.4,"core"
4520,90030,14,0.933333333333333,"core"
4520,90034,13,0.866666666666667,"core"
4520,90046,8,0.533333333333333,"core"
4520,90053,9,0.6,"core"
4520,91003,13,0.866666666666667,"core"
4520,91007,14,0.933333333333333,"core"
4520,91011,14,0.933333333333333,"core"
4520,91015,15,1,"core"
4520,91016,14,0.933333333333333,"core"
4520,91023,14,0.933333333333333,"core"
4520,91033,11,0.733333333333333,"core"
4520,91035,15,1,"core"
4520,91038,14,0.933333333333333,"core"
4520,91039,13,0.866666666666667,"core"
4520,91043,14,0.933333333333333,"core"
4520,91066,15,1,"core"
4520,91068,10,0.666666666666667,"core"
4530,6028,15,1,"core"
4530,6063,13,0.866666666666667,"core"
4530,6064,1,0.0666666666666667,"trans"
4530,6074,7,0.466666666666667,"core"
4530,6133,14,0.933333333333333,"core"
4530,6901,2,0.133333333333333,"trans"
4530,83001,13,0.866666666666667,"core"
4530,83015,15,1,"core"
4530,83017,11,0.733333333333333,"core"
4530,83112,1,0.0666666666666667,"trans"
4540,6024,15,1,"core"
4540,6028,15,1,"core"
4540,6063,15,1,"core"
4540,6064,15,1,"core"
4540,6074,15,1,"core"
4540,6123,12,0.8,"core"
4540,6133,15,1,"core"
4540,6900,15,1,"core"
4540,6901,15,1,"core"
4540,14037,15,1,"core"
4540,14075,1,0.0666666666666667,"trans"
4540,14138,11,0.733333333333333,"core"
4540,14156,3,0.2,"trans"
4540,14179,15,1,"core"
4540,14190,15,1,"core"
4540,14199,1,0.0666666666666667,"trans"
4540,17008,15,1,"core"
4540,17015,9,0.6,"core"
4540,17047,1,0.0666666666666667,"trans"
4540,17216,8,0.533333333333333,"core"
4540,17302,2,0.133333333333333,"trans"
4540,17903,15,1,"core"
4540,60003,14,0.933333333333333,"core"
4540,60004,15,1,"core"
4540,60005,6,0.4,"core"
4540,60006,12,0.8,"core"
4540,60008,13,0.866666666666667,"core"
4540,60019,15,1,"core"
4540,60028,3,0.2,"trans"
4540,60058,7,0.466666666666667,"core"
4540,60059,7,0.466666666666667,"core"
4540,60060,15,1,"core"
4540,60067,14,0.933333333333333,"core"
4540,60070,15,1,"core"
4540,60074,5,0.333333333333333,"trans"
4540,60080,14,0.933333333333333,"core"
4540,60126,14,0.933333333333333,"core"
4540,60130,15,1,"core"
4540,69008,1,0.0666666666666667,"trans"
4540,69058,15,1,"core"
4540,69127,15,1,"core"
4540,83015,5,0.333333333333333,"trans"
4540,83017,15,1,"core"
4540,83028,8,0.533333333333333,"core"
4540,83029,10,0.666666666666667,"core"
4540,83043,15,1,"core"
4540,83051,1,0.0666666666666667,"trans"
4540,83105,6,0.4,"core"
4540,83112,15,1,"core"
4540,83113,15,1,"core"
4540,83326,15,1,"core"
4540,83327,15,1,"core"
4540,83353,15,1,"core"
4540,83363,15,1,"core"
4540,85010,15,1,"core"
4540,85015,1,0.0666666666666667,"trans"
4540,85019,14,0.933333333333333,"core"
4540,85025,1,0.0666666666666667,"trans"
4540,85104,1,0.0666666666666667,"trans"
4540,85112,12,0.8,"core"
4540,85117,8,0.533333333333333,"core"
4540,85119,15,1,"core"
4540,85120,13,0.866666666666667,"core"
4540,85123,15,1,"core"
4540,85155,9,0.6,"core"
4540,85164,4,0.266666666666667,"trans"
4540,85170,1,0.0666666666666667,"trans"
4540,85171,11,0.733333333333333,"core"
4550,6028,1,0.0666666666666667,"trans"
4550,6079,1,0.0666666666666667,"trans"
4550,6123,1,0.0666666666666667,"trans"
4550,6133,15,1,"core"
4550,6900,8,0.533333333333333,"core"
4550,6901,15,1,"core"
4560,2001,13,0.866666666666667,"core"
4560,2007,13,0.866666666666667,"core"
4560,2020,6,0.4,"core"
4560,2025,14,0.933333333333333,"core"
4560,2028,14,0.933333333333333,"core"
4560,2033,4,0.266666666666667,"trans"
4560,2035,1,0.0666666666666667,"trans"
4560,2036,1,0.0666666666666667,"trans"
4560,2048,5,0.333333333333333,"trans"
4560,2051,11,0.733333333333333,"core"
4560,2053,1,0.0666666666666667,"trans"
4560,2063,1,0.0666666666666667,"trans"
4560,2068,2,0.133333333333333,"trans"
4560,2072,15,1,"core"
4560,2111,15,1,"core"
4560,2205,14,0.933333333333333,"core"
4560,2207,13,0.866666666666667,"core"
4560,2211,10,0.666666666666667,"core"
4560,2212,14,0.933333333333333,"core"
4560,2218,2,0.133333333333333,"trans"
4560,4020,2,0.133333333333333,"trans"
4560,4027,11,0.733333333333333,"core"
4560,4028,11,0.733333333333333,"core"
4560,4055,3,0.2,"trans"
4560,4077,8,0.533333333333333,"core"
4560,4928,9,0.6,"core"
4560,7001,15,1,"core"
4560,7007,14,0.933333333333333,"core"
4560,7016,13,0.866666666666667,"core"
4560,7022,15,1,"core"
4560,7026,15,1,"core"
4560,11085,13,0.866666666666667,"core"
4560,25053,1,0.0666666666666667,"trans"
4560,27007,1,0.0666666666666667,"trans"
4560,27041,15,1,"core"
4560,27044,15,1,"core"
4560,27045,15,1,"core"
4560,27048,12,0.8,"core"
4560,27051,12,0.8,"core"
4560,34001,12,0.8,"core"
4560,34023,6,0.4,"core"
4560,34036,8,0.533333333333333,"core"
4560,34050,12,0.8,"core"
4560,34057,12,0.8,"core"
4560,34077,6,0.4,"core"
4560,35021,13,0.866666666666667,"core"
4560,35022,7,0.466666666666667,"core"
4560,35028,10,0.666666666666667,"core"
4560,35037,15,1,"core"
4560,35041,15,1,"core"
4560,35115,3,0.2,"trans"
4560,36014,3,0.2,"trans"
4560,36017,8,0.533333333333333,"core"
4560,36032,6,0.4,"core"
4560,36033,1,0.0666666666666667,"trans"
4560,38003,15,1,"core"
4560,38004,9,0.6,"core"
4560,38006,15,1,"core"
4560,38007,13,0.866666666666667,"core"
4560,38011,6,0.4,"core"
4560,38013,15,1,"core"
4560,38025,12,0.8,"core"
4560,38027,15,1,"core"
4560,38031,10,0.666666666666667,"core"
4560,38032,15,1,"core"
4560,38035,3,0.2,"trans"
4560,38118,14,0.933333333333333,"core"
4560,39021,14,0.933333333333333,"core"
4560,39025,15,1,"core"
4560,39026,15,1,"core"
4560,39036,15,1,"core"
4560,39041,15,1,"core"
4560,42122,13,0.866666666666667,"core"
4560,44001,15,1,"core"
4560,44003,15,1,"core"
4560,44004,15,1,"core"
4560,44035,3,0.2,"trans"
4560,44060,2,0.133333333333333,"trans"
4560,45001,15,1,"core"
4560,45003,1,0.0666666666666667,"trans"
4560,45041,14,0.933333333333333,"core"
4560,45042,11,0.733333333333333,"core"
4560,45043,12,0.8,"core"
4560,45105,9,0.6,"core"
4560,45113,15,1,"core"
4560,45114,15,1,"core"
4560,45121,12,0.8,"core"
4560,45218,12,0.8,"core"
4560,46001,15,1,"core"
4560,46004,15,1,"core"
4560,46008,15,1,"core"
4560,46027,14,0.933333333333333,"core"
4560,46028,8,0.533333333333333,"core"
4560,46035,15,1,"core"
4560,46041,2,0.133333333333333,"trans"
4560,46051,15,1,"core"
4560,46052,14,0.933333333333333,"core"
4560,46112,15,1,"core"
4560,46126,12,0.8,"core"
4560,46150,3,0.2,"trans"
4560,47001,10,0.666666666666667,"core"
4560,47009,15,1,"core"
4560,47015,15,1,"core"
4560,49022,5,0.333333333333333,"trans"
4560,49029,12,0.8,"core"
4560,49039,14,0.933333333333333,"core"
4560,49041,15,1,"core"
4560,49070,10,0.666666666666667,"core"
4560,49900,15,1,"core"
4560,49910,13,0.866666666666667,"core"
4560,50012,2,0.133333333333333,"trans"
4560,50013,7,0.466666666666667,"core"
4560,50028,15,1,"core"
4560,50064,11,0.733333333333333,"core"
4560,50073,14,0.933333333333333,"core"
4560,50902,9,0.6,"core"
4560,51902,13,0.866666666666667,"core"
4560,52007,14,0.933333333333333,"core"
4560,52008,15,1,"core"
4560,52019,15,1,"core"
4560,52056,15,1,"core"
4560,52057,15,1,"core"
4560,52061,15,1,"core"
4560,52067,14,0.933333333333333,"core"
4560,52070,15,1,"core"
4560,52109,15,1,"core"
4560,52126,15,1,"core"
4560,54001,4,0.266666666666667,"trans"
4560,54004,6,0.4,"core"
4560,54014,1,0.0666666666666667,"trans"
4560,54017,2,0.133333333333333,"trans"
4560,54022,13,0.866666666666667,"core"
4560,54025,8,0.533333333333333,"core"
4560,54035,15,1,"core"
4560,58020,15,1,"core"
4560,58022,14,0.933333333333333,"core"
4560,59013,12,0.8,"core"
4560,59029,10,0.666666666666667,"core"
4560,59107,11,0.733333333333333,"core"
4560,59116,15,1,"core"
4560,60006,2,0.133333333333333,"trans"
4560,61052,15,1,"core"
4560,61058,14,0.933333333333333,"core"
4560,61123,15,1,"core"
4560,63023,14,0.933333333333333,"core"
4560,63207,10,0.666666666666667,"core"
4560,63215,13,0.866666666666667,"core"
4560,63221,15,1,"core"
4560,63222,14,0.933333333333333,"core"
4560,63224,15,1,"core"
4560,63225,12,0.8,"core"
4560,64007,3,0.2,"trans"
4560,64012,1,0.0666666666666667,"trans"
4560,64028,4,0.266666666666667,"trans"
4560,65019,1,0.0666666666666667,"trans"
4560,65022,2,0.133333333333333,"trans"
4560,65033,1,0.0666666666666667,"trans"
4560,66039,14,0.933333333333333,"core"
4560,66049,15,1,"core"
4560,66067,5,0.333333333333333,"trans"
4560,66074,15,1,"core"
4560,66086,15,1,"core"
4560,66087,15,1,"core"
4560,66904,15,1,"core"
4560,67007,15,1,"core"
4560,67031,14,0.933333333333333,"core"
4560,67051,15,1,"core"
4560,67057,15,1,"core"
4560,67065,4,0.266666666666667,"trans"
4560,68007,4,0.266666666666667,"trans"
4560,68023,15,1,"core"
4560,68083,15,1,"core"
4560,68207,14,0.933333333333333,"core"
4560,68211,15,1,"core"
4560,68242,15,1,"core"
4560,68297,12,0.8,"core"
4560,68298,15,1,"core"
4560,68316,14,0.933333333333333,"core"
4560,68326,15,1,"core"
4560,68901,15,1,"core"
4560,72005,13,0.866666666666667,"core"
4560,72008,15,1,"core"
4560,72009,15,1,"core"
4560,72012,15,1,"core"
4560,72023,15,1,"core"
4560,72025,15,1,"core"
4560,72038,14,0.933333333333333,"core"
4560,72071,15,1,"core"
4560,72072,15,1,"core"
4560,72076,15,1,"core"
4560,72097,10,0.666666666666667,"core"
4560,72182,11,0.733333333333333,"core"
4560,72193,15,1,"core"
4560,76002,15,1,"core"
4560,76010,15,1,"core"
4560,76018,2,0.133333333333333,"trans"
4560,76060,1,0.0666666666666667,"trans"
4560,76090,12,0.8,"core"
4560,76121,2,0.133333333333333,"trans"
4560,76127,8,0.533333333333333,"core"
4560,76190,14,0.933333333333333,"core"
4560,76309,15,1,"core"
4560,76390,14,0.933333333333333,"core"
4560,79130,14,0.933333333333333,"core"
4560,80009,9,0.6,"core"
4560,80116,15,1,"core"
4560,80119,15,1,"core"
4560,81705,1,0.0666666666666667,"trans"
4560,82001,15,1,"core"
4560,82003,15,1,"core"
4560,82005,14,0.933333333333333,"core"
4560,82013,15,1,"core"
4560,82021,13,0.866666666666667,"core"
4560,82022,15,1,"core"
4560,82139,15,1,"core"
4560,82902,11,0.733333333333333,"core"
4560,83028,15,1,"core"
4560,83029,2,0.133333333333333,"trans"
4560,83043,10,0.666666666666667,"core"
4560,83051,13,0.866666666666667,"core"
4560,83113,6,0.4,"core"
4560,83149,14,0.933333333333333,"core"
4560,83321,2,0.133333333333333,"trans"
4560,83326,12,0.8,"core"
4560,83327,4,0.266666666666667,"trans"
4560,83351,12,0.8,"core"
4560,83353,5,0.333333333333333,"trans"
4560,83363,2,0.133333333333333,"trans"
4560,87006,15,1,"core"
4560,87011,15,1,"core"
4560,87018,15,1,"core"
4560,88002,15,1,"core"
4560,88008,14,0.933333333333333,"core"
4560,88026,14,0.933333333333333,"core"
4560,88029,7,0.466666666666667,"core"
4560,88030,15,1,"core"
4560,88040,14,0.933333333333333,"core"
4560,88116,15,1,"core"
4560,88904,11,0.733333333333333,"core"
4560,88905,8,0.533333333333333,"core"
4560,88910,11,0.733333333333333,"core"
4560,88914,15,1,"core"
4560,88916,6,0.4,"core"
4560,88924,15,1,"core"
4560,90001,15,1,"core"
4560,90002,13,0.866666666666667,"core"
4560,90024,15,1,"core"
4560,90027,15,1,"core"
4560,90029,9,0.6,"core"
4560,90030,15,1,"core"
4560,90034,15,1,"core"
4560,90046,15,1,"core"
4560,90053,12,0.8,"core"
4560,90903,5,0.333333333333333,"trans"
4560,91003,15,1,"core"
4560,91007,13,0.866666666666667,"core"
4560,91011,15,1,"core"
4560,91015,15,1,"core"
4560,91016,15,1,"core"
4560,91023,15,1,"core"
4560,91033,15,1,"core"
4560,91035,13,0.866666666666667,"core"
4560,91038,15,1,"core"
4560,91039,14,0.933333333333333,"core"
4560,91043,15,1,"core"
4560,91066,15,1,"core"
4560,91068,10,0.666666666666667,"core"
4560,92007,1,0.0666666666666667,"trans"
4570,3011,2,0.133333333333333,"trans"
4570,3420,4,0.266666666666667,"trans"
4570,4003,15,1,"core"
4570,6024,7,0.466666666666667,"core"
4570,6028,14,0.933333333333333,"core"
4570,6063,3,0.2,"trans"
4570,6064,14,0.933333333333333,"core"
4570,6074,10,0.666666666666667,"core"
4570,6123,8,0.533333333333333,"core"
4570,6133,5,0.333333333333333,"trans"
4570,6900,6,0.4,"core"
4570,6901,4,0.266666666666667,"trans"
4570,11029,3,0.2,"trans"
4570,11045,2,0.133333333333333,"trans"
4570,14037,13,0.866666666666667,"core"
4570,14082,1,0.0666666666666667,"trans"
4570,17008,11,0.733333333333333,"core"
4570,17015,6,0.4,"core"
4570,17033,3,0.2,"trans"
4570,17042,3,0.2,"trans"
4570,17047,13,0.866666666666667,"core"
4570,17058,5,0.333333333333333,"trans"
4570,17125,9,0.6,"core"
4570,17216,11,0.733333333333333,"core"
4570,17302,14,0.933333333333333,"core"
4570,17303,1,0.0666666666666667,"trans"
4570,17322,1,0.0666666666666667,"trans"
4570,17901,15,1,"core"
4570,17903,6,0.4,"core"
4570,33015,4,0.266666666666667,"trans"
4570,33029,4,0.266666666666667,"trans"
4570,33204,12,0.8,"core"
4570,33219,2,0.133333333333333,"trans"
4570,38011,10,0.666666666666667,"core"
4570,38024,4,0.266666666666667,"trans"
4570,38025,10,0.666666666666667,"core"
4570,38032,9,0.6,"core"
4570,38035,4,0.266666666666667,"trans"
4570,45105,1,0.0666666666666667,"trans"
4570,53007,8,0.533333333333333,"core"
4570,53008,6,0.4,"core"
4570,53019,11,0.733333333333333,"core"
4570,53034,6,0.4,"core"
4570,53041,15,1,"core"
4570,53074,2,0.133333333333333,"trans"
4570,54035,5,0.333333333333333,"trans"
4570,55114,2,0.133333333333333,"trans"
4570,60003,11,0.733333333333333,"core"
4570,60004,13,0.866666666666667,"core"
4570,60005,14,0.933333333333333,"core"
4570,60006,15,1,"core"
4570,60008,15,1,"core"
4570,60019,15,1,"core"
4570,60028,14,0.933333333333333,"core"
4570,60060,15,1,"core"
4570,60067,15,1,"core"
4570,60070,9,0.6,"core"
4570,60080,1,0.0666666666666667,"trans"
4570,60126,10,0.666666666666667,"core"
4570,60130,2,0.133333333333333,"trans"
4570,60155,15,1,"core"
4570,64005,5,0.333333333333333,"trans"
4570,64011,9,0.6,"core"
4570,64012,4,0.266666666666667,"trans"
4570,64028,5,0.333333333333333,"trans"
4570,64034,15,1,"core"
4570,64043,3,0.2,"trans"
4570,67070,1,0.0666666666666667,"trans"
4570,69230,10,0.666666666666667,"core"
4570,69254,1,0.0666666666666667,"trans"
4570,79112,2,0.133333333333333,"trans"
4570,81705,1,0.0666666666666667,"trans"
4570,81706,4,0.266666666666667,"trans"
4570,83105,4,0.266666666666667,"trans"
4570,83112,6,0.4,"core"
4570,83113,1,0.0666666666666667,"trans"
4570,85010,10,0.666666666666667,"core"
4570,85015,5,0.333333333333333,"trans"
4570,85019,7,0.466666666666667,"core"
4570,85020,1,0.0666666666666667,"trans"
4570,85025,6,0.4,"core"
4570,85104,13,0.866666666666667,"core"
4570,85112,15,1,"core"
4570,85117,6,0.4,"core"
4570,85119,12,0.8,"core"
4570,85120,10,0.666666666666667,"core"
4570,85123,8,0.533333333333333,"core"
4570,85155,7,0.466666666666667,"core"
4570,85164,2,0.133333333333333,"trans"
4570,85170,12,0.8,"core"
4570,85171,15,1,"core"
4570,85901,4,0.266666666666667,"trans"
4570,85903,1,0.0666666666666667,"trans"
4570,89030,15,1,"core"
4570,89044,11,0.733333333333333,"core"
4570,89070,7,0.466666666666667,"core"
4570,89071,5,0.333333333333333,"trans"
4570,89908,6,0.4,"core"
4570,92026,3,0.2,"trans"
4570,92082,12,0.8,"core"
4570,92150,10,0.666666666666667,"core"
4580,6028,1,0.0666666666666667,"trans"
4580,6063,2,0.133333333333333,"trans"
4580,6074,13,0.866666666666667,"core"
4580,6123,1,0.0666666666666667,"trans"
4580,6133,10,0.666666666666667,"core"
4580,14016,4,0.266666666666667,"trans"
4580,14075,10,0.666666666666667,"core"
4580,14082,2,0.133333333333333,"trans"
4580,14138,4,0.266666666666667,"trans"
4580,14156,8,0.533333333333333,"core"
4580,14179,15,1,"core"
4580,14185,5,0.333333333333333,"trans"
4580,14190,15,1,"core"
4580,60028,2,0.133333333333333,"trans"
4580,69057,11,0.733333333333333,"core"
4580,69058,9,0.6,"core"
4580,69127,1,0.0666666666666667,"trans"
4590,3010,14,0.933333333333333,"core"
4590,3021,2,0.133333333333333,"trans"
4590,3321,3,0.2,"trans"
4590,3403,3,0.2,"trans"
4590,3420,14,0.933333333333333,"core"
4590,3429,15,1,"core"
4590,4010,7,0.466666666666667,"core"
4590,4027,3,0.2,"trans"
4590,4028,2,0.133333333333333,"trans"
4590,4077,8,0.533333333333333,"core"
4590,4105,6,0.4,"core"
4590,4928,1,0.0666666666666667,"trans"
4590,6079,3,0.2,"trans"
4590,6123,2,0.133333333333333,"trans"
4590,6133,1,0.0666666666666667,"trans"
4590,6900,2,0.133333333333333,"trans"
4590,6901,1,0.0666666666666667,"trans"
4590,11003,15,1,"core"
4590,11010,6,0.4,"core"
4590,11033,15,1,"core"
4590,11045,8,0.533333333333333,"core"
4590,11081,6,0.4,"core"
4590,11085,4,0.266666666666667,"trans"
4590,11270,14,0.933333333333333,"core"
4590,14075,15,1,"core"
4590,14082,9,0.6,"core"
4590,14138,3,0.2,"trans"
4590,14156,15,1,"core"
4590,14179,1,0.0666666666666667,"trans"
4590,14185,15,1,"core"
4590,14199,15,1,"core"
4590,14902,15,1,"core"
4590,17008,4,0.266666666666667,"trans"
4590,17015,1,0.0666666666666667,"trans"
4590,17016,6,0.4,"core"
4590,17045,5,0.333333333333333,"trans"
4590,17211,7,0.466666666666667,"core"
4590,17216,1,0.0666666666666667,"trans"
4590,17303,13,0.866666666666667,"core"
4590,17322,3,0.2,"trans"
4590,17903,11,0.733333333333333,"core"
4590,33002,13,0.866666666666667,"core"
4590,33006,15,1,"core"
4590,33012,14,0.933333333333333,"core"
4590,33029,8,0.533333333333333,"core"
4590,33111,12,0.8,"core"
4590,33119,11,0.733333333333333,"core"
4590,33209,2,0.133333333333333,"trans"
4590,44035,8,0.533333333333333,"core"
4590,44060,14,0.933333333333333,"core"
4590,45041,5,0.333333333333333,"trans"
4590,45042,6,0.4,"core"
4590,45113,3,0.2,"trans"
4590,45121,2,0.133333333333333,"trans"
4590,45218,1,0.0666666666666667,"trans"
4590,47017,1,0.0666666666666667,"trans"
4590,50073,3,0.2,"trans"
4590,50902,3,0.2,"trans"
4590,53015,13,0.866666666666667,"core"
4590,53027,3,0.2,"trans"
4590,53075,5,0.333333333333333,"trans"
4590,53086,13,0.866666666666667,"core"
4590,58022,3,0.2,"trans"
4590,60003,10,0.666666666666667,"core"
4590,60004,3,0.2,"trans"
4590,60028,10,0.666666666666667,"core"
4590,60059,15,1,"core"
4590,60060,11,0.733333333333333,"core"
4590,60070,1,0.0666666666666667,"trans"
4590,65019,12,0.8,"core"
4590,65022,10,0.666666666666667,"core"
4590,65028,4,0.266666666666667,"trans"
4590,68326,3,0.2,"trans"
4590,68901,8,0.533333333333333,"core"
4590,69019,13,0.866666666666667,"core"
4590,69029,9,0.6,"core"
4590,69041,10,0.666666666666667,"core"
4590,69057,13,0.866666666666667,"core"
4590,69058,15,1,"core"
4590,69127,10,0.666666666666667,"core"
4590,69212,8,0.533333333333333,"core"
4590,69225,15,1,"core"
4590,69229,9,0.6,"core"
4590,69252,15,1,"core"
4590,69253,15,1,"core"
4590,75005,7,0.466666666666667,"core"
4590,75009,1,0.0666666666666667,"trans"
4590,76010,2,0.133333333333333,"trans"
4590,76060,8,0.533333333333333,"core"
4590,76121,1,0.0666666666666667,"trans"
4590,76127,10,0.666666666666667,"core"
4590,76190,2,0.133333333333333,"trans"
4590,76309,2,0.133333333333333,"trans"
4590,79130,1,0.0666666666666667,"trans"
4590,85008,1,0.0666666666666667,"trans"
4590,85015,10,0.666666666666667,"core"
4590,85020,15,1,"core"
4590,85170,9,0.6,"core"
4590,85206,12,0.8,"core"
4590,85902,11,0.733333333333333,"core"
4590,87011,2,0.133333333333333,"trans"
4590,87014,3,0.2,"trans"
4590,87018,4,0.266666666666667,"trans"
4590,89003,15,1,"core"
4590,89024,10,0.666666666666667,"core"
4590,89027,11,0.733333333333333,"core"
4590,89040,15,1,"core"
4590,89070,4,0.266666666666667,"trans"
4590,89071,5,0.333333333333333,"trans"
4590,89908,5,0.333333333333333,"trans"
4590,89910,14,0.933333333333333,"core"
4590,91003,1,0.0666666666666667,"trans"
4590,91015,1,0.0666666666666667,"trans"
4590,91023,1,0.0666666666666667,"trans"
4590,92001,7,0.466666666666667,"core"
4590,92042,1,0.0666666666666667,"trans"
4590,92051,8,0.533333333333333,"core"
4590,92901,4,0.266666666666667,"trans"
4600,6079,2,0.133333333333333,"trans"
4600,6133,4,0.266666666666667,"trans"
4600,6901,4,0.266666666666667,"trans"
4610,2001,15,1,"core"
4610,2007,11,0.733333333333333,"core"
4610,2020,15,1,"core"
4610,2025,13,0.866666666666667,"core"
4610,2028,10,0.666666666666667,"core"
4610,2033,15,1,"core"
4610,2035,6,0.4,"core"
4610,2036,15,1,"core"
4610,2038,7,0.466666666666667,"core"
4610,2039,15,1,"core"
4610,2048,15,1,"core"
4610,2051,8,0.533333333333333,"core"
4610,2052,13,0.866666666666667,"core"
4610,2053,12,0.8,"core"
4610,2054,3,0.2,"trans"
4610,2063,14,0.933333333333333,"core"
4610,2066,6,0.4,"core"
4610,2068,1,0.0666666666666667,"trans"
4610,2072,15,1,"core"
4610,2111,15,1,"core"
4610,2142,1,0.0666666666666667,"trans"
4610,2205,15,1,"core"
4610,2207,9,0.6,"core"
4610,2211,14,0.933333333333333,"core"
4610,2212,14,0.933333333333333,"core"
4610,2218,10,0.666666666666667,"core"
4610,7001,13,0.866666666666667,"core"
4610,7002,4,0.266666666666667,"trans"
4610,7007,15,1,"core"
4610,7016,11,0.733333333333333,"core"
4610,7022,15,1,"core"
4610,7026,15,1,"core"
4610,25021,2,0.133333333333333,"trans"
4610,25905,1,0.0666666666666667,"trans"
4610,27004,5,0.333333333333333,"trans"
4610,27007,12,0.8,"core"
4610,27041,12,0.8,"core"
4610,27044,7,0.466666666666667,"core"
4610,27045,15,1,"core"
4610,27048,15,1,"core"
4610,27051,15,1,"core"
4610,27117,11,0.733333333333333,"core"
4610,34001,15,1,"core"
4610,34023,11,0.733333333333333,"core"
4610,34036,9,0.6,"core"
4610,34050,13,0.866666666666667,"core"
4610,34057,14,0.933333333333333,"core"
4610,34077,14,0.933333333333333,"core"
4610,35021,15,1,"core"
4610,35022,15,1,"core"
4610,35028,14,0.933333333333333,"core"
4610,35037,15,1,"core"
4610,35041,15,1,"core"
4610,35115,11,0.733333333333333,"core"
4610,36014,4,0.266666666666667,"trans"
4610,36017,14,0.933333333333333,"core"
4610,36032,8,0.533333333333333,"core"
4610,36033,1,0.0666666666666667,"trans"
4610,38003,13,0.866666666666667,"core"
4610,38004,3,0.2,"trans"
4610,38006,7,0.466666666666667,"core"
4610,38007,9,0.6,"core"
4610,38013,15,1,"core"
