"xllcorner","yllcorner","cellsize","nrows","ncols","band","units","scale","latitude","longitude","site","product","start","end","complete","modis_date","calendar_date","tile","proc_date","pixel","value"
"-6204915.63","4818452.22","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.33333,-76.71667," 10","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h12v04","2015190122258",1,7906
"-6204915.63","4818452.22","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.33333,-76.71667," 10","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h12v04","2015190223549",1,8459
"-6204915.63","4818452.22","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.33333,-76.71667," 10","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h12v04","2015191095942",1,8808
"-6204915.63","4818452.22","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.33333,-76.71667," 10","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h12v04","2015192135920",1,7725
"-6204915.63","4818452.22","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.33333,-76.71667," 10","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h12v04","2015192141938",1,8605
"-6247772.03","4812892.46","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.28333,-77.18333," 11","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h12v04","2015189212107",1,5263
"-6247772.03","4812892.46","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.28333,-77.18333," 11","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h12v04","2015190122258",1,1567
"-6247772.03","4812892.46","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.28333,-77.18333," 11","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h12v04","2015190223549",1,3440
"-6247772.03","4812892.46","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.28333,-77.18333," 11","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h12v04","2015191095942",1,8557
"-6247772.03","4812892.46","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.28333,-77.18333," 11","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h12v04","2015192135920",1,427
"-6247772.03","4812892.46","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",43.28333,-77.18333," 11","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h12v04","2015192141938",1,1837
"-6388155.70","4531198.37","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.75,-75.83333," 12","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h12v04","2015189212107",1,6856
"-6388155.70","4531198.37","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.75,-75.83333," 12","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h12v04","2015190122258",1,7617
"-6388155.70","4531198.37","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.75,-75.83333," 12","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h12v04","2015190223549",1,8461
"-6388155.70","4531198.37","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.75,-75.83333," 12","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h12v04","2015191095942",1,8534
"-6388155.70","4531198.37","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.75,-75.83333," 12","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h12v04","2015192135920",1,8317
"-6388155.70","4531198.37","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.75,-75.83333," 12","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h12v04","2015192141938",1,8945
"-6389777.35","4529345.08","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.73333,-75.83333," 13","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h12v04","2015189212107",1,6034
"-6389777.35","4529345.08","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.73333,-75.83333," 13","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h12v04","2015190122258",1,5641
"-6389777.35","4529345.08","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.73333,-75.83333," 13","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h12v04","2015190223549",1,5383
"-6389777.35","4529345.08","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.73333,-75.83333," 13","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h12v04","2015191095942",1,6214
"-6389777.35","4529345.08","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.73333,-75.83333," 13","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h12v04","2015192135920",1,6035
"-6389777.35","4529345.08","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",40.73333,-75.83333," 13","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h12v04","2015192141938",1,7181
"-6764597.28","4321781.06","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.86667,-78.13333," 14","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h11v05","2015189212013",1,7512
"-6764597.28","4321781.06","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.86667,-78.13333," 14","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h11v05","2015190121822",1,7991
"-6764597.28","4321781.06","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.86667,-78.13333," 14","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h11v05","2015190221847",1,7951
"-6764597.28","4321781.06","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.86667,-78.13333," 14","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h11v05","2015191092741",1,8099
"-6764597.28","4321781.06","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.86667,-78.13333," 14","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h11v05","2015192140937",1,7867
"-6764597.28","4321781.06","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.86667,-78.13333," 14","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h11v05","2015192140932",1,8203
"-6840812.22","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.5," 15","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h11v05","2015189212013",1,6720
"-6840812.22","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.5," 15","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h11v05","2015190121822",1,9017
"-6840812.22","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.5," 15","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h11v05","2015190221847",1,9148
"-6840812.22","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.5," 15","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h11v05","2015191092741",1,9364
"-6840812.22","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.5," 15","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h11v05","2015192140937",1,9707
"-6840812.22","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.5," 15","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h11v05","2015192140932",1,7366
"-6839422.29","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.48333," 16","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h11v05","2015189212013",1,8302
"-6839422.29","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.48333," 16","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h11v05","2015190121822",1,9214
