"stateroute","ndvi.mean","nbcd.point","nbcd.mean","nbcd.var","file"
4238,0.83549595959596,NA,NA,NA,NA
4239,0.80350396039604,NA,NA,NA,NA
4240,0.860650495049505,NA,NA,NA,NA
4241,0.834702884615385,NA,NA,NA,NA
4251,0.857083838383838,NA,NA,NA,NA
4252,0.878693137254902,NA,NA,NA,NA
4255,0.841622857142857,NA,NA,NA,NA
4301,0.500901111111111,NA,NA,NA,NA
4302,0.594931818181818,NA,NA,NA,NA
4304,0.754504494382023,NA,NA,NA,NA
4306,0.465044086021505,NA,NA,NA,NA
4307,0.553236559139785,NA,NA,NA,NA
4308,0.647121739130435,NA,NA,NA,NA
4309,0.719757142857143,NA,NA,NA,NA
4310,0.842521739130435,NA,NA,NA,NA
4311,0.493238541666667,NA,NA,NA,NA
4312,0.474560869565217,NA,NA,NA,NA
4313,0.500005494505495,NA,NA,NA,NA
4314,0.717695789473684,NA,NA,NA,NA
4315,0.82511935483871,NA,NA,NA,NA
4319,0.572791397849462,NA,NA,NA,NA
4320,0.738059375,NA,NA,NA,NA
4321,0.823336458333333,NA,NA,NA,NA
4322,0.854740206185567,NA,NA,NA,NA
4326,0.786744897959184,NA,NA,NA,NA
4328,0.79699595959596,NA,NA,NA,NA
4329,0.811445544554455,NA,NA,NA,NA
4330,0.829428282828283,NA,NA,NA,NA
4331,0.852772277227723,NA,NA,NA,NA
4338,0.860842,NA,NA,NA,NA
4340,0.855905102040816,NA,NA,NA,NA
4352,0.873802,NA,NA,NA,NA
4355,0.871108910891089,NA,NA,NA,NA
4401,0.591141304347826,NA,NA,NA,NA
4404,0.79426170212766,NA,NA,NA,NA
4407,0.612892473118279,NA,NA,NA,NA
4408,0.582507692307692,NA,NA,NA,NA
4411,0.454047311827957,NA,NA,NA,NA
4412,0.465071578947368,NA,NA,NA,NA
4413,0.610096590909091,NA,NA,NA,NA
4421,0.78568125,NA,NA,NA,NA
4429,0.810564,NA,NA,NA,NA
4430,0.850777777777778,NA,NA,NA,NA
4438,0.855924242424242,NA,NA,NA,NA
4501,0.61771011235955,NA,NA,NA,NA
4504,0.781952173913043,NA,NA,NA,NA
4508,0.599798901098901,NA,NA,NA,NA
4512,0.425441573033708,NA,NA,NA,NA
4540,0.862307766990291,NA,NA,NA,NA
4608,0.647121739130435,NA,NA,NA,NA
4612,0.425441573033708,NA,NA,NA,NA
4712,0.425441573033708,NA,NA,NA,NA
6001,0.33282794117647,0,0,0,"NBCD_MZ15_BAW_height.tif"
6002,0.377472602739726,0,0,0,"NBCD_MZ15_BAW_height.tif"
6002,0.377472602739726,0,0,0,"NBCD_MZ24_BAW_height.tif"
6003,0.175843835616438,0,0,0,"NBCD_MZ15_BAW_height.tif"
6003,0.175843835616438,0,0,0,"NBCD_MZ24_BAW_height.tif"
6004,0.269606756756757,0,0,0,"NBCD_MZ15_BAW_height.tif"
6004,0.269606756756757,0,0,0,"NBCD_MZ24_BAW_height.tif"
6005,0.280284931506849,0,0,0,"NBCD_MZ15_BAW_height.tif"
6005,0.280284931506849,0,0,0,"NBCD_MZ24_BAW_height.tif"
6006,0.185136329376897,0,0,0,"NBCD_MZ13_BAW_height.tif"
6007,0.307053521126761,0,0,0,"NBCD_MZ15_BAW_height.tif"
6008,0.319827397260274,0,0,0,"NBCD_MZ15_BAW_height.tif"
6009,0.41301422143975,84,71.1666666666667,1221.76666666667,"NBCD_MZ15_BAW_height.tif"
6010,0.174190410958904,0,0,0,"NBCD_MZ15_BAW_height.tif"
6010,0.174190410958904,0,0,0,"NBCD_MZ24_BAW_height.tif"
6011,0.360907042253521,0,0,0,"NBCD_MZ15_BAW_height.tif"
6011,0.360907042253521,0,20.6666666666667,1065.06666666667,"NBCD_MZ24_BAW_height.tif"
6012,0.195176176535329,0,0,0,"NBCD_MZ13_BAW_height.tif"
6013,0.233567063633484,0,0,0,"NBCD_MZ14_BAW_height.tif"
6014,0.409856338028169,0,0,0,"NBCD_MZ15_BAW_height.tif"
6015,0.50145,146,155.571428571429,114.952380952381,"NBCD_MZ15_BAW_height.tif"
6016,0.276885294117647,0,0,0,"NBCD_MZ15_BAW_height.tif"
6016,0.276885294117647,0,0,0,"NBCD_MZ24_BAW_height.tif"
6017,0.303830985915493,0,0,0,"NBCD_MZ15_BAW_height.tif"
6017,0.303830985915493,54,50,828.5,"NBCD_MZ24_BAW_height.tif"
6018,0.232962559284277,0,0,0,"NBCD_MZ14_BAW_height.tif"
6019,0.17114197044335,0,0,0,"NBCD_MZ14_BAW_height.tif"
6020,0.298438571428572,0,0,0,"NBCD_MZ14_BAW_height.tif"
6020,0.298438571428572,0,0,0,"NBCD_MZ15_BAW_height.tif"
6021,0.275616901408451,0,0,0,"NBCD_MZ14_BAW_height.tif"
6021,0.275616901408451,0,0,0,"NBCD_MZ15_BAW_height.tif"
6022,0.415512676056338,145,127.833333333333,142.166666666667,"NBCD_MZ15_BAW_height.tif"
6023,0.497122535211268,75,78.1666666666667,1871.76666666667,"NBCD_MZ15_BAW_height.tif"
6024,0.257874251336898,0,0,0,"NBCD_MZ14_BAW_height.tif"
6025,0.164644287091886,0,0,0,"NBCD_MZ14_BAW_height.tif"
6026,0.187712044681884,0,26,812.4,"NBCD_MZ14_BAW_height.tif"
6026,0.187712044681884,0,0,0,"NBCD_MZ15_BAW_height.tif"
6027,0.298395652173913,0,0,0,"NBCD_MZ14_BAW_height.tif"
6027,0.298395652173913,0,0,0,"NBCD_MZ15_BAW_height.tif"
6028,0.289268115942029,0,0,0,"NBCD_MZ25_BAW_height.tif"
6029,0.222805882352941,0,0,0,"NBCD_MZ15_BAW_height.tif"
6029,0.222805882352941,0,0,0,"NBCD_MZ25_BAW_height.tif"
6030,0.169214055236533,0,0,0,"NBCD_MZ14_BAW_height.tif"
6030,0.169214055236533,0,0,0,"NBCD_MZ15_BAW_height.tif"
6031,0.394504225352113,0,7.85714285714286,432.142857142857,"NBCD_MZ25_BAW_height.tif"
6032,0.392627536231884,0,0,0,"NBCD_MZ25_BAW_height.tif"
6033,0.316314705882353,0,0,0,"NBCD_MZ25_BAW_height.tif"
6051,0.323043243243243,0,0,0,"NBCD_MZ15_BAW_height.tif"
6052,0.410389189189189,201,196.666666666667,113.466666666667,"NBCD_MZ15_BAW_height.tif"
6053,0.181630666666667,0,0,0,"NBCD_MZ15_BAW_height.tif"
6053,0.181630666666667,0,0,0,"NBCD_MZ23_BAW_height.tif"
6054,0.199812,0,0,0,"NBCD_MZ15_BAW_height.tif"
6054,0.199812,0,0,0,"NBCD_MZ24_BAW_height.tif"
6055,0.237818918918919,0,0,0,"NBCD_MZ15_BAW_height.tif"
6055,0.237818918918919,0,0,0,"NBCD_MZ24_BAW_height.tif"
6056,0.200683881433882,0,0,0,"NBCD_MZ13_BAW_height.tif"
6057,0.2719125,0,0,0,"NBCD_MZ14_BAW_height.tif"
6057,0.2719125,0,0,0,"NBCD_MZ15_BAW_height.tif"
