"AOU","NDVI.min","NDVI.max","NDVI.mean"
4480,0.15530996,0.75399552,0.36346481803531
4813,0.17455044,0.782944017094017,0.416499712925463
3960,0.137911295738311,0.68154726,0.39390988652119
4070,0.246444927536232,0.894318433333333,0.609328986757197
4130,0.17455044,0.92608274,0.636689024349138
4310,0.249138458345976,0.890588508186609,0.653230993123915
4320,0.17455044,0.81518164,0.583879047825969
4620,0.17455044,0.92608274,0.64674529807872
4640,0.246444927536232,0.91611998,0.522745906536005
4691,0.17455044,0.755821367521367,0.451219559088967
4780,0.227325973333333,0.92608274,0.719568166820637
5011,0.137911295738311,0.935068772378124,0.52949588207213
5080,0.156670306061013,0.908631297784061,0.530986873148683
5210,0.289467579908676,0.92765154,0.723241194767538
5330,0.227325973333333,0.935068772378124,0.698955912062175
5650,0.246444927536232,0.689196444444444,0.327808179064487
5690,0.227325973333333,0.806014912280702,0.578299338758858
5880,0.179627286666667,0.92608274,0.625945112996007
5910,0.205376960784314,0.605661693333333,0.360469110767862
5960,0.190248005089238,0.92608274,0.694760535723865
6070,0.15530996,0.92608274,0.69269520841385
6090,0.246444927536232,0.521529901960784,0.352753586973071
6150,0.15530996,0.92608274,0.646035518021657
6270,0.17455044,0.935068772378124,0.711792601637253
6292,0.179627286666667,0.81518164,0.463844988750487
6320,0.308044761904762,0.92608274,0.704373186207435
6440,0.19593772,0.806014912280702,0.492086274074944
6510,0.246444927536232,0.50155619047619,0.410974647654241
6640,0.246444927536232,0.597972888888889,0.448681702976491
6650,0.179627286666667,0.92608274,0.740571269283929
6880,0.308044761904762,0.493364351851852,0.366165800580856
6900,0.308044761904762,0.50155619047619,0.367236530727677
7260,0.308044761904762,0.931773733333333,0.762446558699367
7280,0.306846396396396,0.935068772378124,0.781255224276107
7300,0.306846396396396,0.908631297784061,0.522234056428086
7340,0.246444927536232,0.411158215962441,0.383582826871769
7380,0.17455044,0.917794086666667,0.633272903226091
7430,0.19593772,0.924258513333333,0.52543791708484
7590,0.19593772,0.935068772378124,0.761569837821207
7670,0.17455044,0.92608274,0.518115386983898
3120,0.308044761904762,0.92608274,0.708554953183577
6430,0.161565650702409,0.411158215962441,0.320495142800077
6460,0.306846396396396,0.92608274,0.734020310496201
7331,0.17455044,0.718884474885845,0.357518129879349
7170,0.193189488375768,0.841927705627706,0.46505478996742
7680,0.17455044,0.91611998,0.531722774091007
4920,0.17455044,0.718884474885845,0.397594430082444
5040,0.137911295738311,0.605661693333333,0.311172815204035
5400,0.15530996,0.930894325160189,0.582792728090715
7080,0.156670306061013,0.394440579710145,0.276500823910341
4970,0.161565650702409,0.935068772378124,0.559396158459587
4110,0.161565650702409,0.394440579710145,0.300750805887048
4300,0.134497646269581,0.544056481481481,0.284904053898667
7070,0.174729901960784,0.624529223744292,0.330593326424409
5050,0.174729901960784,0.710225883040936,0.354421759184566
6330,0.134497646269581,0.868521052631579,0.475361060867427
5920,0.161565650702409,0.394440579710145,0.287333029180927
4960,0.174729901960784,0.60760386,0.504923377471
5990,0.134497646269581,0.92608274,0.695139459739993
4660,0.161565650702409,0.930894325160189,0.823203396347626
4250,0.134497646269581,0.80644316872428,0.447114108636112
7110,0.134497646269581,0.320309975351303,0.151918608391049
4710,0.161565650702409,0.60760386,0.476712741787624
5760,0.299018357487923,0.394440579710145,0.364182969864274
5940,0.174729901960784,0.60760386,0.415720727768691
4870,0.174729901960784,0.605661693333333,0.327360151172754
6000,0.249362786666667,0.493225753333333,0.358090064217602
4720,0.299018357487923,0.394440579710145,0.348303963424284
2960,0.394440579710145,0.511196186666667,0.437576455529791
4410,0.327526470588235,0.394440579710145,0.37503372198671
4451,0.394440579710145,0.394440579710145,0.394440579710145
4510,0.394440579710145,0.394440579710145,0.394440579710145
4550,0.394440579710145,0.493364351851852,0.395708833199141
4580,0.219837806666667,0.885810346666667,0.61921979344108
4820,0.327526470588235,0.394440579710145,0.380993997978938
3975,0.394440579710145,0.394440579710145,0.394440579710145
5780,0.174729901960784,0.662912280701754,0.385154608338149
5740,0.134497646269581,0.320309975351303,0.169856294063637
5100,0.190248005089238,0.935068772378124,0.615438954572408
6340,0.179627286666667,0.677175033333333,0.36293130247872
3091,0.178399266666667,0.935068772378124,0.645624421863475
4600,0.308044761904762,0.493364351851852,0.355092446441539
5700,0.327526470588235,0.365163809523809,0.327769684410113
6560,0.306846396396396,0.92608274,0.680197710938395
7480,0.327526470588235,0.935068772378124,0.807991108876595
7490,0.308044761904762,0.935068772378124,0.693770167874636
4590,0.246444927536232,0.935068772378124,0.760891187790325
2930,0.174729901960784,0.605661693333333,0.296780054709292
7540,0.227325973333333,0.9236541,0.687463051398612
5180,0.28772446,0.908631297784061,0.637635879831823
5900,0.227325973333333,0.890588508186609,0.559195536706847
4430,0.316694685990338,0.856452,0.609638990606455
6010,0.249362786666667,0.846635633333333,0.613376616161531
6580,0.756744111031734,0.9227033,0.868998674840249
6590,0.651776939986492,0.935068772378124,0.896008245850617
2920,0.471122026604069,0.92608274,0.753582313635382
2940,0.190248005089238,0.92608274,0.604273546608449
4080,0.306846396396396,0.841121643035307,0.649344603367965
4330,0.419172013333333,0.92608274,0.847794962910083
4641,0.471122026604069,0.92608274,0.800998249226153
4812,0.471122026604069,0.92608274,0.679736114548956
5170,0.471122026604069,0.935068772378124,0.834514037566094
6291,0.471122026604069,0.92608274,0.796453222245449
6450,0.471122026604069,0.935068772378124,0.861709620480672
6800,0.274191111111111,0.92608274,0.762674551313777
7350,0.227325973333333,0.935068772378124,0.860590389034786
7410,0.508035585299235,0.92608274,0.808939519263594
7420,0.508035585299235,0.92608274,0.691555247676283
7580,0.409534156378601,0.935068772378124,0.830252491597536
4240,0.549307333333333,0.92608274,0.799092924042149
4030,0.557716233333333,0.92608274,0.800621052351235
5671,0.409534156378601,0.92608274,0.754779166725844
4750,0.190248005089238,0.917990086890773,0.583165303766693
5420,0.178399266666667,0.935068772378124,0.764367798628126
3970,0.508035585299235,0.740264840182648,0.635269001997736
5850,0.409534156378601,0.9236541,0.726929420900712
4040,0.38983196347032,0.889275816933122,0.646115316800417
4360,0.409534156378601,0.889275816933122,0.682556268288912
4690,0.19593772,0.917794086666667,0.665743929215983
5310,0.427074178403756,0.728114666666667,0.635598029531232
5620,0.134497646269581,0.85879526,0.478391317155696
7330,0.471122026604069,0.885810346666667,0.639432917828536
3990,0.471122026604069,0.882373143961302,0.701044738575184
4340,0.551564270517498,0.890588508186609,0.74699812440892
5911,0.508035585299235,0.862303842105263,0.650275803533418
6690,0.551564270517498,0.92608274,0.853848506624333
6850,0.190248005089238,0.935068772378124,0.773088542335615
7221,0.551564270517498,0.92608274,0.845236544546656
7630,0.665581213333333,0.92608274,0.877963868563075
5540,0.178399266666667,0.92608274,0.768637484958925
2971,0.557716233333333,0.924258513333333,0.84555166078968
7100,0.508035585299235,0.786042222222222,0.664969911072411
4760,0.508035585299235,0.732706666666667,0.608458761365657
5739,0.137911295738311,0.732706666666667,0.546351070378566
5000,0.289132996996997,0.693537179487179,0.624574194876321
4910,0.227325973333333,0.887702373333333,0.584971448045858
2882,0.134497646269581,0.739184813333333,0.39908801666427
4220,0.603372522522522,0.908631297784061,0.849283931418869
4810,0.405045533333333,0.632213333333333,0.501194831874455
5738,0.15530996,0.677175033333333,0.320096416072502
7020,0.15530996,0.795109282700422,0.428372061808174
4680,0.38983196347032,0.92608274,0.791106948053476
5830,0.452734246575342,0.935068772378124,0.731936921142218
5150,0.469728646666667,0.845973033333333,0.711165145116665
4000,0.554562025316456,0.92590282,0.742370315676939
5140,0.41550186,0.935068772378124,0.82147278851898
3090,0.261386013333333,0.711598333333333,0.47446721791447
4840,0.469728646666667,0.927001726666667,0.783814401848904
4689,0.521529901960784,0.857132026666667,0.780086556144114
4679,0.249362786666667,0.857132026666667,0.644346579300898
3920,0.471122026604069,0.916031433333333,0.69199609908888
6050,0.19593772,0.824393023255814,0.475846155450715
4021,0.306846396396396,0.91611998,0.705852587908638
4940,0.45066827309237,0.935068772378124,0.854057012315115
4010,0.469728646666667,0.891559713333333,0.631303606699003
2970,0.469728646666667,0.786021353333333,0.640793716290212
7560,0.290139253333333,0.935068772378124,0.878281179187886
6970,0.52081538,0.681304273504274,0.617108716102564
3089,0.590340990990991,0.622283333333333,0.607376906906907
4865,0.246444927536232,0.469351598173516,0.353992230069898
5077,0.367387037037037,0.802203381642512,0.58980915627221
5380,0.382106910569106,0.824393023255814,0.639759927994773
5390,0.349518986666667,0.562020978087735,0.469871390790261
6290,0.739756206666667,0.935068772378124,0.889351906812206
6570,0.739756206666667,0.935068772378124,0.891991908219192
4670,0.45066827309237,0.935068772378124,0.873586568428912
5950,0.595453153153153,0.935068772378124,0.884100703007367
4661,0.562279771114234,0.935068772378124,0.894197898780257
5840,0.659393091044127,0.935068772378124,0.882858317337625
4020,0.739756206666667,0.935068772378124,0.901507207267314
6550,0.739756206666667,0.935068772378124,0.899062029878046
6540,0.740661587478897,0.92590282,0.896153797732775
3880,0.461746825396825,0.935068772378124,0.858604631793351
6860,0.739756206666667,0.935068772378124,0.884892777161064
7222,0.739756206666667,0.935068772378124,0.89345715021765
6620,0.739756206666667,0.935068772378124,0.898298908620605
6750,0.702493574297189,0.935068772378124,0.861199870472018
4450,0.389970467432855,0.740532709447415,0.480530124997817
4790,0.671578094376602,0.735263184079602,0.712921322486305
3860,0.389970467432855,0.577636829463114,0.49545941412542
6230,0.389970467432855,0.63294603046824,0.436710810955882
3140,0.389970467432855,0.48123767307424,0.397976362664555
5670,0.816060174232379,0.935068772378124,0.894261974136646
3000,0.469728646666667,0.935068772378124,0.854506401425184
6680,0.571214673333333,0.92608274,0.821250721915719
7351,0.628502326666667,0.887702373333333,0.803669607448404
2881,0.29061688,0.828865853658536,0.645841074928071
5677,0.428989586666667,0.802134924092211,0.53971545552548
3080,0.455118604651163,0.935068772378124,0.68878386976715
2980,0.740465416666667,0.808890573333333,0.771508705325203
5610,0.341809266666667,0.935068772378124,0.796547766681308
6883,0.879417748917749,0.892428138528139,0.885331562377017
7240,0.608186075949367,0.935068772378124,0.871779500141187
5470,0.619830701754386,0.915366713333333,0.830545320984433
3070,0.487726068376068,0.662912280701754,0.584968675963413
3050,0.487726068376068,0.895745213333333,0.629655035241073
4123,0.43509649122807,0.763466666666667,0.619347933482589
5135,0.646332709177103,0.646332709177103,0.646332709177103
5580,0.739756206666667,0.935068772378124,0.885758924582511
4630,0.776098093619177,0.935068772378124,0.882978451068872
6600,0.886698469075966,0.917585782648966,0.899604869510856
6610,0.894418647859422,0.91759017232181,0.902584308325855
6720,0.776098093619177,0.935068772378124,0.903677598317399
6790,0.719991803278689,0.935068772378124,0.887815910868613
7400,0.807702817932342,0.92590282,0.897410935746865
6260,0.776098093619177,0.935068772378124,0.900354810571787
5220,0.494963793333333,0.920410387039642,0.879152698127585
6500,0.776098093619177,0.935068772378124,0.8993364737494
6470,0.776098093619177,0.935068772378124,0.89329380820015
5090,0.892864174592442,0.915620244526828,0.904242209559635
6420,0.739756206666667,0.935068772378124,0.902492310069042
7352,0.8015732,0.869360588972431,0.816647655320279
3875,0.763360996514054,0.861487858414441,0.797895617829138
6700,0.889406079059829,0.889406079059829,0.889406079059829
5480,0.713814155307602,0.935068772378124,0.846780967336472
6780,0.79121422404826,0.931773733333333,0.884707604136449
5450,0.349518986666667,0.824393023255814,0.685754689767974
7000,0.491183141762452,0.824393023255814,0.697258330000772
5871,0.685505833333333,0.685505833333333,0.685505833333333
4447,0.297852736318408,0.480386956521739,0.399020844382489
5012,0.264025714285714,0.854491446666667,0.381543780758801
5491,0.763466666666667,0.853812039666441,0.817404192700309
5660,0.600262073333333,0.806621806666667,0.766119834874449
3180,0.48092388,0.48092388,0.48092388
4100,0.35668922,0.60760386,0.523695366990099
4490,0.48092388,0.543173933333333,0.535193157264957
5030,0.42812188,0.546528713333333,0.483827867654321
5860,0.42812188,0.582657953333333,0.530691264191802
5935,0.42812188,0.546528713333333,0.464352643157895
6121,0.42812188,0.68154726,0.531512161857198
7060,0.42812188,0.60760386,0.515778713716475
4461,0.35668922,0.60760386,0.545938147322404
4830,0.42812188,0.543173933333333,0.513398628571428
7320,0.37193804,0.60760386,0.568405157347249
6122,0.546528713333333,0.546528713333333,0.546528713333333
6300,0.493225753333333,0.605661693333333,0.538445193709677
6660,0.493225753333333,0.605661693333333,0.591619883232323
7315,0.589897486666667,0.589897486666667,0.589897486666667
4882,0.783067593333333,0.783067593333333,0.783067593333333
2973,0.585436813333333,0.808890573333333,0.683106677777778
5680,0.554317466666667,0.72253294,0.70672879989418
