"AOU","NDVI.min","NDVI.max","NDVI.mean"
2890,0.311220187793427,0.924258513333333,0.720618840027241
3131,0.174729901960784,0.935068772378124,0.768187789818553
3160,0.134497646269581,0.935068772378124,0.679866059705657
3250,0.137911295738311,0.935068772378124,0.690643211624808
3870,0.262443192488263,0.935068772378124,0.76647966428153
3940,0.290139253333333,0.935068772378124,0.805535838224851
4090,0.389970467432855,0.92089994,0.775170659432464
4230,0.43509649122807,0.935068772378124,0.808564859748627
4280,0.511947833333333,0.935068772378124,0.827602192425083
4440,0.29061688,0.935068772378124,0.768988891092306
4520,0.389970467432855,0.935068772378124,0.775407421890063
4560,0.367387037037037,0.935068772378124,0.839271676146572
4610,0.37193804,0.935068772378124,0.824045454934198
4650,0.568541553333333,0.91908208216251,0.82409505055117
4770,0.311220187793427,0.935068772378124,0.804843831377803
4880,0.190248005089238,0.935068772378124,0.804518009781915
4930,0.161565650702409,0.935068772378124,0.779942866281974
4950,0.161565650702409,0.935068772378124,0.712333283267109
4980,0.161565650702409,0.935068772378124,0.730263275774352
5010,0.174729901960784,0.935068772378124,0.733671880728717
5110,0.29061688,0.935068772378124,0.788960806664119
5190,0.134497646269581,0.935068772378124,0.667743041824868
5290,0.178399266666667,0.935068772378124,0.834267975041593
5460,0.22899298,0.93065122,0.659420111192522
5600,0.17455044,0.935068772378124,0.800758747559819
5630,0.45066827309237,0.930894325160189,0.801369869550105
5870,0.450263263777448,0.930894325160189,0.793094546285488
5930,0.193189488375768,0.931773733333333,0.768891649359041
5970,0.161565650702409,0.883837353333333,0.727413709097019
5980,0.222880952380952,0.935068772378124,0.819754417103013
6040,0.311220187793427,0.929887166666667,0.70669105341877
6080,0.547704899769374,0.935068772378124,0.862701122117089
6100,0.219837806666667,0.892428138528139,0.769839821294456
6110,0.299018357487923,0.935068772378124,0.754401869631213
6130,0.161565650702409,0.935068772378124,0.777582535885157
6170,0.161565650702409,0.935068772378124,0.729376799159229
6240,0.45066827309237,0.935068772378124,0.863754931423684
6280,0.493225753333333,0.935068772378124,0.827111711962982
6310,0.389970467432855,0.898537763255939,0.767847709747109
6710,0.450263263777448,0.931773733333333,0.784016366686862
6730,0.389970467432855,0.9222377,0.798379311583269
6810,0.161565650702409,0.935068772378124,0.826596602066056
6830,0.19593772,0.92608274,0.775755781284597
6882,0.134497646269581,0.935068772378124,0.7156397975828
7030,0.134497646269581,0.925234146666667,0.666701562689488
7050,0.343839173333333,0.935068772378124,0.788684121692921
7180,0.389970467432855,0.91908208216251,0.773820564039262
7310,0.450263263777448,0.925234146666667,0.804093000943329
7360,0.37193804,0.88913972,0.777166017715864
7510,0.134497646269581,0.91908208216251,0.763154642180642
7550,0.547704899769374,0.935068772378124,0.838828688454339
7610,0.178399266666667,0.935068772378124,0.79343617126579
7660,0.394440579710145,0.935068772378124,0.797606672403478
4060,0.311220187793427,0.935068772378124,0.767160218223065
5060,0.316694685990338,0.915590409386,0.775916023126888
6480,0.48123767307424,0.935068772378124,0.803177519859612
6770,0.582107705612958,0.915590409386,0.824777780703284
6840,0.582107705612958,0.91908208216251,0.828779432912377
7270,0.227325973333333,0.935068772378124,0.790198750281803
4050,0.48123767307424,0.935068772378124,0.822391058595519
4120,0.357300483091787,0.935068772378124,0.82639984530684
7210,0.190248005089238,0.935068772378124,0.775142210482563
22860,0.174729901960784,0.855259210526316,0.682977560848943
4740,0.134497646269581,0.93065122,0.480354547486877
5810,0.178399266666667,0.935068772378124,0.835694550052491
6190,0.409534156378601,0.935068772378124,0.85706997047927
6220,0.134497646269581,0.872333814778751,0.509899242689077
6370,0.553036713679316,0.895967906666667,0.763408941982326
6630,0.511196186666667,0.904993373333333,0.81585006398548
3930,0.246444927536232,0.935068772378124,0.776585649490651
5520,0.15530996,0.892428138528139,0.490955524947802
6120,0.161565650702409,0.935068772378124,0.609796407080169
6140,0.178399266666667,0.935068772378124,0.811658739442071
6160,0.190248005089238,0.935068772378124,0.726386467139109
6740,0.46261462,0.935068772378124,0.869832194404917
3260,0.35668922,0.915590409386,0.719375130599312
7040,0.290139253333333,0.935068772378124,0.840550461660019
4900,0.450263263777448,0.915590409386,0.730478458470204
6380,0.582107705612958,0.87960794,0.80059154853316
7290,0.554476212468418,0.84430686,0.76496765394542
6360,0.500831481481481,0.935068772378124,0.869738232869085
6760,0.582107705612958,0.919870152946469,0.842236743918985
6390,0.600529043467712,0.91908208216251,0.832513541258941
3100,0.294461764705882,0.93065122,0.755647274464395
6670,0.675540092475082,0.935068772378124,0.892168413988759
6520,0.161565650702409,0.935068772378124,0.786399216118019
6870,0.483484333333333,0.935068772378124,0.880318491083683
5750,0.592127861575184,0.82688514,0.720690480167366
3200,0.161565650702409,0.827487439613527,0.653281302350571
4881,0.600529043467712,0.86214330341004,0.752903419023071
3950,0.602716799398785,0.793283873259449,0.747014227206483
5070,0.487726068376068,0.935068772378124,0.833527982370743
6410,0.562279771114234,0.91908208216251,0.864827122999571
5130,0.389970467432855,0.790609289594248,0.672723711295486
5500,0.450263263777448,0.790609289594248,0.664268934246499
7250,0.178399266666667,0.935068772378124,0.720406082334222
3190,0.156670306061013,0.740532709447415,0.290385796963937
2950,0.137911295738311,0.493364351851852,0.288902184230782
3850,0.137911295738311,0.83017342,0.435362759892331
4140,0.192265115611068,0.365163809523809,0.280537344340777
4402,0.15530996,0.88987534,0.593809739925539
4470,0.137911295738311,0.919575293333333,0.484468262793868
4540,0.134497646269581,0.894318433333333,0.393669011031928
4860,0.134497646269581,0.935068772378124,0.565635821903289
5120,0.161565650702409,0.868521052631579,0.418907527134482
5730,0.134497646269581,0.799410810810811,0.280267184765528
5800,0.192265115611068,0.786042222222222,0.449336542330466
6200,0.134497646269581,0.732706666666667,0.327160475950653
7120,0.161565650702409,0.411158215962441,0.283822167315606
7130,0.137911295738311,0.60760386,0.30263061933966
7150,0.134497646269581,0.89603638,0.43453476952111
7190,0.17455044,0.92608274,0.530002754863304
7460,0.137911295738311,0.60760386,0.31194551287605
7520,0.156670306061013,0.568541553333333,0.291942449385908
5300,0.190248005089238,0.92608274,0.598617467536565
4290,0.17455044,0.908631297784061,0.450673784052623
4530,0.192265115611068,0.582657953333333,0.351688794146256
4570,0.134497646269581,0.887702373333333,0.406454299547467
3210,0.161565650702409,0.816051741293532,0.51761845401224
