"siteID","year","NDVI"
1,1988,0.564633333333333
4,1988,0.775133333333333
5,1988,0.421216666666667
7,1988,0.774783333333333
9,1988,0.722683333333333
10,1988,0.794983333333333
11,1988,0.733033333333333
14,1988,0.809516666666667
17,1988,0.811433333333333
18,1988,0.804916666666667
21,1988,0.4823
24,1988,0.6149
30,1988,0.8032
31,1988,0.807116666666667
32,1988,0.549816666666667
33,1988,0.549816666666667
34,1988,0.784816666666667
35,1988,0.713633333333333
42,1988,0.291266666666667
43,1988,0.320666666666667
46,1988,0.70905
50,1988,0.588379166666667
51,1988,0.788233333333333
52,1988,0.809516666666667
57,1988,0.570266666666667
58,1988,0.591291666666667
59,1988,0.584533333333333
62,1988,0.487041666666667
64,1988,0.487041666666667
65,1988,0.505766666666667
68,1988,0.2273
69,1988,0.2167
71,1988,0.609325
76,1988,0.7942
78,1988,0.681616666666667
82,1988,0.713533333333333
83,1988,0.695966666666667
84,1988,0.748475
86,1988,0.650766666666667
2,1989,0.821116666666667
15,1989,0.875566666666667
27,1989,0.72125
28,1989,0.850358333333333
60,1989,0.55475
70,1989,0.236633333333333
73,1989,0.61385
75,1989,0.558866666666667
79,1989,0.731733333333333
81,1989,0.601833333333333
87,1989,0.592608333333333
89,1989,0.545983333333333
91,1989,0.800295833333333
92,1989,0.68955
93,1989,0.714954166666667
94,1989,0.778533333333333
95,1989,0.669733333333333
96,1989,0.7797
98,1989,0.60475
99,1989,0.6987
100,1989,0.747525
104,1989,0.788908333333333
106,1989,0.849233333333333
107,1989,0.711616666666667
111,1989,0.738166666666667
112,1989,0.640433333333333
113,1989,0.7379
114,1989,0.592916666666667
116,1989,0.779258333333333
117,1989,0.771416666666667
118,1989,0.168608333333333
119,1989,0.338966666666667
120,1989,0.5097
122,1989,0.811633333333333
123,1989,0.811633333333333
124,1989,0.799241666666667
125,1989,0.615433333333333
129,1989,0.537233333333333
135,1989,0.569966666666667
136,1989,0.6866
137,1989,0.697525
138,1989,0.694983333333333
139,1989,0.803883333333333
140,1989,0.803883333333333
3,2009,0.833216666666667
39,2009,0.828879166666667
53,2009,0.7894
72,2009,0.833216666666667
90,2009,0.833216666666667
105,2009,0.7229
171,2009,0.559408333333333
273,2009,0.771233333333333
348,2009,0.7894
359,2009,0.833216666666667
369,2009,0.842216666666667
372,2009,0.2966
373,2009,0.408966666666667
375,2009,0.246633333333333
382,2009,0.346033333333333
385,2009,0.827958333333333
390,2009,0.308533333333333
391,2009,0.6557
392,2009,0.747633333333333
393,2009,0.753175
6,1995,0.725866666666667
12,1995,0.753725
13,1995,0.753108333333333
16,1995,0.825
37,1995,0.778408333333333
47,1995,0.7274
74,1995,0.565983333333333
75,1995,0.561258333333333
96,1995,0.819633333333333
101,1995,0.804716666666667
103,1995,0.583383333333333
110,1995,0.820716666666667
118,1995,0.180766666666667
133,1995,0.683833333333333
141,1995,0.68745
150,1995,0.8159
152,1995,0.7472
155,1995,0.734016666666667
159,1995,0.397341666666667
160,1995,0.577783333333333
163,1995,0.588816666666667
165,1995,0.8359
170,1995,0.713725
182,1995,0.53085
187,1995,0.593841666666667
196,1995,0.743316666666667
203,1995,0.6664
204,1995,0.778866666666667
210,1995,NA
219,1995,NA
221,1995,0.737495833333333
222,1995,0.806333333333333
225,1995,0.811525
227,1995,0.765033333333333
233,1995,0.2103
239,1995,0.697983333333333
251,1995,0.480975
252,1995,0.779233333333333
253,1995,0.69075
254,1995,0.71815
257,1995,0.8152
262,1995,0.846916666666667
268,1995,0.725966666666667
271,1995,0.774116666666667
274,1995,0.66625
282,1995,0.808683333333333
286,1995,0.778408333333333
292,1995,0.724783333333333
293,1995,0.78015
300,1995,0.774083333333333
304,1995,0.739175
311,1995,0.77695
319,1995,0.774191666666667
322,1995,0.758683333333333
323,1995,0.763808333333333
324,1995,0.7251
325,1995,0.768933333333333
326,1995,0.71175
327,1995,0.800866666666667
328,1995,0.738091666666667
329,1995,0.738091666666667
330,1995,0.796966666666667
331,1995,0.679216666666667
332,1995,0.41805
333,1995,0.768283333333333
334,1995,0.634966666666667
335,1995,0.815283333333333
336,1995,0.825
337,1995,0.710016666666667
338,1995,0.761633333333333
339,1995,0.7623
340,1995,0.765033333333333
341,1995,0.787166666666667
342,1995,NA
343,1995,0.802366666666667
344,1995,0.79065
345,1995,0.8104
346,1995,0.5789625
347,1995,0.518183333333333
349,1995,0.781441666666667
350,1995,0.0999333333333333
351,1995,0.0999333333333333
352,1995,0.0909166666666667
353,1995,0.0909166666666667
8,1991,0.80815
25,1991,0.744279166666667
97,1991,0.748133333333333
109,1991,0.853383333333333
145,1991,0.808116666666667
147,1991,0.719283333333333
148,1991,0.786425
162,1991,0.724941666666667
183,1991,0.69135
184,1991,0.702833333333333
185,1991,0.702833333333333
186,1991,0.702833333333333
187,1991,0.6122
188,1991,0.822066666666667
190,1991,0.783158333333333
191,1991,0.748133333333333
195,1991,0.633783333333333
205,1991,0.82295
206,1991,0.574
207,1991,0.665783333333333
208,1991,0.814333333333333
211,1991,0.725458333333333
213,1991,0.836216666666667
214,1991,0.8096375
215,1991,0.7869
216,1991,0.776616666666667
217,1991,0.776616666666667
218,1991,NA
223,1991,0.752383333333333
224,1991,0.802933333333333
228,1991,0.783516666666667
231,1991,0.7375
232,1991,0.579725
13,1990,0.744766666666667
22,1990,0.751616666666667
27,1990,0.682283333333333
40,1990,0.6662
41,1990,0.6662
45,1990,0.751616666666667
48,1990,0.793266666666667
49,1990,0.583716666666667
56,1990,0.6389
60,1990,0.576316666666667
61,1990,0.583766666666667
63,1990,0.576316666666667
66,1990,0.594266666666667
67,1990,0.594266666666667
98,1990,0.573766666666667
102,1990,0.709916666666667
115,1990,0.488666666666667
126,1990,0.559183333333333
127,1990,0.566741666666667
128,1990,0.570675
130,1990,0.583766666666667
131,1990,0.583766666666667
132,1990,0.576316666666667
142,1990,0.4611
143,1990,0.803683333333333
144,1990,0.783633333333333
149,1990,0.783829166666667
151,1990,0.496283333333333
154,1990,0.5831
156,1990,0.657466666666667
158,1990,0.455733333333333
159,1990,0.37925
161,1990,0.754166666666667
164,1990,0.778733333333333
165,1990,0.859191666666667
166,1990,0.785516666666667
167,1990,0.374616666666667
168,1990,0.563075
169,1990,0.610833333333333
170,1990,0.756708333333333
172,1990,0.61185
175,1990,0.831391666666667
178,1990,0.3162
179,1990,0.79285
180,1990,NA
19,1993,0.358775
20,1993,0.380483333333333
26,1993,0.74665
77,1993,0.826133333333333
141,1993,0.682841666666667
171,1993,0.613241666666667
173,1993,0.596070833333333
189,1993,0.745866666666667
192,1993,0.612766666666667
230,1993,0.749033333333333
234,1993,0.826133333333333
236,1993,0.723366666666667
237,1993,0.763066666666667
238,1993,0.732025
252,1993,0.743316666666667
254,1993,0.658133333333333
256,1993,0.7618
261,1993,0.768583333333333
265,1993,0.653333333333333
269,1993,0.723366666666667
272,1993,0.816416666666667
275,1993,0.746233333333333
277,1993,0.746979166666667
280,1993,0.837616666666667
284,1993,0.676583333333333
287,1993,0.807716666666667
290,1993,0.830866666666667
291,1993,0.82415
294,1993,0.530625
295,1993,0.403566666666667
296,1993,0.403566666666667
19,1992,0.407875
29,1992,0.794116666666667
38,1992,0.7768
44,1992,0.533208333333333
55,1992,0.76905
109,1992,0.805183333333333
146,1992,0.69025
174,1992,0.765366666666667
176,1992,0.739366666666667
181,1992,0.486333333333333
193,1992,0.522016666666667
195,1992,0.588616666666667
197,1992,NA
198,1992,0.783383333333333
199,1992,0.44455
212,1992,0.77235
226,1992,0.519841666666667
235,1992,0.760366666666667
240,1992,0.77685
241,1992,0.778391666666667
242,1992,0.789916666666667
243,1992,0.7823
244,1992,0.810316666666667
248,1992,0.819716666666667
249,1992,0.522916666666667
250,1992,0.538833333333333
255,1992,0.782208333333333
258,1992,0.727491666666667
259,1992,0.77685
260,1992,0.774558333333333
261,1992,0.74275
263,1992,0.761033333333333
264,1992,0.792383333333333
266,1992,0.408966666666667
23,2006,0.787283333333333
108,2006,0.799116666666667
177,2006,0.19155
194,2006,0.799283333333333
247,2006,0.842266666666667
381,2006,NA
383,2006,NA
36,1994,0.67195
80,1994,0.6868
88,1994,0.506633333333333
117,1994,0.742
121,1994,0.608533333333333
134,1994,0.757683333333333
152,1994,0.737483333333333
153,1994,0.82105
157,1994,0.772879166666667
200,1994,0.615091666666667
201,1994,0.615091666666667
202,1994,0.723083333333333
220,1994,NA
229,1994,0.7681
246,1994,0.73045
267,1994,0.48725
270,1994,0.750716666666667
276,1994,0.703933333333333
278,1994,0.8055
279,1994,0.759016666666667
281,1994,0.826066666666667
283,1994,0.737266666666667
284,1994,0.699283333333333
285,1994,0.802233333333333
287,1994,0.7858
288,1994,0.7858
289,1994,0.801266666666667
297,1994,0.746466666666667
298,1994,0.813083333333333
299,1994,0.822766666666667
301,1994,0.777125
302,1994,0.782483333333333
303,1994,0.81075
305,1994,0.80945
306,1994,0.703933333333333
307,1994,0.807941666666667
308,1994,0.8055
309,1994,0.737266666666667
310,1994,0.775995833333333
312,1994,0.7858
313,1994,0.7858
314,1994,0.8016
315,1994,0.8016
316,1994,0.8055
317,1994,0.801266666666667
318,1994,0.794166666666667
320,1994,0.3984
321,1994,0.3984
54,2004,0.729783333333333
354,2004,0.7976
356,2004,0.666583333333333
362,2004,NA
365,2004,0.700025
366,2004,0.452
368,2004,0.82885
371,2004,NA
373,2004,0.416666666666667
374,2004,0.424658333333333
375,2004,0.296366666666667
376,2004,0.609866666666667
85,2003,0.589704166666667
355,2003,0.753975
358,2003,NA
360,2003,0.517266666666667
361,2003,0.78405
363,2003,NA
364,2003,0.795525
209,2005,NA
367,2005,0.497566666666667
377,2005,0.550416666666667
379,2005,0.80845
380,2005,0.249108333333333
245,2008,0.808333333333333
357,2008,0.826933333333333
370,2008,0.532516666666667
378,2008,0.66485
389,2008,0.7775
384,2007,0.724358333333333
386,2007,0.381116666666667
387,2007,0.799566666666667
388,2007,0.7852
