"Common_name","Scientific_name","Synonyms","Alt_common_names","SISRecID","genus","species","species_id","aou","english_common_name","sporder","family","nHabitats1","nHabitats2","index","major","marginal","suitable","weighted","Tol","OMI","volume"
"unknown",NA,NA,NA,NA,"Tyrannus","vociferans / verticalis",921,4447,"unid. Cassin's Kingbird / Western Kingbird","Passeriformes","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scissor-tailed Flycatcher","Tyrannus forficatus","","",22700500,"Tyrannus","forficatus",922,4430,"Scissor-tailed Flycatcher","Passeriformes","Tyrannidae",5,8,0.588235294117647,3,0,5,2.375,0.407786415,5.660724618,0.631396854042991
"Loggerhead Shrike","Lanius ludovicianus","","",22705042,"Lanius","ludovicianus",938,6220,"Loggerhead Shrike","Passeriformes","Laniidae",5,9,0.529411764705882,1,1,7,2,1.05339031,2.017336744,2.71029113125786
"Black-capped Vireo","Vireo atricapilla","Vireo atricapillus","",22705159,"Vireo","atricapilla",947,6300,"Black-capped Vireo","Passeriformes","Vireonidae",2,3,0.882352941176471,2,0,1,2.66666666666667,0.057836609,8.349522258,NA
"White-eyed Vireo","Vireo griseus","","",22705188,"Vireo","griseus",949,6310,"White-eyed Vireo","Passeriformes","Vireonidae",4,6,0.705882352941176,1,0,5,2.16666666666667,0.702938989,6.586376949,0.954232946878305
"Bell's Vireo","Vireo bellii","","",22705156,"Vireo","bellii",954,6330,"Bell's Vireo","Passeriformes","Vireonidae",2,5,0.764705882352941,2,0,3,2.4,1.291694438,4.222669913,1.07117658839401
"Grey Vireo","Vireo vicinior","","Gray Vireo",22705209,"Vireo","vicinior",955,6340,"Gray Vireo","Passeriformes","Vireonidae",3,4,0.823529411764706,1,0,3,2.25,0.356276242,8.911199413,0.659136062675569
"Hutton's Vireo","Vireo huttoni","","",22705182,"Vireo","huttoni",956,6320,"Hutton's Vireo","Passeriformes","Vireonidae",1,3,0.882352941176471,2,0,1,2.66666666666667,0.615894614,6.868072898,NA
"Yellow-throated Vireo","Vireo flavifrons","","",22705237,"Vireo","flavifrons",957,6280,"Yellow-throated Vireo","Passeriformes","Vireonidae",1,3,0.882352941176471,2,0,1,2.66666666666667,0.932791643,2.299091888,1.30198259940332
"Cassin's Vireo","Vireo cassinii","","",22705228,"Vireo","cassinii",958,6291,"Cassin's Vireo","Passeriformes","Vireonidae",1,4,0.823529411764706,1,0,3,2.25,0.749449949,5.729187686,0.803022485988993
"Blue-headed Vireo","Vireo solitarius","","",22705234,"Vireo","solitarius",959,6290,"Blue-headed Vireo","Passeriformes","Vireonidae",1,5,0.764705882352941,2,0,3,2.4,0.246896379,1.959275558,0.778621017179198
"Plumbeous Vireo","Vireo plumbeus","","",22705231,"Vireo","plumbeus",962,6292,"Plumbeous Vireo","Passeriformes","Vireonidae",1,2,0.941176470588235,2,0,0,3,0.565566559,8.254016671,1.09635353210071
"Philadelphia Vireo","Vireo philadelphicus","","",22705240,"Vireo","philadelphicus",963,6260,"Philadelphia Vireo","Passeriformes","Vireonidae",1,2,0.941176470588235,1,0,1,2.5,0.257853595,4.490493997,0.452435511040717
"Warbling Vireo","Vireo gilvus","","Eastern Warbling-Vireo",22735122,"Vireo","gilvus",964,6270,"Warbling Vireo","Passeriformes","Vireonidae",2,3,0.882352941176471,2,0,1,2.66666666666667,2.609799781,1.68747922,1.91324990242367
"Red-eyed Vireo","Vireo olivaceus","","",22705243,"Vireo","olivaceus",966,6240,"Red-eyed Vireo","Passeriformes","Vireonidae",2,5,0.764705882352941,2,0,3,2.4,0.195461454,1.258807678,1.99248997310495
"Grey Jay","Perisoreus canadensis","","Gray Jay",22705783,"Perisoreus","canadensis",970,4840,"Gray Jay","Passeriformes","Corvidae",1,2,0.941176470588235,2,0,0,3,1.336927617,5.670291774,1.06371897988895
"Pinyon Jay","Gymnorhinus cyanocephalus","","",22705608,"Gymnorhinus","cyanocephalus",983,4920,"Pinyon Jay","Passeriformes","Corvidae",2,2,0.941176470588235,1,0,1,2.5,0.269656293,10.4031823,0.960615704520903
"Steller's Jay","Cyanocitta stelleri","","",22705614,"Cyanocitta","stelleri",984,4780,"Steller's Jay","Passeriformes","Corvidae",2,5,0.764705882352941,2,0,3,2.4,0.801880717,5.782344834,0.993186086961302
"Blue Jay","Cyanocitta cristata","","",22705611,"Cyanocitta","cristata",985,4770,"Blue Jay","Passeriformes","Corvidae",2,6,0.705882352941176,2,0,4,2.33333333333333,1.241172409,2.085540126,1.77366519073773
"Florida Scrub-jay","Aphelocoma coerulescens","","Florida Scrub Jay, Florida Jay, Florida Scrub-Jay",22705629,"Aphelocoma","coerulescens",986,4790,"Florida Scrub-Jay","Passeriformes","Corvidae",1,1,1,1,0,0,3,NA,NA,NA
"Western Scrub-jay","Aphelocoma californica","Aphelocoma insularis","",103727785,"Aphelocoma","californica",988,4812,"California Scrub-Jay","Passeriformes","Corvidae",3,5,0.764705882352941,1,0,4,2.2,NA,NA,0.104754537051327
"unknown",NA,NA,NA,NA,"Aphelocoma","woodhouseii",989,4813,"Woodhouse's Scrub-Jay","Passeriformes","Corvidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53937606195925
"unknown",NA,NA,NA,NA,"Aphelocoma","californica / woodhouseii",990,4810,"unid. California Scrub-Jay / Woodhouse's Scrub-Jay","Passeriformes","Corvidae",NA,NA,NA,NA,NA,NA,NA,0.545351455,3.937463498,0.0890520634333769
"Clark's Nutcracker","Nucifraga columbiana","","",22705909,"Nucifraga","columbiana",994,4910,"Clark's Nutcracker","Passeriformes","Corvidae",2,3,0.882352941176471,3,0,0,3,0.878514789,10.16766858,0.577858758323618
"Black-billed Magpie","Pica hudsonia","","",103727176,"Pica","hudsonia",995,4750,"Black-billed Magpie","Passeriformes","Corvidae",5,12,0.352941176470588,0,0,12,2,0.623539952,4.558983754,2.02378655879196
"American Crow","Corvus brachyrhynchos","","",22705990,"Corvus","brachyrhynchos",998,4880,"American Crow","Passeriformes","Corvidae",4,8,0.588235294117647,0,0,8,2,1.209005306,0.838861605,2.73734775445446
"Northwestern Crow","Corvus caurinus","","North-western Crow",22705986,"Corvus","caurinus",999,4890,"Northwestern Crow","Passeriformes","Corvidae",4,7,0.647058823529412,5,0,2,2.71428571428571,1.410964561,10.61906564,NA
"Fish Crow","Corvus ossifragus","","",22705993,"Corvus","ossifragus",1002,4900,"Fish Crow","Passeriformes","Corvidae",3,6,0.705882352941176,2,0,4,2.33333333333333,0.723117853,6.913345179,0.756518800236218
"unknown",NA,NA,NA,NA,"Corvus","brachyrhynchos / ossifragus",1003,4881,"unid. American Crow / Fish Crow","Passeriformes","Corvidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813540666357237
"Chihuahuan Raven","Corvus cryptoleucus","","",22706055,"Corvus","cryptoleucus",1005,4870,"Chihuahuan Raven","Passeriformes","Corvidae",3,4,0.823529411764706,1,0,3,2.25,0.241456813,8.290080008,0.592007117759502
"Common Raven","Corvus corax","","Northern Raven, Raven",22706068,"Corvus","corax",1006,4860,"Common Raven","Passeriformes","Corvidae",5,8,0.588235294117647,2,0,6,2.25,2.060004207,2.177977045,2.0225797667464
"unknown",NA,NA,NA,NA,"Corvus","cryptoleucus / corax",1007,4865,"unid. Chihuahuan Raven / Common Raven","Passeriformes","Corvidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396122013758537
"Horned Lark","Eremophila alpestris","","Shore Lark",22717434,"Eremophila","alpestris",1009,4740,"Horned Lark","Passeriformes","Alaudidae",4,8,0.588235294117647,2,0,6,2.25,1.573628981,3.025976013,2.35743003117823
"Purple Martin","Progne subis","","",22712098,"Progne","subis",1010,6110,"Purple Martin","Passeriformes","Hirundinidae",4,10,0.470588235294118,3,0,7,2.3,1.503906491,3.86738481,1.64642457521014
"Tree Swallow","Tachycineta bicolor","","",22712057,"Tachycineta","bicolor",1016,6140,"Tree Swallow","Passeriformes","Hirundinidae",2,4,0.823529411764706,3,0,1,2.75,0.751957794,1.015030322,2.01439358359058
"Violet-green Swallow","Tachycineta thalassina","","",22712077,"Tachycineta","thalassina",1018,6150,"Violet-green Swallow","Passeriformes","Hirundinidae",5,6,0.705882352941176,1,0,5,2.16666666666667,1.454395118,4.086897601,1.22440731628856
"Northern Rough-winged Swallow","Stelgidopteryx serripennis","","",22712152,"Stelgidopteryx","serripennis",1022,6170,"Northern Rough-winged Swallow","Passeriformes","Hirundinidae",3,4,0.823529411764706,3,0,1,2.75,1.869717661,0.134801087,2.80420118087446
"Collared Sand Martin","Riparia riparia","","Sand Martin, Bank Swallow",103815961,"Riparia","riparia",1024,6160,"Bank Swallow","Passeriformes","Hirundinidae",2,5,0.764705882352941,0,0,5,2,1.032134756,1.292370194,1.88347769543853
"Cliff Swallow","Petrochelidon pyrrhonota","Hirundo pyrrhonota","American Cliff Swallow",22712427,"Petrochelidon","pyrrhonota",1025,6120,"Cliff Swallow","Passeriformes","Hirundinidae",4,9,0.529411764705882,0,0,9,2,1.386104338,0.86934939,2.56138999159129
"Cave Swallow","Petrochelidon fulva","Hirundo fulva","",22712435,"Petrochelidon","fulva",1026,6121,"Cave Swallow","Passeriformes","Hirundinidae",4,6,0.705882352941176,1,0,5,2.16666666666667,NA,NA,0.226909875641259
"unknown",NA,NA,NA,NA,"Petrochelidon","pyrrhonota / fulva",1027,6122,"unid. Cave Swallow / Cliff Swallow","Passeriformes","Hirundinidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barn Swallow","Hirundo rustica","","Hirondelle de cheminée, European Swallow, Swallow",22712252,"Hirundo","rustica",1028,6130,"Barn Swallow","Passeriformes","Hirundinidae",4,9,0.529411764705882,0,0,9,2,1.363878198,0.415375433,2.79809327729115
"Carolina Chickadee","Poecile carolinensis","Poecile carolinensis; Parus carolinensis","",22711708,"Poecile","carolinensis",1030,7360,"Carolina Chickadee","Passeriformes","Paridae",4,6,0.705882352941176,1,0,5,2.16666666666667,0.547917033,4.147259975,0.89486672477103
"Black-capped Chickadee","Poecile atricapillus","Poecile atricapillus; Parus atricapillus","",22711716,"Poecile","atricapillus",1031,7350,"Black-capped Chickadee","Passeriformes","Paridae",2,4,0.823529411764706,1,0,3,2.25,0.46827529,1.246585051,1.50466051673853
"Mountain Chickadee","Poecile gambeli","Poecile gambeli; Parus gambeli","",22711724,"Poecile","gambeli",1032,7380,"Mountain Chickadee","Passeriformes","Paridae",2,4,0.823529411764706,2,0,2,2.5,0.660939916,7.338666386,0.711047165328027
"Chestnut-backed Chickadee","Poecile rufescens","Poecile rufescens; Parus rufescens","",22711767,"Poecile","rufescens",1034,7410,"Chestnut-backed Chickadee","Passeriformes","Paridae",3,6,0.705882352941176,2,0,4,2.33333333333333,1.281300137,8.345366743,0.821122713956927
"Boreal Chickadee","Poecile hudsonicus","Poecile hudsonica; Parus hudsonicus","",22711759,"Poecile","hudsonicus",1035,7400,"Boreal Chickadee","Passeriformes","Paridae",1,2,0.941176470588235,1,0,1,2.5,0.997144792,4.798456272,0.402011998175127
"unknown",NA,NA,NA,NA,"Poecile","carolinensis / atricapillus",1037,7352,"unid. Carolina Chickadee / Black-capped Chickadee","Passeriformes","Paridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unknown",NA,NA,NA,NA,"Poecile","atricapillus / gambeli",1038,7353,"unid. Black-capped Chickadee / Mountain Chickadee","Passeriformes","Paridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unknown",NA,NA,NA,NA,"Poecile","sp.",1040,7351,"unid. western chickadee species","Passeriformes","Paridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oak Titmouse","Baeolophus inornatus","","",22711978,"Baeolophus","inornatus",1042,7330,"Oak Titmouse","Passeriformes","Paridae",3,5,0.764705882352941,2,0,3,2.4,0.296572145,5.377123992,NA
"Juniper Titmouse","Baeolophus ridgwayi","","",22729143,"Baeolophus","ridgwayi",1043,7331,"Juniper Titmouse","Passeriformes","Paridae",2,3,0.882352941176471,1,0,2,2.33333333333333,0.219187092,9.211865755,0.694110127959146
"unknown",NA,NA,NA,NA,"Baeolophus","inornatus / ridgwayi",1044,7332,"unid. Oak Titmouse / Juniper Titmouse","Passeriformes","Paridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tufted Titmouse","Baeolophus bicolor","Parus bicolor","",22711983,"Baeolophus","bicolor",1045,7310,"Tufted Titmouse","Passeriformes","Paridae",3,6,0.705882352941176,2,0,4,2.33333333333333,0.753109202,2.971241218,1.47430935170198
"Black-crested Titmouse","Baeolophus atricristatus","Parus atricristatus","",22711989,"Baeolophus","atricristatus",1046,7320,"Black-crested Titmouse","Passeriformes","Paridae",2,4,0.823529411764706,2,0,2,2.5,NA,NA,0.109406661875332
"unknown",NA,NA,NA,NA,"Baeolophus","bicolor / atricristatus",1047,7315,"unid. Tufted Titmouse / Black-crested Titmouse","Passeriformes","Paridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verdin","Auriparus flaviceps","","",22711568,"Auriparus","flaviceps",1048,7460,"Verdin","Passeriformes","Remizidae",3,4,0.823529411764706,2,0,2,2.5,0.507364369,11.46336115,0.290973121717667
"American Bushtit","Psaltriparus minimus","","Bushtit",22712028,"Psaltriparus","minimus",1049,7430,"Bushtit","Passeriformes","Aegithalidae",3,9,0.529411764705882,2,0,7,2.22222222222222,0.683303554,3.887148271,1.10463888956008
"Red-breasted Nuthatch","Sitta canadensis","","",22711196,"Sitta","canadensis",1050,7280,"Red-breasted Nuthatch","Passeriformes","Sittidae",1,2,0.941176470588235,2,0,0,3,1.159722652,2.784074169,1.30367782332317
"White-breasted Nuthatch","Sitta carolinensis","","",22711202,"Sitta","carolinensis",1051,7270,"White-breasted Nuthatch","Passeriformes","Sittidae",2,5,0.764705882352941,2,0,3,2.4,1.157398136,0.298841579,1.85218822134362
"Pygmy Nuthatch","Sitta pygmaea","","",22711170,"Sitta","pygmaea",1052,7300,"Pygmy Nuthatch","Passeriformes","Sittidae",1,2,0.941176470588235,2,0,0,3,0.814490128,6.292457792,0.714744956666454
"Brown-headed Nuthatch","Sitta pusilla","","",103881613,"Sitta","pusilla",1053,7290,"Brown-headed Nuthatch","Passeriformes","Sittidae",1,2,0.941176470588235,1,0,1,2.5,0.234353991,7.710200272,0.488060536432172
"American Treecreeper","Certhia americana","","Brown Creeper, American Tree-Creeper",22711244,"Certhia","americana",1054,7260,"Brown Creeper","Passeriformes","Certhiidae",1,2,0.941176470588235,2,0,0,3,1.329797246,2.331020079,1.17085676890566
"Rock Wren","Salpinctes obsoletus","","",22711332,"Salpinctes","obsoletus",1055,7150,"Rock Wren","Passeriformes","Troglodytidae",2,3,0.882352941176471,2,0,1,2.66666666666667,0.75250512,8.120001094,1.46615881314435
"Canyon Wren","Catherpes mexicanus","Salpinctes mexicanus","",22711335,"Catherpes","mexicanus",1057,7170,"Canyon Wren","Passeriformes","Troglodytidae",2,3,0.882352941176471,2,0,1,2.66666666666667,0.911310131,5.968899111,1.66228089498774
"House Wren","Troglodytes aedon","","",103886826,"Troglodytes","aedon",1060,7210,"House Wren","Passeriformes","Troglodytidae",4,11,0.411764705882353,0,0,11,2,1.306981107,0.69403224,2.00034526742669
"Pacific Wren","Troglodytes pacificus","","",103884879,"Troglodytes","pacificus",1064,7221,"Pacific Wren","Passeriformes","Troglodytidae",3,7,0.647058823529412,2,0,5,2.28571428571429,NA,NA,0.769426984965162
"Winter Wren","Troglodytes hiemalis","","",103885731,"Troglodytes","hiemalis",1065,7222,"Winter Wren","Passeriformes","Troglodytidae",3,7,0.647058823529412,2,0,5,2.28571428571429,NA,NA,0.449236828533266
"Grass Wren","Cistothorus platensis","","",103886997,"Cistothorus","platensis",1067,7240,"Sedge Wren","Passeriformes","Troglodytidae",4,6,0.705882352941176,0,0,6,2,0.31709376,3.998257099,0.459870209984805
"Marsh Wren","Cistothorus palustris","","",22711374,"Cistothorus","palustris",1068,7250,"Marsh Wren","Passeriformes","Troglodytidae",2,4,0.823529411764706,1,0,3,2.25,2.046173846,1.259024811,2.11312779632116
"Carolina Wren","Thryothorus ludovicianus","","",103887192,"Thryothorus","ludovicianus",1069,7180,"Carolina Wren","Passeriformes","Troglodytidae",2,5,0.764705882352941,0,0,5,2,0.752359057,5.488274952,1.35157512456145
"Bewick's Wren","Thryomanes bewickii","","",22711377,"Thryomanes","bewickii",1070,7190,"Bewick's Wren","Passeriformes","Troglodytidae",3,7,0.647058823529412,1,0,6,2.14285714285714,0.887121255,3.411040057,2.62906520183777
"Cactus Wren","Campylorhynchus brunneicapillus","","",22711287,"Campylorhynchus","brunneicapillus",1078,7130,"Cactus Wren","Passeriformes","Troglodytidae",1,2,0.941176470588235,1,0,1,2.5,0.441805607,11.45492416,0.744638546952669
"Blue-grey Gnatcatcher","Polioptila caerulea","","Blue-gray Gnatcatcher",22711581,"Polioptila","caerulea",1089,7510,"Blue-gray Gnatcatcher","Passeriformes","Polioptilidae",4,7,0.647058823529412,2,0,5,2.28571428571429,1.816567859,2.55139806,2.20548423303537
"Black-tailed Gnatcatcher","Polioptila melanura","","",22711588,"Polioptila","melanura",1091,7520,"Black-tailed Gnatcatcher","Passeriformes","Polioptilidae",1,2,0.941176470588235,1,0,1,2.5,0.476056118,13.411497,NA
"Golden-crowned Kinglet","Regulus satrapa","","",22712594,"Regulus","satrapa",1099,7480,"Golden-crowned Kinglet","Passeriformes","Regulidae",1,2,0.941176470588235,1,0,1,2.5,1.327840209,3.95215592,1.0403303630694
"Ruby-crowned Kinglet","Regulus calendula","","",22712567,"Regulus","calendula",1100,7490,"Ruby-crowned Kinglet","Passeriformes","Regulidae",1,2,0.941176470588235,1,0,1,2.5,1.44859251,4.652119373,1.06413506564808
"Wrentit","Chamaea fasciata","","",22716861,"Chamaea","fasciata",1110,7420,"Wrentit","Passeriformes","Sylviidae",1,2,0.941176470588235,1,0,1,2.5,0.368605755,6.19230182,NA
"Eastern Bluebird","Sialia sialis","","",22708550,"Sialia","sialis",1129,7660,"Eastern Bluebird","Passeriformes","Turdidae",4,6,0.705882352941176,2,0,4,2.33333333333333,0.88002471,2.391624807,1.65886739453454
"Western Bluebird","Sialia mexicana","","",22708553,"Sialia","mexicana",1130,7670,"Western Bluebird","Passeriformes","Turdidae",3,4,0.823529411764706,1,0,3,2.25,0.762182329,4.6245175,0.742739054182266
"Mountain Bluebird","Sialia currucoides","","",22708556,"Sialia","currucoides",1131,7680,"Mountain Bluebird","Passeriformes","Turdidae",3,5,0.764705882352941,0,0,5,2,0.875377756,7.374983451,1.02938012653782
"Townsend's Solitaire","Myadestes townsendi","","",22708587,"Myadestes","townsendi",1132,7540,"Townsend's Solitaire","Passeriformes","Turdidae",2,3,0.882352941176471,2,0,1,2.66666666666667,0.822590642,6.44681637,0.77041373679174
"Veery","Catharus fuscescens","","",22708655,"Catharus","fuscescens",1140,7560,"Veery","Passeriformes","Turdidae",1,1,1,1,0,0,3,0.289705173,2.144091534,0.900849276511834
"Grey-cheeked Thrush","Catharus minimus","","Gray-cheeked Thrush",22708658,"Catharus","minimus",1141,7570,"Gray-cheeked Thrush","Passeriformes","Turdidae",3,3,0.882352941176471,1,0,2,2.33333333333333,0.520741779,11.40970053,NA
"Bicknell's Thrush","Catharus bicknelli","","",22728467,"Catharus","bicknelli",1142,7571,"Bicknell's Thrush","Passeriformes","Turdidae",1,1,1,1,0,0,3,0.011927512,5.164850725,0.352953624776984
"Russet-backed Thrush","Catharus ustulatus","","",103881682,"Catharus","ustulatus",1143,7580,"Swainson's Thrush","Passeriformes","Turdidae",4,5,0.764705882352941,0,0,5,2,0.584531802,3.839199171,1.16833583626727
"Hermit Thrush","Catharus guttatus","","",22708667,"Catharus","guttatus",1144,7590,"Hermit Thrush","Passeriformes","Turdidae",1,2,0.941176470588235,2,0,0,3,0.712570889,2.462527232,1.02571967767352
"Wood Thrush","Hylocichla mustelina","Catharus mustelinus","",22708670,"Hylocichla","mustelina",1145,7550,"Wood Thrush","Passeriformes","Turdidae",1,1,1,1,0,0,3,0.42945037,1.895239164,1.28005947518811
"American Robin","Turdus migratorius","","",103889499,"Turdus","migratorius",1158,7610,"American Robin","Passeriformes","Turdidae",3,11,0.411764705882353,1,0,10,2.09090909090909,0.66658442,0.382260359,2.57729372486401
"Varied Thrush","Ixoreus naevius","Ixoreus naevius; Zoothera naevia","",22708385,"Ixoreus","naevius",1160,7630,"Varied Thrush","Passeriformes","Turdidae",1,2,0.941176470588235,2,0,0,3,1.224549813,7.188458665,0.708158470133505
"Grey Catbird","Dumetella carolinensis","","Gray Catbird",22711013,"Dumetella","carolinensis",1165,7040,"Gray Catbird","Passeriformes","Mimidae",3,3,0.882352941176471,1,0,2,2.33333333333333,0.312578421,1.02065407,1.95850501489462
"Curve-billed Thrasher","Toxostoma curvirostre","","",22711115,"Toxostoma","curvirostre",1166,7070,"Curve-billed Thrasher","Passeriformes","Mimidae",3,4,0.823529411764706,2,0,2,2.5,0.490721778,9.367458681,0.567094995370857
"Brown Thrasher","Toxostoma rufum","","",22711099,"Toxostoma","rufum",1168,7050,"Brown Thrasher","Passeriformes","Mimidae",2,2,0.941176470588235,1,0,1,2.5,1.197286772,1.566005782,1.73086150336047
"Long-billed Thrasher","Toxostoma longirostre","","",22711102,"Toxostoma","longirostre",1169,7060,"Long-billed Thrasher","Passeriformes","Mimidae",2,3,0.882352941176471,1,0,2,2.33333333333333,NA,NA,NA
"Bendire's Thrasher","Toxostoma bendirei","","",22711108,"Toxostoma","bendirei",1171,7080,"Bendire's Thrasher","Passeriformes","Mimidae",3,3,0.882352941176471,2,0,1,2.66666666666667,0.259241532,12.36917548,NA
"California Thrasher","Toxostoma redivivum","","",22711124,"Toxostoma","redivivum",1173,7100,"California Thrasher","Passeriformes","Mimidae",1,2,0.941176470588235,1,0,1,2.5,0.198791242,5.440186768,NA
"Crissal Thrasher","Toxostoma crissale","","",22711127,"Toxostoma","crissale",1175,7120,"Crissal Thrasher","Passeriformes","Mimidae",1,3,0.882352941176471,2,0,1,2.66666666666667,0.399966467,12.69391665,NA
"Sage Thrasher","Oreoscoptes montanus","","",22711096,"Oreoscoptes","montanus",1176,7020,"Sage Thrasher","Passeriformes","Mimidae",1,2,0.941176470588235,2,0,0,3,0.282004067,10.25227511,0.61900154382932
"Northern Mockingbird","Mimus polyglottos","","",22711026,"Mimus","polyglottos",1180,7030,"Northern Mockingbird","Passeriformes","Mimidae",3,7,0.647058823529412,2,0,5,2.28571428571429,1.169980826,3.558574725,2.62753063791076
"Common Starling","Sturnus vulgaris","","Etourneau sansonnet, Starling, European Starling",22710886,"Sturnus","vulgaris",1181,4930,"European Starling","Passeriformes","Sturnidae",5,9,0.529411764705882,0,0,9,2,1.11170781,0.403715316,2.76942604553203
"Bohemian Waxwing","Bombycilla garrulus","","Waxwing",22708146,"Bombycilla","garrulus",1184,6180,"Bohemian Waxwing","Passeriformes","Bombycillidae",1,1,1,1,0,0,3,0.517497909,11.25350234,NA
"Cedar Waxwing","Bombycilla cedrorum","","",22708153,"Bombycilla","cedrorum",1185,6190,"Cedar Waxwing","Passeriformes","Bombycillidae",3,3,0.882352941176471,1,0,2,2.33333333333333,0.475384278,0.992599613,1.72041489793605
"unknown",NA,NA,NA,NA,"Bombycilla","garrulus / cedrorum",1186,6185,"unid. Cedar Waxwing / Bohemian Waxwing","Passeriformes","Bombycillidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phainopepla","Phainopepla nitens","","",22708139,"Phainopepla","nitens",1188,6200,"Phainopepla","Passeriformes","Ptiliogonatidae",3,4,0.823529411764706,2,0,2,2.5,0.638405078,10.622066,NA
"House Sparrow","Passer domesticus","","",103818789,"Passer","domesticus",1195,6882,"House Sparrow","Passeriformes","Passeridae",7,18,0,1,0,17,2.05555555555556,0.63021288,0.457469142,2.70722667602955
"Buff-bellied Pipit","Anthus rubescens","","American Pipit",22718575,"Anthus","rubescens",1205,6970,"American Pipit","Passeriformes","Motacillidae",4,6,0.705882352941176,2,0,4,2.33333333333333,0.632122536,9.847776315,NA
"Pine Grosbeak","Pinicola enucleator","","",22720625,"Pinicola","enucleator",1219,5150,"Pine Grosbeak","Passeriformes","Fringillidae",3,5,0.764705882352941,2,0,3,2.4,1.604015665,4.953961862,1.40593538826765
"House Finch","Haemorhous mexicanus","Carpodacus mexicanus","",22720563,"Haemorhous","mexicanus",1222,5190,"House Finch","Passeriformes","Fringillidae",3,7,0.647058823529412,1,0,6,2.14285714285714,1.256900321,0.388422576,2.80305658460166
"Purple Finch","Haemorhous purpureus","Carpodacus purpureus","",22720553,"Haemorhous","purpureus",1223,5170,"Purple Finch","Passeriformes","Fringillidae",2,7,0.647058823529412,0,0,7,2,0.731257847,1.586464137,0.842861600935345
"Cassin's Finch","Haemorhous cassinii","Carpodacus cassinii","",22720560,"Haemorhous","cassinii",1224,5180,"Cassin's Finch","Passeriformes","Fringillidae",1,2,0.941176470588235,0,0,2,2,0.723654562,7.794820872,0.649152109799056
"unknown",NA,NA,NA,NA,"Carpodacus","purpureus / cassinii / mexicanus",1225,5195,"unid. Purple Finch / Cassin's Finch / House Finch","Passeriformes","Fringillidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Crossbill","Loxia curvirostra","","Common Crossbill, Crossbill",22720646,"Loxia","curvirostra",1226,5210,"Red Crossbill","Passeriformes","Fringillidae",1,1,1,1,0,0,3,1.024812837,3.316838001,1.7495777632445
"Two-barred Crossbill","Loxia leucoptera","","White-winged Crossbill",22728944,"Loxia","leucoptera",1227,5220,"White-winged Crossbill","Passeriformes","Fringillidae",1,2,0.941176470588235,2,0,0,3,1.091295027,6.283468676,0.553715147336532
"unknown",NA,NA,NA,NA,"Loxia","curvirostra / leucoptera",1228,5225,"unid. Red Crossbill / White-winged Crossbill","Passeriformes","Fringillidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redpoll","Acanthis flammea","Carduelis flammea","Common Redpoll",22725044,"Acanthis","flammea",1229,5280,"Common Redpoll","Passeriformes","Fringillidae",3,5,0.764705882352941,2,0,3,2.4,0.450611564,11.99522639,NA
"Pine Siskin","Spinus pinus","Carduelis pinus","",22720359,"Spinus","pinus",1233,5330,"Pine Siskin","Passeriformes","Fringillidae",3,5,0.764705882352941,2,0,3,2.4,1.649073427,4.822802414,1.44590601557186
"Lesser Goldfinch","Spinus psaltria","Carduelis psaltria","",22720410,"Spinus","psaltria",1236,5300,"Lesser Goldfinch","Passeriformes","Fringillidae",2,4,0.823529411764706,1,0,3,2.25,0.390222781,3.751377921,1.85242265089408
"Lawrence's Goldfinch","Spinus lawrencei","Carduelis lawrencei","",22720413,"Spinus","lawrencei",1237,5310,"Lawrence's Goldfinch","Passeriformes","Fringillidae",2,4,0.823529411764706,2,0,2,2.5,NA,NA,NA
"American Goldfinch","Spinus tristis","Carduelis tristis","",22720407,"Spinus","tristis",1238,5290,"American Goldfinch","Passeriformes","Fringillidae",4,8,0.588235294117647,0,0,8,2,0.513581978,0.795686837,2.18262859138536
"unknown",NA,NA,NA,22720702,"Coccothraustes","vespertinus",1243,5140,"Evening Grosbeak","Passeriformes","Fringillidae",2,3,0.882352941176471,1,0,2,2.33333333333333,0.579573101,2.383152525,1.12178794218312
"Chestnut-collared Longspur","Calcarius ornatus","","",22721040,"Calcarius","ornatus",1246,5380,"Chestnut-collared Longspur","Passeriformes","Calcariidae",2,2,0.941176470588235,1,0,1,2.5,0.074618588,4.760848747,0.165018196245982
"McCown's Longspur","Rhynchophanes mccownii","Calcarius mccownii","",22721025,"Rhynchophanes","mccownii",1248,5390,"McCown's Longspur","Passeriformes","Calcariidae",1,1,1,1,0,0,3,0.198765184,6.03143367,0.214080601007105
