"stateroute","mean_ndvi","year"
14176,0.665416666666667,2000
14184,0.83,2000
14185,0.854166666666667,2000
14186,0.832083333333333,2000
14188,0.849166666666667,2000
14189,0.792083333333333,2000
14193,0.71875,2000
14201,0.845833333333333,2000
14205,0.784583333333333,2000
14308,0.772916666666667,2000
14404,0.869166666666667,2000
14409,0.8725,2000
14411,0.865,2000
14414,0.835416666666667,2000
14417,0.811666666666667,2000
14418,0.841666666666667,2000
14419,0.877083333333333,2000
14421,0.745416666666667,2000
14422,0.784583333333333,2000
14423,0.684166666666667,2000
14432,0.83125,2000
14434,0.855833333333333,2000
14435,0.868333333333333,2000
17004,0.743333333333333,2000
17008,0.63375,2000
17009,0.75625,2000
17011,0.715,2000
17012,0.71375,2000
17013,0.6875,2000
17016,0.778333333333333,2000
17017,0.743333333333333,2000
17031,0.666666666666667,2000
17032,0.71625,2000
17033,0.653333333333333,2000
17040,0.705,2000
17046,0.811666666666667,2000
17047,0.759583333333333,2000
17052,0.8075,2000
17055,0.595833333333333,2000
17056,0.662916666666667,2000
17057,0.702916666666667,2000
17058,0.70875,2000
17202,0.81375,2000
17203,0.705416666666667,2000
17209,0.755833333333333,2000
17213,0.71125,2000
17216,0.755,2000
17218,0.699583333333333,2000
17221,0.61125,2000
17222,0.822083333333333,2000
17301,0.627916666666667,2000
17302,0.657916666666667,2000
17304,0.770833333333333,2000
17305,0.641666666666667,2000
17308,0.67375,2000
17309,0.78,2000
17312,0.6725,2000
17313,0.68625,2000
17315,0.754166666666667,2000
17316,0.642083333333333,2000
17318,0.661666666666667,2000
17322,0.79375,2000
17351,0.643333333333333,2000
17353,0.770416666666667,2000
17362,0.74625,2000
17367,0.7375,2000
17372,0.75125,2000
18003,0.840833333333333,2000
18008,0.855,2000
18009,0.867916666666667,2000
18012,0.87875,2000
18102,0.8275,2000
21002,0.756666666666667,2000
21003,0.75,2000
21105,0.8225,2000
21108,0.837916666666667,2000
21109,0.811666666666667,2000
25001,0.799166666666667,2000
25002,0.756666666666667,2000
25003,0.745,2000
25004,0.808333333333333,2000
25005,0.7875,2000
25006,0.82375,2000
25009,0.752916666666667,2000
25014,0.75625,2000
25015,0.79375,2000
25017,0.759583333333333,2000
25018,0.807916666666667,2000
25020,0.73375,2000
25021,0.7725,2000
25022,0.759583333333333,2000
25023,0.81,2000
25024,0.745,2000
25025,0.795416666666667,2000
25026,0.730833333333333,2000
25027,0.699583333333333,2000
25028,0.722083333333333,2000
25031,0.764166666666667,2000
25037,0.79,2000
25052,0.78625,2000
25053,0.7925,2000
25062,0.72375,2000
25063,0.80625,2000
25066,0.797083333333333,2000
25067,0.77625,2000
25071,0.765,2000
25073,0.760833333333333,2000
25074,0.75875,2000
25081,0.796666666666667,2000
25084,0.75,2000
25086,0.719583333333333,2000
25087,0.69625,2000
25113,0.791666666666667,2000
25129,0.760833333333333,2000
25132,0.698333333333333,2000
25135,0.729166666666667,2000
25172,0.755416666666667,2000
25175,0.665416666666667,2000
25180,0.62375,2000
27001,0.80875,2000
27007,0.748333333333333,2000
27009,0.794583333333333,2000
27010,0.754583333333333,2000
27014,0.808333333333333,2000
27015,0.839583333333333,2000
27020,0.815833333333333,2000
27021,0.769166666666667,2000
27027,0.830833333333333,2000
27031,0.808333333333333,2000
27032,0.829166666666667,2000
27033,0.805833333333333,2000
27036,0.794166666666667,2000
27041,0.881666666666667,2000
27044,0.815416666666667,2000
27045,0.817916666666667,2000
27046,0.83625,2000
27047,0.821666666666667,2000
27048,0.815416666666667,2000
27050,0.819166666666667,2000
27051,0.745,2000
27054,0.802916666666667,2000
27057,0.81375,2000
27111,0.824583333333333,2000
27123,0.846666666666667,2000
33002,0.845833333333333,2000
33013,0.694166666666667,2000
33014,0.740833333333333,2000
33020,0.681666666666667,2000
33021,0.66875,2000
33025,0.699583333333333,2000
33027,0.7125,2000
33029,0.78875,2000
33111,0.81,2000
33128,0.762916666666667,2000
33208,0.775,2000
33209,0.72875,2000
33212,0.78,2000
33217,0.747916666666667,2000
33218,0.76375,2000
33219,0.807916666666667,2000
33220,0.801666666666667,2000
33222,0.793333333333333,2000
34014,0.820416666666667,2000
34025,0.80375,2000
34038,0.80125,2000
34044,0.817083333333333,2000
34051,0.804166666666667,2000
34060,0.824583333333333,2000
34061,0.828333333333333,2000
34063,0.744166666666667,2000
34065,0.783333333333333,2000
34080,0.81,2000
35016,0.819583333333333,2000
35022,0.825416666666667,2000
35023,0.834166666666667,2000
35035,0.8725,2000
35037,0.84,2000
35038,0.8475,2000
35039,0.8375,2000
35101,0.796666666666667,2000
35117,0.77875,2000
35302,0.850833333333333,2000
35303,0.77125,2000
35306,0.7725,2000
35308,0.76875,2000
35309,0.839583333333333,2000
35312,0.776666666666667,2000
35313,0.792916666666667,2000
35314,0.869166666666667,2000
35315,0.831666666666667,2000
35316,0.770416666666667,2000
36016,0.80875,2000
36028,0.68625,2000
38010,0.759583333333333,2000
38013,0.817916666666667,2000
38014,0.8375,2000
38015,0.8325,2000
38016,0.817916666666667,2000
38017,0.837083333333333,2000
38019,0.79375,2000
38021,0.785833333333333,2000
38027,0.84,2000
38030,0.787083333333333,2000
38035,0.75625,2000
38302,0.827916666666667,2000
38303,0.839166666666667,2000
38304,0.780416666666667,2000
38305,0.782916666666667,2000
38307,0.785833333333333,2000
38310,0.82,2000
38312,0.7975,2000
38313,0.750416666666667,2000
38315,0.68875,2000
38318,0.81875,2000
38323,0.66375,2000
39001,0.772083333333333,2000
39003,0.823333333333333,2000
39006,0.84625,2000
39009,0.837916666666667,2000
39010,0.880416666666667,2000
39021,0.839583333333333,2000
39025,0.845,2000
39026,0.845416666666667,2000
39028,0.840416666666667,2000
39036,0.863333333333333,2000
39044,0.825,2000
39107,0.830833333333333,2000
42015,0.652916666666667,2000
42016,0.80625,2000
42023,0.813333333333333,2000
42027,0.850833333333333,2000
42059,0.825833333333333,2000
42062,0.851666666666667,2000
42101,0.701666666666667,2000
42119,0.842916666666667,2000
42128,0.85125,2000
42137,0.837083333333333,2000
42221,0.842083333333333,2000
44001,0.82375,2000
44003,0.808333333333333,2000
44004,0.739583333333333,2000
44006,0.830416666666667,2000
44007,0.84125,2000
44010,0.802916666666667,2000
44012,0.835416666666667,2000
44013,0.8475,2000
44019,0.824166666666667,2000
44026,0.74375,2000
44031,0.83625,2000
44032,0.85,2000
44033,0.818333333333333,2000
44035,0.820833333333333,2000
44041,0.74125,2000
44050,0.785,2000
44051,0.72875,2000
44056,0.8025,2000
44060,0.825,2000
44117,0.81625,2000
44120,0.774583333333333,2000
46003,0.86875,2000
46004,0.867916666666667,2000
46005,0.865416666666667,2000
46007,0.85,2000
46008,0.8375,2000
46009,0.840416666666667,2000
46011,0.811666666666667,2000
46012,0.852083333333333,2000
46016,0.831666666666667,2000
46017,0.849583333333333,2000
46019,0.8375,2000
46020,0.802916666666667,2000
46022,0.837083333333333,2000
46024,0.835833333333333,2000
46027,0.787916666666667,2000
46028,0.81375,2000
46029,0.804583333333333,2000
46030,0.859166666666667,2000
46031,0.872916666666667,2000
46032,0.758333333333333,2000
46033,0.84,2000
46036,0.79875,2000
46037,0.764166666666667,2000
46041,0.812916666666667,2000
46042,0.697083333333333,2000
46043,0.74625,2000
46044,0.794166666666667,2000
46046,0.782083333333333,2000
46047,0.82875,2000
46048,0.8325,2000
46053,0.869583333333333,2000
46054,0.8975,2000
46055,0.897916666666667,2000
46102,0.866666666666667,2000
46112,0.817083333333333,2000
46121,0.837916666666667,2000
46123,0.844166666666667,2000
46150,0.778333333333333,2000
47001,0.768333333333333,2000
47011,0.800833333333333,2000
47014,0.82875,2000
47015,0.825416666666667,2000
47018,0.872916666666667,2000
47019,0.865416666666667,2000
47021,0.88,2000
47022,0.839583333333333,2000
47102,0.778333333333333,2000
47112,0.845416666666667,2000
49004,0.869166666666667,2000
49012,0.83625,2000
49015,0.832083333333333,2000
49017,0.8325,2000
49018,0.867916666666667,2000
49021,0.8475,2000
49024,0.827916666666667,2000
49035,0.823333333333333,2000
49036,0.787916666666667,2000
49037,0.821666666666667,2000
49038,0.85375,2000
49045,0.83125,2000
49048,0.825,2000
49070,0.824583333333333,2000
49131,0.835833333333333,2000
49165,0.815,2000
49166,0.814166666666667,2000
50001,0.867916666666667,2000
50009,0.815,2000
50027,0.86625,2000
50032,0.858333333333333,2000
50033,0.83625,2000
50034,0.854166666666667,2000
50035,0.83125,2000
50037,0.874583333333333,2000
50042,0.8775,2000
50047,0.67375,2000
50048,0.777916666666667,2000
50054,0.77375,2000
50059,0.79125,2000
50067,0.852916666666667,2000
50068,0.88125,2000
50072,0.82125,2000
50073,0.762916666666667,2000
50076,0.844583333333333,2000
51009,0.841666666666667,2000
51010,0.824583333333333,2000
51030,0.82125,2000
51101,0.857916666666667,2000
51113,0.831666666666667,2000
51119,0.845416666666667,2000
51229,0.787916666666667,2000
52001,0.797916666666667,2000
52002,0.869166666666667,2000
52008,0.8875,2000
52010,0.887916666666667,2000
52011,0.87125,2000
52014,0.867916666666667,2000
52016,0.85875,2000
52019,0.87,2000
52021,0.860416666666667,2000
52052,0.872916666666667,2000
52053,0.894166666666667,2000
52054,0.867916666666667,2000
52062,0.83625,2000
52067,0.816666666666667,2000
52109,0.885416666666667,2000
52131,0.850833333333333,2000
52317,0.842916666666667,2000
53002,0.792083333333333,2000
53003,0.798333333333333,2000
53005,0.722083333333333,2000
53006,0.687083333333333,2000
53008,0.685416666666667,2000
53009,0.694166666666667,2000
53011,0.684166666666667,2000
53012,0.748333333333333,2000
53014,0.781666666666667,2000
53018,0.72125,2000
53019,0.6575,2000
53023,0.72,2000
53024,0.707916666666667,2000
53026,0.769166666666667,2000
53027,0.736666666666667,2000
53028,0.747083333333333,2000
53032,0.633333333333333,2000
53033,0.695416666666667,2000
53034,0.690416666666667,2000
53036,0.807916666666667,2000
53040,0.699583333333333,2000
53041,0.710833333333333,2000
53044,0.693333333333333,2000
53045,0.751666666666667,2000
53064,0.80125,2000
53075,0.812916666666667,2000
53086,0.782916666666667,2000
53087,0.765833333333333,2000
53101,0.811666666666667,2000
53138,0.701666666666667,2000
53176,0.803333333333333,2000
54027,0.751666666666667,2000
54028,0.771666666666667,2000
54031,0.767083333333333,2000
54033,0.706666666666667,2000
54037,0.75875,2000
54040,0.742916666666667,2000
54042,0.744583333333333,2000
55007,0.617916666666667,2000
55009,0.64,2000
55011,0.749166666666667,2000
55019,0.775,2000
55028,0.59375,2000
55045,0.5875,2000
55114,0.77375,2000
58001,0.822083333333333,2000
58003,0.839166666666667,2000
58004,0.80625,2000
58007,0.820416666666667,2000
58008,0.82,2000
58009,0.82875,2000
58010,0.850833333333333,2000
58012,0.84875,2000
58013,0.8575,2000
58014,0.822916666666667,2000
58017,0.853333333333333,2000
58018,0.8475,2000
58019,0.843333333333333,2000
58020,0.8175,2000
58021,0.837083333333333,2000
58102,0.80625,2000
58116,0.81875,2000
59003,0.837083333333333,2000
59010,0.87,2000
59018,0.862916666666667,2000
59020,0.805833333333333,2000
59021,0.866666666666667,2000
59022,0.87125,2000
59025,0.76375,2000
59029,0.820833333333333,2000
59104,0.812916666666667,2000
59107,0.86375,2000
59132,0.820833333333333,2000
60004,0.74375,2000
60005,0.6775,2000
60009,0.589166666666667,2000
60010,0.67875,2000
60013,0.61375,2000
60017,0.63125,2000
60018,0.652916666666667,2000
60019,0.598333333333333,2000
60020,0.616666666666667,2000
60022,0.59125,2000
60023,0.599166666666667,2000
60024,0.639583333333333,2000
60025,0.617083333333333,2000
60027,0.62125,2000
60028,0.778333333333333,2000
60029,0.612083333333333,2000
60031,0.611666666666667,2000
60051,0.592916666666667,2000
60056,0.63375,2000
60057,0.6375,2000
60059,0.741666666666667,2000
60060,0.787916666666667,2000
60065,0.610833333333333,2000
60067,0.6325,2000
60069,0.660833333333333,2000
60070,0.6,2000
60071,0.705,2000
60073,0.6025,2000
60074,0.644166666666667,2000
60075,0.59,2000
60076,0.65875,2000
60078,0.654583333333333,2000
60079,0.667916666666667,2000
60080,0.685833333333333,2000
60081,0.619166666666667,2000
60082,0.607916666666667,2000
60107,0.672083333333333,2000
60111,0.651666666666667,2000
60112,0.635833333333333,2000
60115,0.660416666666667,2000
60155,0.64875,2000
60164,0.6025,2000
60201,0.675833333333333,2000
61001,0.658333333333333,2000
61009,0.851666666666667,2000
61016,0.865,2000
61019,0.850833333333333,2000
61022,0.854583333333333,2000
61025,0.87375,2000
61029,0.829583333333333,2000
61030,0.840416666666667,2000
61031,0.822916666666667,2000
61034,0.79,2000
61038,0.82625,2000
61042,0.735833333333333,2000
61045,0.845416666666667,2000
61046,0.842083333333333,2000
61049,0.830416666666667,2000
61051,0.821666666666667,2000
61054,0.762916666666667,2000
61056,0.859583333333333,2000
61057,0.85875,2000
61059,0.884583333333333,2000
61060,0.842083333333333,2000
61065,0.846666666666667,2000
61069,0.864583333333333,2000
61073,0.825416666666667,2000
61075,0.870833333333333,2000
61089,0.8525,2000
61093,0.827916666666667,2000
61097,0.854583333333333,2000
61100,0.746666666666667,2000
61107,0.87,2000
61109,0.854583333333333,2000
61111,0.86125,2000
61121,0.844583333333333,2000
61123,0.84,2000
61199,0.830416666666667,2000
61207,0.864166666666667,2000
63002,0.78625,2000
63003,0.78625,2000
63004,0.785416666666667,2000
63005,0.805833333333333,2000
63010,0.794583333333333,2000
63011,0.778333333333333,2000
63012,0.812083333333333,2000
63013,0.77,2000
63014,0.805833333333333,2000
63015,0.827083333333333,2000
63022,0.899166666666667,2000
63024,0.813333333333333,2000
63028,0.835416666666667,2000
63030,0.86625,2000
63031,0.849166666666667,2000
63101,0.68,2000
63108,0.810833333333333,2000
63118,0.799166666666667,2000
63119,0.810833333333333,2000
63126,0.829166666666667,2000
63202,0.797916666666667,2000
63204,0.802916666666667,2000
63205,0.77125,2000
63210,0.78,2000
63215,0.821666666666667,2000
63217,0.815416666666667,2000
63220,0.875833333333333,2000
63221,0.82125,2000
63222,0.8725,2000
63224,0.75875,2000
63225,0.839166666666667,2000
63226,0.775833333333333,2000
63228,0.857916666666667,2000
63233,0.849583333333333,2000
63311,0.832916666666667,2000
64005,0.8175,2000
64006,0.814166666666667,2000
64009,0.787916666666667,2000
64021,0.805,2000
64026,0.773333333333333,2000
64028,0.829583333333333,2000
64032,0.760833333333333,2000
64039,0.77125,2000
64043,0.832916666666667,2000
64044,0.8425,2000
66003,0.762916666666667,2000
66005,0.76625,2000
66015,0.83375,2000
66021,0.85875,2000
66022,0.840416666666667,2000
66042,0.785833333333333,2000
66067,0.7975,2000
66073,0.858333333333333,2000
66075,0.775833333333333,2000
66076,0.864583333333333,2000
66080,0.8575,2000
66082,0.880833333333333,2000
66085,0.815833333333333,2000
66087,0.856666666666667,2000
66141,0.799583333333333,2000
66165,0.819166666666667,2000
66168,0.805,2000
67007,0.81625,2000
67010,0.736666666666667,2000
67011,0.8825,2000
67014,0.82875,2000
67015,0.852916666666667,2000
67016,0.825,2000
67017,0.795416666666667,2000
67019,0.7825,2000
67024,0.854166666666667,2000
67026,0.8325,2000
67030,0.770416666666667,2000
67031,0.758333333333333,2000
67032,0.77125,2000
67034,0.685833333333333,2000
67050,0.860833333333333,2000
67051,0.839166666666667,2000
67059,0.825833333333333,2000
67064,0.8425,2000
67067,0.72125,2000
67070,0.695416666666667,2000
67125,0.825,2000
68066,0.84125,2000
69001,0.878333333333333,2000
69003,0.881666666666667,2000
69004,0.7125,2000
69007,0.810416666666667,2000
69010,0.89,2000
69013,0.81125,2000
69014,0.7625,2000
69018,0.85875,2000
69019,0.907916666666667,2000
69021,0.652916666666667,2000
69022,0.635833333333333,2000
69023,0.6525,2000
69025,0.88875,2000
69026,0.860833333333333,2000
69028,0.81375,2000
69029,0.810416666666667,2000
69033,0.84,2000
69034,0.8325,2000
69035,0.776666666666667,2000
69041,0.848333333333333,2000
69045,0.75125,2000
69048,0.79125,2000
69051,0.896666666666667,2000
69057,0.894583333333333,2000
69058,0.9025,2000
69127,0.806666666666667,2000
69142,0.88625,2000
69147,0.798333333333333,2000
69201,0.876666666666667,2000
69203,0.796666666666667,2000
69206,0.824583333333333,2000
69207,0.7625,2000
69211,0.662916666666667,2000
69212,0.812083333333333,2000
69214,0.77375,2000
69219,0.9025,2000
69226,0.8775,2000
69227,0.882083333333333,2000
69229,0.820833333333333,2000
69238,0.800416666666667,2000
69240,0.75125,2000
69243,0.857916666666667,2000
69244,0.89125,2000
69251,0.887083333333333,2000
69253,0.807083333333333,2000
72002,0.825,2000
72004,0.863333333333333,2000
72006,0.847916666666667,2000
72008,0.865833333333333,2000
72010,0.880416666666667,2000
72011,0.837916666666667,2000
72012,0.817083333333333,2000
72014,0.8525,2000
72016,0.832916666666667,2000
72022,0.850833333333333,2000
72025,0.891666666666667,2000
72028,0.872916666666667,2000
72029,0.8375,2000
72030,0.86125,2000
72031,0.871666666666667,2000
72033,0.86125,2000
72034,0.825416666666667,2000
72035,0.867916666666667,2000
72038,0.830416666666667,2000
72039,0.842083333333333,2000
72047,0.836666666666667,2000
72048,0.845,2000
72049,0.8575,2000
72050,0.836666666666667,2000
72052,0.8425,2000
72053,0.847083333333333,2000
72054,0.874583333333333,2000
72056,0.844583333333333,2000
72057,0.84625,2000
72060,0.859583333333333,2000
72061,0.820416666666667,2000
72062,0.837916666666667,2000
72063,0.860833333333333,2000
72064,0.855416666666667,2000
72066,0.845416666666667,2000
72068,0.876666666666667,2000
72069,0.793333333333333,2000
72072,0.769583333333333,2000
72076,0.815416666666667,2000
72083,0.849166666666667,2000
72084,0.827916666666667,2000
72086,0.82,2000
72088,0.82375,2000
72090,0.879166666666667,2000
72091,0.87125,2000
72101,0.820833333333333,2000
72107,0.87875,2000
72126,0.864166666666667,2000
72127,0.86875,2000
72132,0.872083333333333,2000
72151,0.8675,2000
72155,0.837916666666667,2000
72165,0.87875,2000
72189,0.873333333333333,2000
72192,0.8575,2000
72194,0.862083333333333,2000
72198,0.830416666666667,2000
80002,0.808333333333333,2000
80003,0.853333333333333,2000
80005,0.7625,2000
80008,0.775,2000
80013,0.803333333333333,2000
80018,0.8575,2000
80021,0.8,2000
80050,0.814166666666667,2000
80051,0.819166666666667,2000
80055,0.78375,2000
80058,0.820416666666667,2000
80101,0.847083333333333,2000
80116,0.810416666666667,2000
81016,0.731666666666667,2000
81023,0.798333333333333,2000
81029,0.79625,2000
81032,0.70875,2000
81037,0.774583333333333,2000
81041,0.750833333333333,2000
81043,0.743333333333333,2000
81046,0.744583333333333,2000
81047,0.832916666666667,2000
81049,0.834166666666667,2000
81050,0.845,2000
82001,0.818333333333333,2000
82002,0.877083333333333,2000
82003,0.825,2000
82006,0.843333333333333,2000
82009,0.852916666666667,2000
82010,0.86625,2000
82012,0.814583333333333,2000
82015,0.867083333333333,2000
82016,0.879166666666667,2000
82018,0.88375,2000
82020,0.82875,2000
82021,0.844583333333333,2000
82024,0.814166666666667,2000
82027,0.825,2000
82029,0.8875,2000
82031,0.885833333333333,2000
82032,0.870416666666667,2000
82033,0.7975,2000
82034,0.863333333333333,2000
82042,0.795416666666667,2000
82128,0.866666666666667,2000
82135,0.876666666666667,2000
83009,0.705833333333333,2000
83011,0.798333333333333,2000
83015,0.732083333333333,2000
83017,0.754583333333333,2000
83018,0.687916666666667,2000
83024,0.8,2000
83028,0.755416666666667,2000
83029,0.745833333333333,2000
83031,0.737083333333333,2000
83033,0.775833333333333,2000
83041,0.747083333333333,2000
83042,0.779583333333333,2000
83043,0.655416666666667,2000
83044,0.826666666666667,2000
83045,0.822916666666667,2000
83054,0.6575,2000
83055,0.6975,2000
83064,0.739583333333333,2000
83070,0.805,2000
83072,0.789583333333333,2000
83075,0.764583333333333,2000
83081,0.63,2000
83082,0.578333333333333,2000
83100,0.7125,2000
83112,0.634583333333333,2000
83114,0.746666666666667,2000
83140,0.757083333333333,2000
83149,0.795833333333333,2000
83238,0.705833333333333,2000
83273,0.7825,2000
83302,0.72375,2000
83306,0.56,2000
83312,0.812083333333333,2000
83315,0.75875,2000
83316,0.75,2000
83317,0.751666666666667,2000
83323,0.792916666666667,2000
83324,0.746666666666667,2000
83325,0.742083333333333,2000
83327,0.726666666666667,2000
83336,0.840416666666667,2000
83337,0.80375,2000
83346,0.68125,2000
83351,0.7575,2000
83363,0.711666666666667,2000
83367,0.727083333333333,2000
85004,0.57375,2000
85008,0.777916666666667,2000
85009,0.579583333333333,2000
85011,0.750416666666667,2000
85013,0.587916666666667,2000
85014,0.62,2000
85015,0.647083333333333,2000
85017,0.640833333333333,2000
85019,0.605,2000
85020,0.786666666666667,2000
85021,0.636666666666667,2000
85022,0.589583333333333,2000
85024,0.627916666666667,2000
85025,0.6975,2000
85103,0.73125,2000
85104,0.710833333333333,2000
85108,0.69375,2000
85109,0.570833333333333,2000
85110,0.737916666666667,2000
85112,0.585,2000
85117,0.610833333333333,2000
85119,0.585416666666667,2000
85121,0.772916666666667,2000
85123,0.667083333333333,2000
85153,0.752083333333333,2000
85156,0.79375,2000
85158,0.74,2000
85159,0.577083333333333,2000
85161,0.669583333333333,2000
85164,0.579166666666667,2000
85165,0.635833333333333,2000
85167,0.589583333333333,2000
85169,0.645833333333333,2000
85170,0.784583333333333,2000
85171,0.590416666666667,2000
85172,0.592916666666667,2000
85174,0.803333333333333,2000
85206,0.744166666666667,2000
85307,0.72125,2000
85311,0.752916666666667,2000
85315,0.73875,2000
85316,0.7225,2000
85318,0.635,2000
85320,0.69875,2000
85321,0.649166666666667,2000
87005,0.807083333333333,2000
87008,0.844166666666667,2000
87009,0.825,2000
87010,0.865833333333333,2000
87011,0.825416666666667,2000
87015,0.82125,2000
87016,0.834166666666667,2000
87018,0.787083333333333,2000
87022,0.823333333333333,2000
87120,0.820833333333333,2000
88001,0.871666666666667,2000
88002,0.844166666666667,2000
88005,0.82625,2000
88007,0.80875,2000
88008,0.886666666666667,2000
88013,0.864583333333333,2000
88014,0.83375,2000
88015,0.844166666666667,2000
88022,0.839166666666667,2000
88023,0.86,2000
88025,0.842916666666667,2000
88028,0.830833333333333,2000
88029,0.77,2000
88030,0.819166666666667,2000
88036,0.866666666666667,2000
88040,0.824583333333333,2000
88041,0.809166666666667,2000
88043,0.765,2000
88044,0.765833333333333,2000
88046,0.827916666666667,2000
88047,0.849583333333333,2000
88049,0.8325,2000
88051,0.83875,2000
88116,0.78375,2000
88127,0.817916666666667,2000
89001,0.802916666666667,2000
89002,0.7875,2000
89004,0.807083333333333,2000
89005,0.794166666666667,2000
89006,0.726666666666667,2000
89007,0.836666666666667,2000
89008,0.824583333333333,2000
89009,0.605416666666667,2000
89016,0.76,2000
89023,0.70625,2000
89024,0.853333333333333,2000
89025,0.86875,2000
89029,0.766666666666667,2000
89030,0.744583333333333,2000
89032,0.8375,2000
89040,0.58125,2000
89041,0.882083333333333,2000
89043,0.824166666666667,2000
89044,0.837916666666667,2000
89051,0.795,2000
89053,0.774166666666667,2000
89057,0.704166666666667,2000
89060,0.854166666666667,2000
89065,0.753333333333333,2000
89066,0.737083333333333,2000
89071,0.7975,2000
89074,0.8325,2000
89075,0.65875,2000
89076,0.78125,2000
89079,0.875,2000
89081,0.765,2000
89111,0.825,2000
89152,0.82125,2000
89164,0.720416666666667,2000
90001,0.882083333333333,2000
90003,0.8725,2000
90006,0.835,2000
90014,0.874583333333333,2000
90015,0.8775,2000
90016,0.862083333333333,2000
90019,0.867083333333333,2000
90022,0.88875,2000
90023,0.880416666666667,2000
90024,0.859166666666667,2000
90026,0.882916666666667,2000
90027,0.866666666666667,2000
90029,0.88125,2000
90032,0.887083333333333,2000
90033,0.86875,2000
90034,0.875,2000
90036,0.86875,2000
90037,0.806666666666667,2000
90039,0.880833333333333,2000
90041,0.862916666666667,2000
90044,0.842083333333333,2000
90048,0.84875,2000
90053,0.863333333333333,2000
90140,0.867083333333333,2000
90147,0.864583333333333,2000
90149,0.860416666666667,2000
91001,0.86625,2000
91003,0.878333333333333,2000
91004,0.884583333333333,2000
91005,0.90625,2000
91006,0.866666666666667,2000
91008,0.866666666666667,2000
91012,0.875416666666667,2000
91020,0.854583333333333,2000
91022,0.86,2000
91024,0.815833333333333,2000
91026,0.8675,2000
91027,0.891666666666667,2000
91028,0.873333333333333,2000
91029,0.835416666666667,2000
91031,0.86625,2000
91033,0.875416666666667,2000
91034,0.77125,2000
91038,0.794583333333333,2000
91041,0.8375,2000
91042,0.83125,2000
91044,0.82,2000
91045,0.843333333333333,2000
91052,0.86375,2000
91055,0.830833333333333,2000
91057,0.840416666666667,2000
