"xllcorner","yllcorner","cellsize","nrows","ncols","band","units","scale","latitude","longitude","site","product","start","end","complete","modis_date","calendar_date","tile","proc_date","pixel","value"
"-6381437.63","4566410.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.06667,-76.11667," 26","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h12v04","2015161161145",1,3550
"-6381437.63","4566410.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.06667,-76.11667," 26","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h12v04","2015161160647",1,5684
"-6381437.63","4566410.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.06667,-76.11667," 26","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h12v04","2015161172601",1,5041
"-6381437.63","4566410.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.06667,-76.11667," 26","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h12v04","2015161172602",1,5848
"-6381437.63","4566410.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.06667,-76.11667," 26","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h12v04","2015161174643",1,5822
"-6381437.63","4566410.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.06667,-76.11667," 26","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h12v04","2015161192349",1,5579
"-6381206.09","4568263.35","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.08333,-76.13333," 27","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h12v04","2015161161145",1,4724
"-6381206.09","4568263.35","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.08333,-76.13333," 27","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h12v04","2015161160647",1,4909
"-6381206.09","4568263.35","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.08333,-76.13333," 27","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h12v04","2015161172601",1,3844
"-6381206.09","4568263.35","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.08333,-76.13333," 27","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h12v04","2015161172602",1,5497
"-6381206.09","4568263.35","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.08333,-76.13333," 27","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h12v04","2015161174643",1,5135
"-6381206.09","4568263.35","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.08333,-76.13333," 27","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h12v04","2015161192349",1,6036
"-6901506.21","4275449.75","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.45,-79.25," 28","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h11v05","2015161160556",1,3169
"-6901506.21","4275449.75","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.45,-79.25," 28","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h11v05","2015161160435",1,4399
"-6901506.21","4275449.75","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.45,-79.25," 28","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h11v05","2015161173501",1,5581
"-6901506.21","4275449.75","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.45,-79.25," 28","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h11v05","2015161172914",1,6980
"-6901506.21","4275449.75","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.45,-79.25," 28","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h11v05","2015161174514",1,8301
"-6901506.21","4275449.75","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.45,-79.25," 28","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h11v05","2015161191613",1,5641
"-6875792.37","4286569.25","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.55,-79.06667," 29","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h11v05","2015161160556",1,7151
"-6875792.37","4286569.25","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.55,-79.06667," 29","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h11v05","2015161160435",1,6179
"-6875792.37","4286569.25","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.55,-79.06667," 29","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h11v05","2015161173501",1,6470
"-6875792.37","4286569.25","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.55,-79.06667," 29","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h11v05","2015161172914",1,7467
"-6875792.37","4286569.25","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.55,-79.06667," 29","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h11v05","2015161174514",1,7095
"-6875792.37","4286569.25","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.55,-79.06667," 29","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h11v05","2015161191613",1,6932
"-6936022.98","4293982.29","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.61667,-79.83333," 30","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h11v05","2015161160556",1,4906
"-6936022.98","4293982.29","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.61667,-79.83333," 30","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h11v05","2015161160435",1,5301
"-6936022.98","4293982.29","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.61667,-79.83333," 30","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h11v05","2015161173501",1,7824
"-6936022.98","4293982.29","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.61667,-79.83333," 30","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h11v05","2015161172914",1,7715
"-6936022.98","4293982.29","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.61667,-79.83333," 30","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h11v05","2015161174514",1,7685
"-6936022.98","4293982.29","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.61667,-79.83333," 30","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h11v05","2015161191613",1,6296
"-6939266.24","4292129.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.6,-79.85," 31","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h11v05","2015161160556",1,2784
"-6939266.24","4292129.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.6,-79.85," 31","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h11v05","2015161160435",1,5019
"-6939266.24","4292129.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.6,-79.85," 31","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h11v05","2015161173501",1,7140
"-6939266.24","4292129.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.6,-79.85," 31","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h11v05","2015161172914",1,6835
"-6939266.24","4292129.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.6,-79.85," 31","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h11v05","2015161174514",1,7140
"-6939266.24","4292129.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",38.6,-79.85," 31","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h11v05","2015161191613",1,9411
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 32","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h08v05","2015161160941",1,3182
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 32","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h08v05","2015161160615",1,2502
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 32","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h08v05","2015161173312",1,2969
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 32","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h08v05","2015161172804",1,3707
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 32","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h08v05","2015161174458",1,3846
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 32","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h08v05","2015161191834",1,4412
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 33","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h08v05","2015161160941",1,3182
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 33","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h08v05","2015161160615",1,2502
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 33","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h08v05","2015161173312",1,2969
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 33","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h08v05","2015161172804",1,3707
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 33","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h08v05","2015161174458",1,3846
"-10577660.99","4108657.17","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",36.95,-119.03333," 33","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h08v05","2015161191834",1,4412
"-6074493.05","4636833.67","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.7,-73.16667," 34","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h12v04","2015161161145",1,4601
"-6074493.05","4636833.67","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.7,-73.16667," 34","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h12v04","2015161160647",1,7065
"-6074493.05","4636833.67","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.7,-73.16667," 34","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h12v04","2015161172601",1,6089
"-6074493.05","4636833.67","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.7,-73.16667," 34","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h12v04","2015161172602",1,6860
"-6074493.05","4636833.67","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.7,-73.16667," 34","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h12v04","2015161174643",1,6723
"-6074493.05","4636833.67","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.7,-73.16667," 34","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h12v04","2015161192349",1,6277
"-5405237.79","4998217.59","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.95,-68.68333," 35","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h13v04","2015161162008",1,4136
"-5405237.79","4998217.59","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.95,-68.68333," 35","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h13v04","2015161160909",1,4264
"-5405237.79","4998217.59","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.95,-68.68333," 35","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h13v04","2015161172729",1,5141
"-5405237.79","4998217.59","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.95,-68.68333," 35","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h13v04","2015161172628",1,5557
"-5405237.79","4998217.59","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.95,-68.68333," 35","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h13v04","2015161174614",1,5329
"-5405237.79","4998217.59","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.95,-68.68333," 35","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h13v04","2015161192112",1,5797
"-6483829.83","5198368.68","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",46.75,-85.1," 36","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h12v04","2015161161145",1,3167
"-6483829.83","5198368.68","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",46.75,-85.1," 36","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h12v04","2015161160647",1,3119
"-6483829.83","5198368.68","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",46.75,-85.1," 36","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h12v04","2015161172601",1,3071
"-6483829.83","5198368.68","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",46.75,-85.1," 36","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h12v04","2015161172602",1,4683
"-6483829.83","5198368.68","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",46.75,-85.1," 36","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h12v04","2015161174643",1,4197
"-6483829.83","5198368.68","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",46.75,-85.1," 36","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h12v04","2015161192349",1,3886
"-6413174.60","4683164.98","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.11667,-77.75," 37","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h12v04","2015161161145",1,3163
"-6413174.60","4683164.98","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.11667,-77.75," 37","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h12v04","2015161160647",1,6207
"-6413174.60","4683164.98","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.11667,-77.75," 37","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h12v04","2015161172601",1,5871
"-6413174.60","4683164.98","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.11667,-77.75," 37","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h12v04","2015161172602",1,7002
"-6413174.60","4683164.98","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.11667,-77.75," 37","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h12v04","2015161174643",1,6188
"-6413174.60","4683164.98","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.11667,-77.75," 37","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h12v04","2015161192349",1,6932
"-6411321.38","4685018.15","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.13333,-77.75," 38","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h12v04","2015161161145",1,3004
"-6411321.38","4685018.15","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.13333,-77.75," 38","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h12v04","2015161160647",1,7056
"-6411321.38","4685018.15","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.13333,-77.75," 38","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h12v04","2015161172601",1,6452
"-6411321.38","4685018.15","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.13333,-77.75," 38","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h12v04","2015161172602",1,6477
"-6411321.38","4685018.15","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.13333,-77.75," 38","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h12v04","2015161174643",1,7149
"-6411321.38","4685018.15","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.13333,-77.75," 38","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h12v04","2015161192349",1,7070
"-6415027.88","4688724.73","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.16667,-77.83333," 39","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h12v04","2015161161145",1,3578
"-6415027.88","4688724.73","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.16667,-77.83333," 39","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h12v04","2015161160647",1,5843
"-6415027.88","4688724.73","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.16667,-77.83333," 39","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h12v04","2015161172601",1,6442
"-6415027.88","4688724.73","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.16667,-77.83333," 39","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h12v04","2015161172602",1,7021
"-6415027.88","4688724.73","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.16667,-77.83333," 39","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h12v04","2015161174643",1,6773
"-6415027.88","4688724.73","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",42.16667,-77.83333," 39","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h12v04","2015161192349",1,6959
"-5478209.62","4912968.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.18333,-68.7," 40","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h13v04","2015161162008",1,1878
"-5478209.62","4912968.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.18333,-68.7," 40","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h13v04","2015161160909",1,1777
"-5478209.62","4912968.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.18333,-68.7," 40","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h13v04","2015161172729",1,4753
"-5478209.62","4912968.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.18333,-68.7," 40","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h13v04","2015161172628",1,2067
"-5478209.62","4912968.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.18333,-68.7," 40","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h13v04","2015161174614",1,4381
"-5478209.62","4912968.01","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.18333,-68.7," 40","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h13v04","2015161192112",1,2922
"-5480989.37","4911114.83","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.16667,-68.71667," 41","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h13v04","2015161162008",1,-3000
"-5480989.37","4911114.83","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.16667,-68.71667," 41","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h13v04","2015161160909",1,-3000
"-5480989.37","4911114.83","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.16667,-68.71667," 41","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h13v04","2015161172729",1,-3000
"-5480989.37","4911114.83","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.16667,-68.71667," 41","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h13v04","2015161172628",1,-3000
"-5480989.37","4911114.83","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.16667,-68.71667," 41","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h13v04","2015161174614",1,-3000
"-5480989.37","4911114.83","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",44.16667,-68.71667," 41","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h13v04","2015161192112",1,-3000
"-8847188.03","4829571.72","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",43.43333,-109.56667," 42","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h10v04","2015161160842",1,1443
"-8847188.03","4829571.72","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",43.43333,-109.56667," 42","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h10v04","2015161161135",1,1424
"-8847188.03","4829571.72","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",43.43333,-109.56667," 42","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h10v04","2015161173102",1,1489
"-8847188.03","4829571.72","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",43.43333,-109.56667," 42","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h10v04","2015161173301",1,1336
"-8847188.03","4829571.72","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",43.43333,-109.56667," 42","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h10v04","2015161174658",1,1493
"-8847188.03","4829571.72","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",43.43333,-109.56667," 42","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h10v04","2015161192442",1,1400
"-10559823.43","4125336.43","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",37.1,-119.06667," 43","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h08v05","2015161160941",1,1149
"-10559823.43","4125336.43","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",37.1,-119.06667," 43","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h08v05","2015161160615",1,137
"-10559823.43","4125336.43","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",37.1,-119.06667," 43","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h08v05","2015161173312",1,345
"-10559823.43","4125336.43","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",37.1,-119.06667," 43","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h08v05","2015161172804",1,1044
"-10559823.43","4125336.43","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",37.1,-119.06667," 43","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h08v05","2015161174458",1,1428
"-10559823.43","4125336.43","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",37.1,-119.06667," 43","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h08v05","2015161191834",1,1467
"-8976915.46","4444095.61","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",39.96667,-105.33333," 44","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h09v05","2015161161040",1,2450
"-8976915.46","4444095.61","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",39.96667,-105.33333," 44","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006145","2006-05-25","h09v05","2015161160559",1,2678
"-8976915.46","4444095.61","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",39.96667,-105.33333," 44","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006161","2006-06-10","h09v05","2015161172400",1,2399
"-8976915.46","4444095.61","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",39.96667,-105.33333," 44","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006177","2006-06-26","h09v05","2015161174321",1,2708
"-8976915.46","4444095.61","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",39.96667,-105.33333," 44","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006193","2006-07-12","h09v05","2015161174703",1,2617
"-8976915.46","4444095.61","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",39.96667,-105.33333," 44","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006209","2006-07-28","h09v05","2015161191733",1,3189
"-6019822.13","4599768.69","231.656358264",1,1,"250m_16_days_EVI","EVI ratio - No units","0.0001",41.36667,-72.13333," 45","MOD13Q1","2006-05-01","2006-07-31",TRUE,"A2006129","2006-05-09","h12v04","2015161161145",1,5444
