"iteration","ndvi.mean","FGObs","Sobs","FGNull"
56,0.817139218670725,14,69,14
57,0.817139218670725,14,69,16
58,0.817139218670725,14,69,14
59,0.817139218670725,14,69,15
60,0.817139218670725,14,69,13
61,0.817139218670725,14,69,17
62,0.817139218670725,14,69,14
63,0.817139218670725,14,69,15
64,0.817139218670725,14,69,14
65,0.817139218670725,14,69,16
66,0.817139218670725,14,69,14
67,0.817139218670725,14,69,14
68,0.817139218670725,14,69,18
69,0.817139218670725,14,69,16
70,0.817139218670725,14,69,15
71,0.817139218670725,14,69,16
72,0.817139218670725,14,69,15
73,0.817139218670725,14,69,16
74,0.817139218670725,14,69,14
75,0.817139218670725,14,69,16
76,0.817139218670725,14,69,15
77,0.817139218670725,14,69,13
78,0.817139218670725,14,69,16
79,0.817139218670725,14,69,16
80,0.817139218670725,14,69,14
81,0.817139218670725,14,69,17
82,0.817139218670725,14,69,15
83,0.817139218670725,14,69,18
84,0.817139218670725,14,69,12
85,0.817139218670725,14,69,16
86,0.817139218670725,14,69,17
87,0.817139218670725,14,69,13
88,0.817139218670725,14,69,14
89,0.817139218670725,14,69,14
90,0.817139218670725,14,69,17
91,0.817139218670725,14,69,15
92,0.817139218670725,14,69,14
93,0.817139218670725,14,69,17
94,0.817139218670725,14,69,16
95,0.817139218670725,14,69,14
96,0.817139218670725,14,69,16
97,0.817139218670725,14,69,15
98,0.817139218670725,14,69,17
99,0.817139218670725,14,69,15
100,0.817139218670725,14,69,15
1,0.830740952380952,14,71,15
2,0.830740952380952,14,71,16
3,0.830740952380952,14,71,14
4,0.830740952380952,14,71,15
5,0.830740952380952,14,71,17
6,0.830740952380952,14,71,14
7,0.830740952380952,14,71,15
8,0.830740952380952,14,71,15
9,0.830740952380952,14,71,16
10,0.830740952380952,14,71,14
11,0.830740952380952,14,71,17
12,0.830740952380952,14,71,15
13,0.830740952380952,14,71,15
14,0.830740952380952,14,71,16
15,0.830740952380952,14,71,16
16,0.830740952380952,14,71,14
17,0.830740952380952,14,71,17
18,0.830740952380952,14,71,14
19,0.830740952380952,14,71,14
20,0.830740952380952,14,71,19
21,0.830740952380952,14,71,16
22,0.830740952380952,14,71,16
23,0.830740952380952,14,71,18
24,0.830740952380952,14,71,16
25,0.830740952380952,14,71,13
26,0.830740952380952,14,71,16
27,0.830740952380952,14,71,16
28,0.830740952380952,14,71,16
29,0.830740952380952,14,71,14
30,0.830740952380952,14,71,16
31,0.830740952380952,14,71,15
32,0.830740952380952,14,71,14
33,0.830740952380952,14,71,15
34,0.830740952380952,14,71,15
35,0.830740952380952,14,71,17
36,0.830740952380952,14,71,16
37,0.830740952380952,14,71,15
38,0.830740952380952,14,71,15
39,0.830740952380952,14,71,16
40,0.830740952380952,14,71,12
41,0.830740952380952,14,71,14
42,0.830740952380952,14,71,17
43,0.830740952380952,14,71,14
44,0.830740952380952,14,71,15
45,0.830740952380952,14,71,13
46,0.830740952380952,14,71,19
47,0.830740952380952,14,71,16
48,0.830740952380952,14,71,16
49,0.830740952380952,14,71,17
50,0.830740952380952,14,71,15
51,0.830740952380952,14,71,16
52,0.830740952380952,14,71,15
53,0.830740952380952,14,71,17
54,0.830740952380952,14,71,17
55,0.830740952380952,14,71,15
56,0.830740952380952,14,71,16
57,0.830740952380952,14,71,15
58,0.830740952380952,14,71,13
59,0.830740952380952,14,71,15
60,0.830740952380952,14,71,17
61,0.830740952380952,14,71,18
62,0.830740952380952,14,71,15
63,0.830740952380952,14,71,14
64,0.830740952380952,14,71,16
65,0.830740952380952,14,71,15
66,0.830740952380952,14,71,13
67,0.830740952380952,14,71,17
68,0.830740952380952,14,71,17
69,0.830740952380952,14,71,14
70,0.830740952380952,14,71,12
71,0.830740952380952,14,71,15
72,0.830740952380952,14,71,16
73,0.830740952380952,14,71,17
74,0.830740952380952,14,71,14
75,0.830740952380952,14,71,16
76,0.830740952380952,14,71,13
77,0.830740952380952,14,71,16
78,0.830740952380952,14,71,17
79,0.830740952380952,14,71,16
80,0.830740952380952,14,71,15
81,0.830740952380952,14,71,14
82,0.830740952380952,14,71,17
83,0.830740952380952,14,71,16
84,0.830740952380952,14,71,15
85,0.830740952380952,14,71,15
86,0.830740952380952,14,71,14
87,0.830740952380952,14,71,17
88,0.830740952380952,14,71,17
89,0.830740952380952,14,71,17
90,0.830740952380952,14,71,15
91,0.830740952380952,14,71,14
92,0.830740952380952,14,71,16
93,0.830740952380952,14,71,14
94,0.830740952380952,14,71,14
95,0.830740952380952,14,71,16
96,0.830740952380952,14,71,16
97,0.830740952380952,14,71,15
98,0.830740952380952,14,71,14
99,0.830740952380952,14,71,15
100,0.830740952380952,14,71,17
1,0.791702857142857,14,75,16
2,0.791702857142857,14,75,15
3,0.791702857142857,14,75,14
4,0.791702857142857,14,75,17
5,0.791702857142857,14,75,14
6,0.791702857142857,14,75,15
7,0.791702857142857,14,75,15
8,0.791702857142857,14,75,14
9,0.791702857142857,14,75,14
10,0.791702857142857,14,75,18
11,0.791702857142857,14,75,16
12,0.791702857142857,14,75,16
13,0.791702857142857,14,75,15
14,0.791702857142857,14,75,17
15,0.791702857142857,14,75,16
16,0.791702857142857,14,75,17
17,0.791702857142857,14,75,17
18,0.791702857142857,14,75,15
19,0.791702857142857,14,75,14
20,0.791702857142857,14,75,13
21,0.791702857142857,14,75,18
22,0.791702857142857,14,75,16
23,0.791702857142857,14,75,12
24,0.791702857142857,14,75,16
25,0.791702857142857,14,75,17
26,0.791702857142857,14,75,15
27,0.791702857142857,14,75,15
28,0.791702857142857,14,75,18
29,0.791702857142857,14,75,13
30,0.791702857142857,14,75,15
31,0.791702857142857,14,75,16
32,0.791702857142857,14,75,15
33,0.791702857142857,14,75,16
34,0.791702857142857,14,75,14
35,0.791702857142857,14,75,19
36,0.791702857142857,14,75,14
37,0.791702857142857,14,75,17
38,0.791702857142857,14,75,15
39,0.791702857142857,14,75,14
40,0.791702857142857,14,75,15
41,0.791702857142857,14,75,18
42,0.791702857142857,14,75,15
43,0.791702857142857,14,75,14
44,0.791702857142857,14,75,17
45,0.791702857142857,14,75,15
46,0.791702857142857,14,75,18
47,0.791702857142857,14,75,16
48,0.791702857142857,14,75,15
49,0.791702857142857,14,75,17
50,0.791702857142857,14,75,17
51,0.791702857142857,14,75,13
52,0.791702857142857,14,75,14
53,0.791702857142857,14,75,16
54,0.791702857142857,14,75,17
55,0.791702857142857,14,75,15
56,0.791702857142857,14,75,15
57,0.791702857142857,14,75,15
58,0.791702857142857,14,75,18
59,0.791702857142857,14,75,18
60,0.791702857142857,14,75,14
61,0.791702857142857,14,75,14
62,0.791702857142857,14,75,17
63,0.791702857142857,14,75,17
64,0.791702857142857,14,75,16
65,0.791702857142857,14,75,17
66,0.791702857142857,14,75,16
67,0.791702857142857,14,75,14
68,0.791702857142857,14,75,15
69,0.791702857142857,14,75,13
70,0.791702857142857,14,75,16
71,0.791702857142857,14,75,16
72,0.791702857142857,14,75,17
73,0.791702857142857,14,75,17
74,0.791702857142857,14,75,17
75,0.791702857142857,14,75,16
76,0.791702857142857,14,75,15
77,0.791702857142857,14,75,16
78,0.791702857142857,14,75,16
79,0.791702857142857,14,75,17
80,0.791702857142857,14,75,16
81,0.791702857142857,14,75,14
82,0.791702857142857,14,75,15
83,0.791702857142857,14,75,14
84,0.791702857142857,14,75,15
85,0.791702857142857,14,75,14
86,0.791702857142857,14,75,17
87,0.791702857142857,14,75,13
88,0.791702857142857,14,75,14
89,0.791702857142857,14,75,14
90,0.791702857142857,14,75,16
91,0.791702857142857,14,75,15
92,0.791702857142857,14,75,14
93,0.791702857142857,14,75,14
94,0.791702857142857,14,75,16
95,0.791702857142857,14,75,16
96,0.791702857142857,14,75,15
97,0.791702857142857,14,75,17
98,0.791702857142857,14,75,15
99,0.791702857142857,14,75,18
100,0.791702857142857,14,75,16
1,0.812413425925926,14,67,16
2,0.812413425925926,14,67,16
3,0.812413425925926,14,67,17
4,0.812413425925926,14,67,15
5,0.812413425925926,14,67,16
6,0.812413425925926,14,67,16
7,0.812413425925926,14,67,14
8,0.812413425925926,14,67,12
9,0.812413425925926,14,67,15
10,0.812413425925926,14,67,14
11,0.812413425925926,14,67,15
12,0.812413425925926,14,67,16
13,0.812413425925926,14,67,16
14,0.812413425925926,14,67,15
15,0.812413425925926,14,67,17
16,0.812413425925926,14,67,15
17,0.812413425925926,14,67,14
18,0.812413425925926,14,67,16
19,0.812413425925926,14,67,17
20,0.812413425925926,14,67,16
21,0.812413425925926,14,67,15
22,0.812413425925926,14,67,14
23,0.812413425925926,14,67,13
24,0.812413425925926,14,67,14
25,0.812413425925926,14,67,14
26,0.812413425925926,14,67,14
27,0.812413425925926,14,67,14
28,0.812413425925926,14,67,17
29,0.812413425925926,14,67,15
30,0.812413425925926,14,67,16
31,0.812413425925926,14,67,13
32,0.812413425925926,14,67,14
33,0.812413425925926,14,67,12
34,0.812413425925926,14,67,14
35,0.812413425925926,14,67,14
36,0.812413425925926,14,67,12
37,0.812413425925926,14,67,15
38,0.812413425925926,14,67,12
39,0.812413425925926,14,67,13
40,0.812413425925926,14,67,13
41,0.812413425925926,14,67,14
42,0.812413425925926,14,67,12
43,0.812413425925926,14,67,15
44,0.812413425925926,14,67,17
45,0.812413425925926,14,67,15
46,0.812413425925926,14,67,15
47,0.812413425925926,14,67,15
48,0.812413425925926,14,67,13
49,0.812413425925926,14,67,13
50,0.812413425925926,14,67,14
51,0.812413425925926,14,67,15
52,0.812413425925926,14,67,14
53,0.812413425925926,14,67,14
54,0.812413425925926,14,67,14
55,0.812413425925926,14,67,15
56,0.812413425925926,14,67,15
57,0.812413425925926,14,67,15
58,0.812413425925926,14,67,16
59,0.812413425925926,14,67,16
60,0.812413425925926,14,67,13
61,0.812413425925926,14,67,16
62,0.812413425925926,14,67,15
63,0.812413425925926,14,67,16
64,0.812413425925926,14,67,16
65,0.812413425925926,14,67,15
66,0.812413425925926,14,67,16
67,0.812413425925926,14,67,15
68,0.812413425925926,14,67,17
69,0.812413425925926,14,67,14
70,0.812413425925926,14,67,15
71,0.812413425925926,14,67,17
72,0.812413425925926,14,67,14
73,0.812413425925926,14,67,14
74,0.812413425925926,14,67,18
75,0.812413425925926,14,67,15
76,0.812413425925926,14,67,15
77,0.812413425925926,14,67,15
78,0.812413425925926,14,67,14
79,0.812413425925926,14,67,16
80,0.812413425925926,14,67,14
81,0.812413425925926,14,67,17
82,0.812413425925926,14,67,13
83,0.812413425925926,14,67,17
84,0.812413425925926,14,67,15
85,0.812413425925926,14,67,16
86,0.812413425925926,14,67,14
87,0.812413425925926,14,67,15
88,0.812413425925926,14,67,14
89,0.812413425925926,14,67,14
90,0.812413425925926,14,67,15
91,0.812413425925926,14,67,14
92,0.812413425925926,14,67,17
93,0.812413425925926,14,67,16
94,0.812413425925926,14,67,12
95,0.812413425925926,14,67,14
96,0.812413425925926,14,67,16
97,0.812413425925926,14,67,12
98,0.812413425925926,14,67,16
99,0.812413425925926,14,67,16
100,0.812413425925926,14,67,14
1,0.807390196078431,14,66,15
2,0.807390196078431,14,66,16
3,0.807390196078431,14,66,16
4,0.807390196078431,14,66,13
5,0.807390196078431,14,66,15
6,0.807390196078431,14,66,16
7,0.807390196078431,14,66,14
8,0.807390196078431,14,66,18
9,0.807390196078431,14,66,14
10,0.807390196078431,14,66,13
11,0.807390196078431,14,66,18
12,0.807390196078431,14,66,14
13,0.807390196078431,14,66,14
14,0.807390196078431,14,66,14
15,0.807390196078431,14,66,14
16,0.807390196078431,14,66,15
17,0.807390196078431,14,66,16
18,0.807390196078431,14,66,15
19,0.807390196078431,14,66,15
20,0.807390196078431,14,66,15
21,0.807390196078431,14,66,14
22,0.807390196078431,14,66,15
23,0.807390196078431,14,66,13
24,0.807390196078431,14,66,16
25,0.807390196078431,14,66,15
26,0.807390196078431,14,66,15
27,0.807390196078431,14,66,13
28,0.807390196078431,14,66,15
29,0.807390196078431,14,66,13
30,0.807390196078431,14,66,14
31,0.807390196078431,14,66,13
32,0.807390196078431,14,66,15
33,0.807390196078431,14,66,15
34,0.807390196078431,14,66,13
35,0.807390196078431,14,66,15
36,0.807390196078431,14,66,15
37,0.807390196078431,14,66,11
38,0.807390196078431,14,66,15
39,0.807390196078431,14,66,15
40,0.807390196078431,14,66,15
41,0.807390196078431,14,66,17
42,0.807390196078431,14,66,14
43,0.807390196078431,14,66,15
44,0.807390196078431,14,66,14
45,0.807390196078431,14,66,15
46,0.807390196078431,14,66,15
47,0.807390196078431,14,66,15
48,0.807390196078431,14,66,14
49,0.807390196078431,14,66,15
50,0.807390196078431,14,66,14
51,0.807390196078431,14,66,15
52,0.807390196078431,14,66,13
53,0.807390196078431,14,66,14
54,0.807390196078431,14,66,14
55,0.807390196078431,14,66,15
56,0.807390196078431,14,66,14
57,0.807390196078431,14,66,14
58,0.807390196078431,14,66,15
59,0.807390196078431,14,66,12
60,0.807390196078431,14,66,16
61,0.807390196078431,14,66,15
62,0.807390196078431,14,66,17
63,0.807390196078431,14,66,13
64,0.807390196078431,14,66,13
65,0.807390196078431,14,66,15
66,0.807390196078431,14,66,13
67,0.807390196078431,14,66,15
68,0.807390196078431,14,66,15
69,0.807390196078431,14,66,17
70,0.807390196078431,14,66,17
71,0.807390196078431,14,66,15
72,0.807390196078431,14,66,14
73,0.807390196078431,14,66,15
74,0.807390196078431,14,66,15
75,0.807390196078431,14,66,13
76,0.807390196078431,14,66,15
77,0.807390196078431,14,66,13
78,0.807390196078431,14,66,15
79,0.807390196078431,14,66,16
80,0.807390196078431,14,66,17
81,0.807390196078431,14,66,15
82,0.807390196078431,14,66,15
83,0.807390196078431,14,66,17
84,0.807390196078431,14,66,13
85,0.807390196078431,14,66,17
86,0.807390196078431,14,66,16
87,0.807390196078431,14,66,14
88,0.807390196078431,14,66,16
89,0.807390196078431,14,66,15
90,0.807390196078431,14,66,16
91,0.807390196078431,14,66,16
92,0.807390196078431,14,66,11
93,0.807390196078431,14,66,13
94,0.807390196078431,14,66,15
95,0.807390196078431,14,66,15
96,0.807390196078431,14,66,15
97,0.807390196078431,14,66,14
98,0.807390196078431,14,66,16
99,0.807390196078431,14,66,14
100,0.807390196078431,14,66,16
1,0.770058208955224,14,62,14
2,0.770058208955224,14,62,16
3,0.770058208955224,14,62,16
4,0.770058208955224,14,62,15
5,0.770058208955224,14,62,15
6,0.770058208955224,14,62,15
7,0.770058208955224,14,62,15
8,0.770058208955224,14,62,15
9,0.770058208955224,14,62,16
10,0.770058208955224,14,62,15
11,0.770058208955224,14,62,16
12,0.770058208955224,14,62,13
13,0.770058208955224,14,62,15
14,0.770058208955224,14,62,19
15,0.770058208955224,14,62,15
16,0.770058208955224,14,62,16
17,0.770058208955224,14,62,12
18,0.770058208955224,14,62,14
19,0.770058208955224,14,62,12
20,0.770058208955224,14,62,16
21,0.770058208955224,14,62,14
22,0.770058208955224,14,62,15
23,0.770058208955224,14,62,14
24,0.770058208955224,14,62,14
25,0.770058208955224,14,62,12
26,0.770058208955224,14,62,13
27,0.770058208955224,14,62,14
28,0.770058208955224,14,62,14
29,0.770058208955224,14,62,16
30,0.770058208955224,14,62,14
31,0.770058208955224,14,62,18
32,0.770058208955224,14,62,14
33,0.770058208955224,14,62,13
34,0.770058208955224,14,62,15
35,0.770058208955224,14,62,15
36,0.770058208955224,14,62,14
37,0.770058208955224,14,62,11
38,0.770058208955224,14,62,13
39,0.770058208955224,14,62,12
40,0.770058208955224,14,62,13
41,0.770058208955224,14,62,12
42,0.770058208955224,14,62,12
43,0.770058208955224,14,62,15
44,0.770058208955224,14,62,13
45,0.770058208955224,14,62,14
46,0.770058208955224,14,62,17
47,0.770058208955224,14,62,17
48,0.770058208955224,14,62,15
49,0.770058208955224,14,62,14
50,0.770058208955224,14,62,15
51,0.770058208955224,14,62,16
52,0.770058208955224,14,62,17
53,0.770058208955224,14,62,12
54,0.770058208955224,14,62,11
55,0.770058208955224,14,62,13
56,0.770058208955224,14,62,16
57,0.770058208955224,14,62,13
58,0.770058208955224,14,62,15
59,0.770058208955224,14,62,13
60,0.770058208955224,14,62,14
61,0.770058208955224,14,62,16
62,0.770058208955224,14,62,15
63,0.770058208955224,14,62,13
64,0.770058208955224,14,62,12
65,0.770058208955224,14,62,14
66,0.770058208955224,14,62,13
67,0.770058208955224,14,62,16
68,0.770058208955224,14,62,15
69,0.770058208955224,14,62,10
70,0.770058208955224,14,62,17
71,0.770058208955224,14,62,16
72,0.770058208955224,14,62,15
73,0.770058208955224,14,62,13
74,0.770058208955224,14,62,14
75,0.770058208955224,14,62,15
76,0.770058208955224,14,62,14
77,0.770058208955224,14,62,14
78,0.770058208955224,14,62,12
79,0.770058208955224,14,62,14
80,0.770058208955224,14,62,13
81,0.770058208955224,14,62,15
82,0.770058208955224,14,62,14
83,0.770058208955224,14,62,14
84,0.770058208955224,14,62,14
85,0.770058208955224,14,62,16
86,0.770058208955224,14,62,15
87,0.770058208955224,14,62,16
88,0.770058208955224,14,62,14
89,0.770058208955224,14,62,13
90,0.770058208955224,14,62,14
91,0.770058208955224,14,62,16
92,0.770058208955224,14,62,12
93,0.770058208955224,14,62,13
94,0.770058208955224,14,62,17
95,0.770058208955224,14,62,14
96,0.770058208955224,14,62,17
97,0.770058208955224,14,62,12
98,0.770058208955224,14,62,15
99,0.770058208955224,14,62,14
100,0.770058208955224,14,62,16
1,0.827487439613527,14,69,15
2,0.827487439613527,14,69,14
3,0.827487439613527,14,69,15
4,0.827487439613527,14,69,16
5,0.827487439613527,14,69,15
6,0.827487439613527,14,69,13
7,0.827487439613527,14,69,15
8,0.827487439613527,14,69,16
9,0.827487439613527,14,69,13
10,0.827487439613527,14,69,16
11,0.827487439613527,14,69,15
12,0.827487439613527,14,69,16
13,0.827487439613527,14,69,16
14,0.827487439613527,14,69,13
15,0.827487439613527,14,69,15
16,0.827487439613527,14,69,13
17,0.827487439613527,14,69,13
18,0.827487439613527,14,69,14
19,0.827487439613527,14,69,18
20,0.827487439613527,14,69,18
21,0.827487439613527,14,69,15
22,0.827487439613527,14,69,13
23,0.827487439613527,14,69,15
24,0.827487439613527,14,69,14
25,0.827487439613527,14,69,17
26,0.827487439613527,14,69,13
27,0.827487439613527,14,69,14
28,0.827487439613527,14,69,18
29,0.827487439613527,14,69,16
30,0.827487439613527,14,69,13
31,0.827487439613527,14,69,16
32,0.827487439613527,14,69,16
33,0.827487439613527,14,69,16
34,0.827487439613527,14,69,14
35,0.827487439613527,14,69,18
36,0.827487439613527,14,69,15
37,0.827487439613527,14,69,18
38,0.827487439613527,14,69,16
39,0.827487439613527,14,69,14
40,0.827487439613527,14,69,15
41,0.827487439613527,14,69,16
42,0.827487439613527,14,69,15
43,0.827487439613527,14,69,15
44,0.827487439613527,14,69,16
45,0.827487439613527,14,69,16
46,0.827487439613527,14,69,15
47,0.827487439613527,14,69,14
48,0.827487439613527,14,69,15
49,0.827487439613527,14,69,15
50,0.827487439613527,14,69,18
51,0.827487439613527,14,69,13
52,0.827487439613527,14,69,13
53,0.827487439613527,14,69,17
54,0.827487439613527,14,69,13
55,0.827487439613527,14,69,13
56,0.827487439613527,14,69,15
57,0.827487439613527,14,69,16
58,0.827487439613527,14,69,16
59,0.827487439613527,14,69,17
60,0.827487439613527,14,69,17
61,0.827487439613527,14,69,15
62,0.827487439613527,14,69,14
63,0.827487439613527,14,69,15
64,0.827487439613527,14,69,15
65,0.827487439613527,14,69,14
66,0.827487439613527,14,69,14
67,0.827487439613527,14,69,17
68,0.827487439613527,14,69,16
69,0.827487439613527,14,69,15
70,0.827487439613527,14,69,18
71,0.827487439613527,14,69,16
72,0.827487439613527,14,69,14
73,0.827487439613527,14,69,12
74,0.827487439613527,14,69,15
75,0.827487439613527,14,69,13
76,0.827487439613527,14,69,16
77,0.827487439613527,14,69,13
78,0.827487439613527,14,69,16
79,0.827487439613527,14,69,15
80,0.827487439613527,14,69,15
81,0.827487439613527,14,69,14
82,0.827487439613527,14,69,15
83,0.827487439613527,14,69,13
84,0.827487439613527,14,69,13
85,0.827487439613527,14,69,15
86,0.827487439613527,14,69,18
87,0.827487439613527,14,69,12
88,0.827487439613527,14,69,15
89,0.827487439613527,14,69,13
90,0.827487439613527,14,69,14
91,0.827487439613527,14,69,15
92,0.827487439613527,14,69,16
93,0.827487439613527,14,69,16
94,0.827487439613527,14,69,17
95,0.827487439613527,14,69,15
96,0.827487439613527,14,69,14
97,0.827487439613527,14,69,14
98,0.827487439613527,14,69,14
99,0.827487439613527,14,69,13
100,0.827487439613527,14,69,15
1,0.796686567164179,14,68,13
2,0.796686567164179,14,68,16
3,0.796686567164179,14,68,17
4,0.796686567164179,14,68,15
5,0.796686567164179,14,68,14
6,0.796686567164179,14,68,15
7,0.796686567164179,14,68,15
8,0.796686567164179,14,68,13
9,0.796686567164179,14,68,14
10,0.796686567164179,14,68,16
11,0.796686567164179,14,68,15
12,0.796686567164179,14,68,15
13,0.796686567164179,14,68,15
14,0.796686567164179,14,68,15
15,0.796686567164179,14,68,15
16,0.796686567164179,14,68,14
17,0.796686567164179,14,68,15
18,0.796686567164179,14,68,15
19,0.796686567164179,14,68,13
20,0.796686567164179,14,68,18
21,0.796686567164179,14,68,14
22,0.796686567164179,14,68,15
23,0.796686567164179,14,68,15
24,0.796686567164179,14,68,16
25,0.796686567164179,14,68,14
26,0.796686567164179,14,68,15
27,0.796686567164179,14,68,15
28,0.796686567164179,14,68,16
29,0.796686567164179,14,68,17
30,0.796686567164179,14,68,15
31,0.796686567164179,14,68,16
32,0.796686567164179,14,68,15
33,0.796686567164179,14,68,14
34,0.796686567164179,14,68,15
35,0.796686567164179,14,68,18
36,0.796686567164179,14,68,16
37,0.796686567164179,14,68,15
38,0.796686567164179,14,68,15
39,0.796686567164179,14,68,17
40,0.796686567164179,14,68,17
41,0.796686567164179,14,68,16
42,0.796686567164179,14,68,16
43,0.796686567164179,14,68,15
44,0.796686567164179,14,68,14
45,0.796686567164179,14,68,16
46,0.796686567164179,14,68,14
47,0.796686567164179,14,68,15
48,0.796686567164179,14,68,15
49,0.796686567164179,14,68,15
50,0.796686567164179,14,68,15
51,0.796686567164179,14,68,16
52,0.796686567164179,14,68,14
53,0.796686567164179,14,68,15
54,0.796686567164179,14,68,14
55,0.796686567164179,14,68,15
56,0.796686567164179,14,68,13
57,0.796686567164179,14,68,14
58,0.796686567164179,14,68,15
59,0.796686567164179,14,68,16
60,0.796686567164179,14,68,13
61,0.796686567164179,14,68,16
62,0.796686567164179,14,68,14
63,0.796686567164179,14,68,14
64,0.796686567164179,14,68,15
65,0.796686567164179,14,68,16
66,0.796686567164179,14,68,16
67,0.796686567164179,14,68,16
68,0.796686567164179,14,68,17
69,0.796686567164179,14,68,14
70,0.796686567164179,14,68,13
71,0.796686567164179,14,68,15
72,0.796686567164179,14,68,16
73,0.796686567164179,14,68,14
74,0.796686567164179,14,68,18
75,0.796686567164179,14,68,14
76,0.796686567164179,14,68,15
77,0.796686567164179,14,68,14
78,0.796686567164179,14,68,15
79,0.796686567164179,14,68,14
80,0.796686567164179,14,68,15
81,0.796686567164179,14,68,17
82,0.796686567164179,14,68,18
83,0.796686567164179,14,68,18
84,0.796686567164179,14,68,12
85,0.796686567164179,14,68,14
86,0.796686567164179,14,68,16
87,0.796686567164179,14,68,15
88,0.796686567164179,14,68,15
89,0.796686567164179,14,68,16
90,0.796686567164179,14,68,17
