"species_id","aou","english_common_name","french_common_name","spanish_common_name","sporder","family","genus","species"
1044,7332,"unid. Oak Titmouse / Juniper Titmouse","unid unid Mésange unicolore / Mésange des genévrie","Baeolophus inornatus / ridgwayi","Passeriformes","Paridae","Baeolophus","inornatus / ridgwayi"
1045,7310,"Tufted Titmouse","Mésange bicolore","Baeolophus bicolor","Passeriformes","Paridae","Baeolophus","bicolor"
1046,7320,"Black-crested Titmouse","Mésange à plumet noir","Baeolophus atricristatus","Passeriformes","Paridae","Baeolophus","atricristatus"
1047,7315,"unid. Tufted Titmouse / Black-crested Titmouse","unid Mésange bicolore / Mésange à plumet noir","Baeolophus bicolor / atricristatus","Passeriformes","Paridae","Baeolophus","bicolor / atricristatus"
1048,7460,"Verdin","Auripare verdin","Auriparus flaviceps","Passeriformes","Remizidae","Auriparus","flaviceps"
1049,7430,"Bushtit","Mésange buissonnière","Psaltriparus minimus","Passeriformes","Aegithalidae","Psaltriparus","minimus"
1050,7280,"Red-breasted Nuthatch","Sittelle à poitrine rousse","Sitta canadensis","Passeriformes","Sittidae","Sitta","canadensis"
1051,7270,"White-breasted Nuthatch","Sittelle à poitrine blanche","Sitta carolinensis","Passeriformes","Sittidae","Sitta","carolinensis"
1052,7300,"Pygmy Nuthatch","Sittelle pygmée","Sitta pygmaea","Passeriformes","Sittidae","Sitta","pygmaea"
1053,7290,"Brown-headed Nuthatch","Sittelle à tête brune","Sitta pusilla","Passeriformes","Sittidae","Sitta","pusilla"
1054,7260,"Brown Creeper","Grimpereau brun","Certhia americana","Passeriformes","Certhiidae","Certhia","americana"
1055,7150,"Rock Wren","Troglodyte des rochers","Salpinctes obsoletus","Passeriformes","Troglodytidae","Salpinctes","obsoletus"
1057,7170,"Canyon Wren","Troglodyte des canyons","Catherpes mexicanus","Passeriformes","Troglodytidae","Catherpes","mexicanus"
1060,7210,"House Wren","Troglodyte familier","Troglodytes aedon","Passeriformes","Troglodytidae","Troglodytes","aedon"
1064,7221,"Pacific Wren","Troglodyte de Baird","Troglodytes pacificus","Passeriformes","Troglodytidae","Troglodytes","pacificus"
1065,7222,"Winter Wren","Troglodyte des forêts","Troglodytes hiemalis","Passeriformes","Troglodytidae","Troglodytes","hiemalis"
1066,7220,"unid. Pacific Wren / Winter Wren","unid Troglodyte des forêts / Troglodyte de Baird","Troglodytes pacificus / hiemalis","Passeriformes","Troglodytidae","Troglodytes","pacificus / hiemalis"
1067,7240,"Sedge Wren","Troglodyte à bec court","Cistothorus platensis","Passeriformes","Troglodytidae","Cistothorus","platensis"
1068,7250,"Marsh Wren","Troglodyte des marais","Cistothorus palustris","Passeriformes","Troglodytidae","Cistothorus","palustris"
1069,7180,"Carolina Wren","Troglodyte de Caroline","Thryothorus ludovicianus","Passeriformes","Troglodytidae","Thryothorus","ludovicianus"
1070,7190,"Bewick's Wren","Troglodyte de Bewick","Thryomanes bewickii","Passeriformes","Troglodytidae","Thryomanes","bewickii"
1078,7130,"Cactus Wren","Troglodyte des cactus","Campylorhynchus brunneicapillus","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus"
1082,16600,"Sinaloa Wren","Troglodyte du Sinaloa","Thryophilus sinaloa","Passeriformes","Troglodytidae","Thryophilus","sinaloa"
1089,7510,"Blue-gray Gnatcatcher","Gobemoucheron gris-bleu","Polioptila caerulea","Passeriformes","Polioptilidae","Polioptila","caerulea"
1090,7530,"California Gnatcatcher","Gobemoucheron de Californie","Polioptila californica","Passeriformes","Polioptilidae","Polioptila","californica"
1091,7520,"Black-tailed Gnatcatcher","Gobemoucheron à queue noire","Polioptila melanura","Passeriformes","Polioptilidae","Polioptila","melanura"
1095,7539,"unid. Blue-gray / Black-tailed Gnatcatcher","unid Gobemoucheron gris-bleu / à queue noire","Polioptila caerulea / melanura","Passeriformes","Polioptilidae","Polioptila","caerulea / melanura"
1099,7480,"Golden-crowned Kinglet","Roitelet à couronne dorée","Regulus satrapa","Passeriformes","Regulidae","Regulus","satrapa"
1100,7490,"Ruby-crowned Kinglet","Roitelet à couronne rubis","Regulus calendula","Passeriformes","Regulidae","Regulus","calendula"
1107,7470,"Arctic Warbler","Pouillot boréal","Phylloscopus borealis","Passeriformes","Phylloscopidae","Phylloscopus","borealis"
1110,7420,"Wrentit","Cama brune","Chamaea fasciata","Passeriformes","Sylviidae","Chamaea","fasciata"
1120,7640,"Bluethroat","Gorgebleue à miroir","Luscinia svecica","Passeriformes","Muscicapidae","Luscinia","svecica"
1127,7650,"Northern Wheatear","Traquet motteux","Oenanthe oenanthe","Passeriformes","Muscicapidae","Oenanthe","oenanthe"
1129,7660,"Eastern Bluebird","Merlebleu de l'Est","Sialia sialis","Passeriformes","Turdidae","Sialia","sialis"
1130,7670,"Western Bluebird","Merlebleu de l'Ouest","Sialia mexicana","Passeriformes","Turdidae","Sialia","mexicana"
1131,7680,"Mountain Bluebird","Merlebleu azuré","Sialia currucoides","Passeriformes","Turdidae","Sialia","currucoides"
1132,7540,"Townsend's Solitaire","Solitaire de Townsend","Myadestes townsendi","Passeriformes","Turdidae","Myadestes","townsendi"
1140,7560,"Veery","Grive fauve","Catharus fuscescens","Passeriformes","Turdidae","Catharus","fuscescens"
1141,7570,"Gray-cheeked Thrush","Grive à joues grises","Catharus minimus","Passeriformes","Turdidae","Catharus","minimus"
1142,7571,"Bicknell's Thrush","Grive de Bicknell","Catharus bicknelli","Passeriformes","Turdidae","Catharus","bicknelli"
1143,7580,"Swainson's Thrush","Grive à dos olive","Catharus ustulatus","Passeriformes","Turdidae","Catharus","ustulatus"
1144,7590,"Hermit Thrush","Grive solitaire","Catharus guttatus","Passeriformes","Turdidae","Catharus","guttatus"
1145,7550,"Wood Thrush","Grive des bois","Hylocichla mustelina","Passeriformes","Turdidae","Hylocichla","mustelina"
1158,7610,"American Robin","Merle d'Amérique","Turdus migratorius","Passeriformes","Turdidae","Turdus","migratorius"
1160,7630,"Varied Thrush","Grive à collier","Ixoreus naevius","Passeriformes","Turdidae","Ixoreus","naevius"
1165,7040,"Gray Catbird","Moqueur chat","Dumetella carolinensis","Passeriformes","Mimidae","Dumetella","carolinensis"
1166,7070,"Curve-billed Thrasher","Moqueur à bec courbe","Toxostoma curvirostre","Passeriformes","Mimidae","Toxostoma","curvirostre"
1168,7050,"Brown Thrasher","Moqueur roux","Toxostoma rufum","Passeriformes","Mimidae","Toxostoma","rufum"
1169,7060,"Long-billed Thrasher","Moqueur à long bec","Toxostoma longirostre","Passeriformes","Mimidae","Toxostoma","longirostre"
1171,7080,"Bendire's Thrasher","Moqueur de Bendire","Toxostoma bendirei","Passeriformes","Mimidae","Toxostoma","bendirei"
1173,7100,"California Thrasher","Moqueur de Californie","Toxostoma redivivum","Passeriformes","Mimidae","Toxostoma","redivivum"
1174,7110,"Le Conte's Thrasher","Moqueur de Le Conte","Toxostoma lecontei","Passeriformes","Mimidae","Toxostoma","lecontei"
1175,7120,"Crissal Thrasher","Moqueur cul-roux","Toxostoma crissale","Passeriformes","Mimidae","Toxostoma","crissale"
1176,7020,"Sage Thrasher","Moqueur des armoises","Oreoscoptes montanus","Passeriformes","Mimidae","Oreoscoptes","montanus"
1177,7031,"Bahama Mockingbird","Moqueur des Bahamas","Mimus gundlachii","Passeriformes","Mimidae","Mimus","gundlachii"
1180,7030,"Northern Mockingbird","Moqueur polyglotte","Mimus polyglottos","Passeriformes","Mimidae","Mimus","polyglottos"
1181,4930,"European Starling","Étourneau sansonnet","Sturnus vulgaris","Passeriformes","Sturnidae","Sturnus","vulgaris"
1182,4932,"Common Myna","Martin triste","Acridotheres tristis","Passeriformes","Sturnidae","Acridotheres","tristis"
1184,6180,"Bohemian Waxwing","Jaseur boréal","Bombycilla garrulus","Passeriformes","Bombycillidae","Bombycilla","garrulus"
1185,6190,"Cedar Waxwing","Jaseur d'Amérique","Bombycilla cedrorum","Passeriformes","Bombycillidae","Bombycilla","cedrorum"
1186,6185,"unid. Cedar Waxwing / Bohemian Waxwing","unid Jaseur sp.","Bombycilla garrulus / cedrorum","Passeriformes","Bombycillidae","Bombycilla","garrulus / cedrorum"
1188,6200,"Phainopepla","Phénopèple luisant","Phainopepla nitens","Passeriformes","Ptiliogonatidae","Phainopepla","nitens"
1189,6510,"Olive Warbler","Fauvine des pins","Peucedramus taeniatus","Passeriformes","Peucedramidae","Peucedramus","taeniatus"
1191,19500,"Northern Red Bishop","Euplecte franciscain","Euplectes franciscanus","Passeriformes","Ploceidae","Euplectes","franciscanus"
1195,6882,"House Sparrow","Moineau domestique","Passer domesticus","Passeriformes","Passeridae","Passer","domesticus"
1196,6883,"Eurasian Tree Sparrow","Moineau friquet","Passer montanus","Passeriformes","Passeridae","Passer","montanus"
1197,6960,"Eastern Yellow Wagtail","Bergeronnette de Béringie","Motacilla tschutschensis","Passeriformes","Motacillidae","Motacilla","tschutschensis"
1200,6940,"White Wagtail","Bergeronnette grise","Motacilla alba","Passeriformes","Motacillidae","Motacilla","alba"
1204,6990,"Red-throated Pipit","Pipit à gorge rousse","Anthus cervinus","Passeriformes","Motacillidae","Anthus","cervinus"
1205,6970,"American Pipit","Pipit d'Amérique","Anthus rubescens","Passeriformes","Motacillidae","Anthus","rubescens"
1206,7000,"Sprague's Pipit","Pipit de Sprague","Anthus spragueii","Passeriformes","Motacillidae","Anthus","spragueii"
1216,5240,"Gray-crowned Rosy-Finch","Roselin à tête grise","Leucosticte tephrocotis","Passeriformes","Fringillidae","Leucosticte","tephrocotis"
1217,5250,"Black Rosy-Finch","Roselin noir","Leucosticte atrata","Passeriformes","Fringillidae","Leucosticte","atrata"
1218,5260,"Brown-capped Rosy-Finch","Roselin à tête brune","Leucosticte australis","Passeriformes","Fringillidae","Leucosticte","australis"
1219,5150,"Pine Grosbeak","Durbec des sapins","Pinicola enucleator","Passeriformes","Fringillidae","Pinicola","enucleator"
1222,5190,"House Finch","Roselin familier","Haemorhous mexicanus","Passeriformes","Fringillidae","Haemorhous","mexicanus"
1223,5170,"Purple Finch","Roselin pourpré","Haemorhous purpureus","Passeriformes","Fringillidae","Haemorhous","purpureus"
1224,5180,"Cassin's Finch","Roselin de Cassin","Haemorhous cassinii","Passeriformes","Fringillidae","Haemorhous","cassinii"
1225,5195,"unid. Purple Finch / Cassin's Finch / House Finch","unid Roselin pourpré / de Cassin / familier","Carpodacus purpureus / cassinii / mexicanus","Passeriformes","Fringillidae","Carpodacus","purpureus / cassinii / mexicanus"
1226,5210,"Red Crossbill","Bec-croisé des sapins","Loxia curvirostra","Passeriformes","Fringillidae","Loxia","curvirostra"
1227,5220,"White-winged Crossbill","Bec-croisé bifascié","Loxia leucoptera","Passeriformes","Fringillidae","Loxia","leucoptera"
1228,5225,"unid. Red Crossbill / White-winged Crossbill","unid Bec-croisé des sapins / Bec-croisé bifascié","Loxia curvirostra / leucoptera","Passeriformes","Fringillidae","Loxia","curvirostra / leucoptera"
1229,5280,"Common Redpoll","Sizerin flammé","Acanthis flammea","Passeriformes","Fringillidae","Acanthis","flammea"
1230,5270,"Hoary Redpoll","Sizerin blanchâtre","Acanthis hornemanni","Passeriformes","Fringillidae","Acanthis","hornemanni"
1231,5275,"unid. Common Redpoll / Hoary Redpoll","unid Sizerin flame / Sizerin blanchâtre","Carduelis flammea / hornemanni","Passeriformes","Fringillidae","Carduelis","flammea / hornemanni"
1233,5330,"Pine Siskin","Tarin des pins","Spinus pinus","Passeriformes","Fringillidae","Spinus","pinus"
1236,5300,"Lesser Goldfinch","Chardonneret mineur","Spinus psaltria","Passeriformes","Fringillidae","Spinus","psaltria"
1237,5310,"Lawrence's Goldfinch","Chardonneret gris","Spinus lawrencei","Passeriformes","Fringillidae","Spinus","lawrencei"
1238,5290,"American Goldfinch","Chardonneret jaune","Spinus tristis","Passeriformes","Fringillidae","Spinus","tristis"
1243,5140,"Evening Grosbeak","Gros-bec errant","Coccothraustes vespertinus","Passeriformes","Fringillidae","Coccothraustes","vespertinus"
1245,5360,"Lapland Longspur","Plectrophane lapon","Calcarius lapponicus","Passeriformes","Calcariidae","Calcarius","lapponicus"
1246,5380,"Chestnut-collared Longspur","Plectrophane à ventre noir","Calcarius ornatus","Passeriformes","Calcariidae","Calcarius","ornatus"
1247,5370,"Smith's Longspur","Plectrophane de Smith","Calcarius pictus","Passeriformes","Calcariidae","Calcarius","pictus"
1248,5390,"McCown's Longspur","Plectrophane de McCown","Rhynchophanes mccownii","Passeriformes","Calcariidae","Rhynchophanes","mccownii"
1249,5340,"Snow Bunting","Plectrophane des neiges","Plectrophenax nivalis","Passeriformes","Calcariidae","Plectrophenax","nivalis"
1251,6740,"Ovenbird","Paruline couronnée","Seiurus aurocapilla","Passeriformes","Parulidae","Seiurus","aurocapilla"
1252,6390,"Worm-eating Warbler","Paruline vermivore","Helmitheros vermivorum","Passeriformes","Parulidae","Helmitheros","vermivorum"
1253,6760,"Louisiana Waterthrush","Paruline hochequeue","Parkesia motacilla","Passeriformes","Parulidae","Parkesia","motacilla"
1254,6750,"Northern Waterthrush","Paruline des ruisseaux","Parkesia noveboracensis","Passeriformes","Parulidae","Parkesia","noveboracensis"
1255,6420,"Golden-winged Warbler","Paruline à ailes dorées","Vermivora chrysoptera","Passeriformes","Parulidae","Vermivora","chrysoptera"
1256,6410,"Blue-winged Warbler","Paruline à ailes bleues","Vermivora cyanoptera","Passeriformes","Parulidae","Vermivora","cyanoptera"
1257,6412,"Brewster's Warbler (Golden-winged x Blue-winged)","Paruline de Brewster","Vermivora cyanoptera x chrysoptera","Passeriformes","Parulidae","Vermivora","cyanoptera x chrysoptera"
1258,6413,"Lawrence's Warbler (Golden-winged x Blue-winged)","Paruline de Lawrence","Vermivora chrysoptera x cyanoptera","Passeriformes","Parulidae","Vermivora","chrysoptera x cyanoptera"
1259,6360,"Black-and-white Warbler","Paruline noir et blanc","Mniotilta varia","Passeriformes","Parulidae","Mniotilta","varia"
1260,6370,"Prothonotary Warbler","Paruline orangée","Protonotaria citrea","Passeriformes","Parulidae","Protonotaria","citrea"
1261,6380,"Swainson's Warbler","Paruline de Swainson","Limnothlypis swainsonii","Passeriformes","Parulidae","Limnothlypis","swainsonii"
1263,6470,"Tennessee Warbler","Paruline obscure","Oreothlypis peregrina","Passeriformes","Parulidae","Oreothlypis","peregrina"
1264,6460,"Orange-crowned Warbler","Paruline verdâtre","Oreothlypis celata","Passeriformes","Parulidae","Oreothlypis","celata"
1266,6430,"Lucy's Warbler","Paruline de Lucy","Oreothlypis luciae","Passeriformes","Parulidae","Oreothlypis","luciae"
1267,6450,"Nashville Warbler","Paruline à joues grises","Oreothlypis ruficapilla","Passeriformes","Parulidae","Oreothlypis","ruficapilla"
1268,6440,"Virginia's Warbler","Paruline de Virginia","Oreothlypis virginiae","Passeriformes","Parulidae","Oreothlypis","virginiae"
1269,6780,"Connecticut Warbler","Paruline à gorge grise","Oporornis agilis","Passeriformes","Parulidae","Oporornis","agilis"
1271,6800,"MacGillivray's Warbler","Paruline des buissons","Geothlypis tolmiei","Passeriformes","Parulidae","Geothlypis","tolmiei"
1272,6790,"Mourning Warbler","Paruline triste","Geothlypis philadelphia","Passeriformes","Parulidae","Geothlypis","philadelphia"
1273,6770,"Kentucky Warbler","Paruline du Kentucky","Geothlypis formosa","Passeriformes","Parulidae","Geothlypis","formosa"
1277,6810,"Common Yellowthroat","Paruline masquée","Geothlypis trichas","Passeriformes","Parulidae","Geothlypis","trichas"
1279,6840,"Hooded Warbler","Paruline à capuchon","Setophaga citrina","Passeriformes","Parulidae","Setophaga","citrina"
1280,6870,"American Redstart","Paruline flamboyante","Setophaga ruticilla","Passeriformes","Parulidae","Setophaga","ruticilla"
1281,6700,"Kirtland's Warbler","Paruline de Kirtland","Setophaga kirtlandii","Passeriformes","Parulidae","Setophaga","kirtlandii"
1282,6500,"Cape May Warbler","Paruline tigrée","Setophaga tigrina","Passeriformes","Parulidae","Setophaga","tigrina"
1283,6580,"Cerulean Warbler","Paruline azurée","Setophaga cerulea","Passeriformes","Parulidae","Setophaga","cerulea"
1284,6480,"Northern Parula","Paruline à collier","Setophaga americana","Passeriformes","Parulidae","Setophaga","americana"
1285,6490,"Tropical Parula","Paruline à joues noires","Setophaga pitiayumi","Passeriformes","Parulidae","Setophaga","pitiayumi"
1286,6570,"Magnolia Warbler","Paruline à tête cendrée","Setophaga magnolia","Passeriformes","Parulidae","Setophaga","magnolia"
1287,6600,"Bay-breasted Warbler","Paruline à poitrine baie","Setophaga castanea","Passeriformes","Parulidae","Setophaga","castanea"
1288,6620,"Blackburnian Warbler","Paruline à gorge orangée","Setophaga fusca","Passeriformes","Parulidae","Setophaga","fusca"
1289,6520,"Yellow Warbler","Paruline jaune","Setophaga petechia","Passeriformes","Parulidae","Setophaga","petechia"
1290,6590,"Chestnut-sided Warbler","Paruline à flancs marron","Setophaga pensylvanica","Passeriformes","Parulidae","Setophaga","pensylvanica"
1291,6610,"Blackpoll Warbler","Paruline rayée","Setophaga striata","Passeriformes","Parulidae","Setophaga","striata"
1292,6540,"Black-throated Blue Warbler","Paruline bleue","Setophaga caerulescens","Passeriformes","Parulidae","Setophaga","caerulescens"
1293,6720,"Palm Warbler","Paruline à couronne rousse","Setophaga palmarum","Passeriformes","Parulidae","Setophaga","palmarum"
1294,6710,"Pine Warbler","Paruline des pins","Setophaga pinus","Passeriformes","Parulidae","Setophaga","pinus"
1295,6550,"(Myrtle Warbler) Yellow-rumped Warbler","Paruline à croupion jaune (groupe coronata)","Setophaga coronata coronata","Passeriformes","Parulidae","Setophaga","coronata coronata"
1296,6560,"(Audubon's Warbler) Yellow-rumped Warbler","Paruline à croupion jaune (groupe auduboni)","Setophaga coronata audoboni","Passeriformes","Parulidae","Setophaga","coronata audoboni"
1297,6556,"(unid. Myrtle/Audubon's) Yellow-rumped Warbler","Par. à croupion jaune (sous-espèce non identifié)","Setophaga coronata","Passeriformes","Parulidae","Setophaga","coronata"
1298,6630,"Yellow-throated Warbler","Paruline à gorge jaune","Setophaga dominica","Passeriformes","Parulidae","Setophaga","dominica"
1299,6730,"Prairie Warbler","Paruline des prés","Setophaga discolor","Passeriformes","Parulidae","Setophaga","discolor"
1300,6640,"Grace's Warbler","Paruline de Grace","Setophaga graciae","Passeriformes","Parulidae","Setophaga","graciae"
1301,6650,"Black-throated Gray Warbler","Paruline grise","Setophaga nigrescens","Passeriformes","Parulidae","Setophaga","nigrescens"
1302,6680,"Townsend's Warbler","Paruline de Townsend","Setophaga townsendi","Passeriformes","Parulidae","Setophaga","townsendi"
1303,6690,"Hermit Warbler","Paruline à tête jaune","Setophaga occidentalis","Passeriformes","Parulidae","Setophaga","occidentalis"
1304,6686,"hybrid Townsend's Warbler x Hermit Warbler","hybride Paruline de Townsend x à tête jaune","Icterus townsendi x occidentalis","Passeriformes","Icteridae","Icterus","townsendi x occidentalis"
1305,6685,"unid. Townsend's Warbler / Hermit Warbler","unid Paruline de Townsend / Paruline à tête jaune","Setophaga townsendi / occidentalis","Passeriformes","Parulidae","Setophaga","townsendi / occidentalis"
1306,6660,"Golden-cheeked Warbler","Paruline à dos noir","Setophaga chrysoparia","Passeriformes","Parulidae","Setophaga","chrysoparia"
1307,6670,"Black-throated Green Warbler","Paruline à gorge noire","Setophaga virens","Passeriformes","Parulidae","Setophaga","virens"
1312,6860,"Canada Warbler","Paruline du Canada","Cardellina canadensis","Passeriformes","Parulidae","Cardellina","canadensis"
1313,6850,"Wilson's Warbler","Paruline à calotte noire","Cardellina pusilla","Passeriformes","Parulidae","Cardellina","pusilla"
1314,6900,"Red-faced Warbler","Paruline à face rouge","Cardellina rubrifrons","Passeriformes","Parulidae","Cardellina","rubrifrons"
1317,6880,"Painted Redstart","Paruline à ailes blanches","Myioborus pictus","Passeriformes","Parulidae","Myioborus","pictus"
1319,6830,"Yellow-breasted Chat","Paruline polyglotte","Icteria virens","Passeriformes","Parulidae","Icteria","virens"
1352,5860,"Olive Sparrow","Tohi olive","Arremonops rufivirgatus","Passeriformes","Emberizidae","Arremonops","rufivirgatus"
1357,5900,"Green-tailed Towhee","Tohi à queue verte","Pipilo chlorurus","Passeriformes","Emberizidae","Pipilo","chlorurus"
1358,5880,"Spotted Towhee","Tohi tacheté","Pipilo maculatus","Passeriformes","Emberizidae","Pipilo","maculatus"
1359,5870,"Eastern Towhee","Tohi à flancs roux","Pipilo erythrophthalmus","Passeriformes","Emberizidae","Pipilo","erythrophthalmus"
1360,5871,"unid. Spotted Towhee / Eastern Towhee","unid Tohi tacheté / Tohi à flancs roux","Pipilo maculatus / erythrophthalmus","Passeriformes","Emberizidae","Pipilo","maculatus / erythrophthalmus"
1362,5800,"Rufous-crowned Sparrow","Tohi à calotte fauve","Aimophila ruficeps","Passeriformes","Emberizidae","Aimophila","ruficeps"
1367,5910,"Canyon Towhee","Tohi des canyons","Melozone fusca","Passeriformes","Emberizidae","Melozone","fusca"
1369,5911,"California Towhee","Tohi de Californie","Melozone crissalis","Passeriformes","Emberizidae","Melozone","crissalis"
1370,5920,"Abert's Towhee","Tohi d'Abert","Melozone aberti","Passeriformes","Emberizidae","Melozone","aberti"
1372,5790,"Rufous-winged Sparrow","Bruant à épaulettes","Peucaea carpalis","Passeriformes","Emberizidae","Peucaea","carpalis"
1376,5760,"Botteri's Sparrow","Bruant de Botteri","Peucaea botterii","Passeriformes","Emberizidae","Peucaea","botterii"
1377,5780,"Cassin's Sparrow","Bruant de Cassin","Peucaea cassinii","Passeriformes","Emberizidae","Peucaea","cassinii"
1378,5750,"Bachman's Sparrow","Bruant des pinèdes","Peucaea aestivalis","Passeriformes","Emberizidae","Peucaea","aestivalis"
1380,5590,"American Tree Sparrow","Bruant hudsonien","Spizelloides arborea","Passeriformes","Emberizidae","Spizelloides","arborea"
1381,5600,"Chipping Sparrow","Bruant familier","Spizella passerina","Passeriformes","Emberizidae","Spizella","passerina"
1382,5610,"Clay-colored Sparrow","Bruant des plaines","Spizella pallida","Passeriformes","Emberizidae","Spizella","pallida"
1383,5620,"Brewer's Sparrow","Bruant de Brewer","Spizella breweri","Passeriformes","Emberizidae","Spizella","breweri"
1384,5630,"Field Sparrow","Bruant des champs","Spizella pusilla","Passeriformes","Emberizidae","Spizella","pusilla"
1386,5650,"Black-chinned Sparrow","Bruant à menton noir","Spizella atrogularis","Passeriformes","Emberizidae","Spizella","atrogularis"
1387,5400,"Vesper Sparrow","Bruant vespéral","Pooecetes gramineus","Passeriformes","Emberizidae","Pooecetes","gramineus"
1388,5520,"Lark Sparrow","Bruant à joues marron","Chondestes grammacus","Passeriformes","Emberizidae","Chondestes","grammacus"
1390,5730,"Black-throated Sparrow","Bruant à gorge noire","Amphispiza bilineata","Passeriformes","Emberizidae","Amphispiza","bilineata"
1391,5738,"Sagebrush Sparrow","Bruant des armoises","Artemisiospiza nevadensis","Passeriformes","Emberizidae","Artemisiospiza","nevadensis"
1392,5739,"Bell's Sparrow","Bruant de Bell","Artemisiospiza belli","Passeriformes","Emberizidae","Artemisiospiza","belli"
1393,5740,"unid. Sagebrush Sparrow / Bell's Sparrow","unid Bruant des armoises / Burant de Bell","Artemisiospiza nevadensis / belli","Passeriformes","Emberizidae","Artemisiospiza","nevadensis / belli"
1394,6050,"Lark Bunting","Bruant noir et blanc","Calamospiza melanocorys","Passeriformes","Emberizidae","Calamospiza","melanocorys"
1395,5420,"Savannah Sparrow","Bruant des prés","Passerculus sandwichensis","Passeriformes","Emberizidae","Passerculus","sandwichensis"
1396,5460,"Grasshopper Sparrow","Bruant sauterelle","Ammodramus savannarum","Passeriformes","Emberizidae","Ammodramus","savannarum"
1397,5450,"Baird's Sparrow","Bruant de Baird","Ammodramus bairdii","Passeriformes","Emberizidae","Ammodramus","bairdii"
1398,5470,"Henslow's Sparrow","Bruant de Henslow","Ammodramus henslowii","Passeriformes","Emberizidae","Ammodramus","henslowii"
1399,5480,"Le Conte's Sparrow","Bruant de Le Conte","Ammodramus leconteii","Passeriformes","Emberizidae","Ammodramus","leconteii"
1400,5491,"Nelson's Sparrow","Bruant de Nelson","Ammodramus nelsoni","Passeriformes","Emberizidae","Ammodramus","nelsoni"
1401,5490,"Saltmarsh Sparrow","Bruant à queue aiguë","Ammodramus caudacutus","Passeriformes","Emberizidae","Ammodramus","caudacutus"
1402,5500,"Seaside Sparrow","Bruant maritime","Ammodramus maritimus","Passeriformes","Emberizidae","Ammodramus","maritimus"
1404,5850,"Fox Sparrow","Bruant fauve","Passerella iliaca","Passeriformes","Emberizidae","Passerella","iliaca"
1405,5810,"Song Sparrow","Bruant chanteur","Melospiza melodia","Passeriformes","Emberizidae","Melospiza","melodia"
1406,5830,"Lincoln's Sparrow","Bruant de Lincoln","Melospiza lincolnii","Passeriformes","Emberizidae","Melospiza","lincolnii"
1407,5840,"Swamp Sparrow","Bruant des marais","Melospiza georgiana","Passeriformes","Emberizidae","Melospiza","georgiana"
1409,5580,"White-throated Sparrow","Bruant à gorge blanche","Zonotrichia albicollis","Passeriformes","Emberizidae","Zonotrichia","albicollis"
1410,5530,"Harris's Sparrow","Bruant à face noire","Zonotrichia querula","Passeriformes","Emberizidae","Zonotrichia","querula"
1411,5540,"White-crowned Sparrow","Bruant à couronne blanche","Zonotrichia leucophrys","Passeriformes","Emberizidae","Zonotrichia","leucophrys"
1412,5570,"Golden-crowned Sparrow","Bruant à couronne dorée","Zonotrichia atricapilla","Passeriformes","Emberizidae","Zonotrichia","atricapilla"
1413,5670,"(Slate-colored Junco) Dark-eyed Junco","Junco ardoisé (groupe hyemalis)","Junco hyemalis hyemalis","Passeriformes","Emberizidae","Junco","hyemalis hyemalis"
1414,5671,"(Oregon Junco) Dark-eyed Junco","Junco ardoisé (groupe oreganus)","Junco hyemalis oreganus","Passeriformes","Emberizidae","Junco","hyemalis oreganus"
1415,5680,"(Pink-sided Junco) Dark-eyed Junco","Junco ardoisé (groupe mearnsi)","Junco hyemalis mearnsi","Passeriformes","Emberizidae","Junco","hyemalis mearnsi"
1416,5660,"(White-winged Junco) Dark-eyed Junco","Junco ardoisé (à ailes blanches)","Junco hyemalis aikeni","Passeriformes","Emberizidae","Junco","hyemalis aikeni"
1417,5690,"(Gray-headed Junco) Dark-eyed Junco","Junco ardoisé (à tête grise)","Junco hyemalis caniceps","Passeriformes","Emberizidae","Junco","hyemalis caniceps"
1418,5677,"(unid. race) Dark-eyed Junco","Junco ardoisé (groupe non identifié)","Junco hyemalis","Passeriformes","Emberizidae","Junco","hyemalis"
1420,5700,"Yellow-eyed Junco","Junco aux yeux jaunes","Junco phaeonotus","Passeriformes","Emberizidae","Junco","phaeonotus"
1432,6090,"Hepatic Tanager","Piranga orangé","Piranga flava","Passeriformes","Cardinalidae","Piranga","flava"
1433,6100,"Summer Tanager","Piranga vermillon","Piranga rubra","Passeriformes","Cardinalidae","Piranga","rubra"
1434,6080,"Scarlet Tanager","Piranga écarlate","Piranga olivacea","Passeriformes","Cardinalidae","Piranga","olivacea"
1435,6070,"Western Tanager","Piranga à tête rouge","Piranga ludoviciana","Passeriformes","Cardinalidae","Piranga","ludoviciana"
1443,5930,"Northern Cardinal","Cardinal rouge","Cardinalis cardinalis","Passeriformes","Cardinalidae","Cardinalis","cardinalis"
1444,5940,"Pyrrhuloxia","Cardinal pyrrhuloxia","Cardinalis sinuatus","Passeriformes","Cardinalidae","Cardinalis","sinuatus"
1445,5935,"unid. Northern Cardinal / Pyrrhuloxia","unid Cardinal rouge / Cardinal pyrrhuloxia","Cardinalis cardinalis / sinuatus","Passeriformes","Cardinalidae","Cardinalis","cardinalis / sinuatus"
1447,5950,"Rose-breasted Grosbeak","Cardinal à poitrine rose","Pheucticus ludovicianus","Passeriformes","Cardinalidae","Pheucticus","ludovicianus"
